,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,mode,pid,run,final_bonus,displayed_bonus,CODE,DEPTH,COST,MIN_TIME,inspectCost,startTime,bonusRate,variance,branching,first_trial,colors,color_names,time_diff
499,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,712,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",53.7
500,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,759,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",41.43333333333333
502,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,601,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",50.0
503,chrome,macos,UNKNOWN,2,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,661,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-12,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",13.366666666666667
504,firefox,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,728,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",11.983333333333333
505,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,685,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",29.25
506,chrome,macos,UNKNOWN,2,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,784,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.25
507,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,715,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
508,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,715,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
509,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,715,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
510,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
511,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
512,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
513,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
514,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
515,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
516,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,715,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
517,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,715,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
518,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,715,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
519,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
520,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
521,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
522,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
523,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
524,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
525,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,715,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
526,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,715,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
527,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,715,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
528,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
529,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
530,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
531,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
532,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
533,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,715,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.05
534,chrome,macos,UNKNOWN,2,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,599,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",31.65
535,chrome,chromeos,UNKNOWN,2,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,781,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",58.266666666666666
536,firefox,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,704,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",27.466666666666665
537,chrome,macos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,743,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",39.6
538,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,739,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",21.883333333333333
539,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,777,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",26.55
540,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,619,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.283333333333335
541,chrome,macos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,783,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.266666666666666
542,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,766,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",44.71666666666667
543,chrome,macos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,607,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.65
544,chrome,macos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,594,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.35
545,chrome,macos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,660,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",14.5
546,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,735,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",8.816666666666666
547,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,633,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.95
548,chrome,macos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,788,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.766666666666666
549,firefox,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,646,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",13.45
550,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,787,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.533333333333335
551,chrome,macos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-13,,2020-12-13,0.0,3,debug,714,2PartPilot3Part2,,,dromedary,0,1,7,1,2020-12-13,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",31.6
552,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,724,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.533333333333335
553,safari,macos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,749,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",38.9
554,chrome,chromeos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,756,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.766666666666666
555,chrome,chromeos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-18,,2020-12-18,0.0,3,debug,615,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-17,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",47.68333333333333
556,firefox,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,732,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.683333333333334
557,firefox,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,621,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",49.15
558,chrome,macos,UNKNOWN,4,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,697,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",21.75
559,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,786,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.183333333333334
560,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,677,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-12,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.25
561,chrome,macos,UNKNOWN,4,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,789,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.466666666666665
562,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.583333333333336
563,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.583333333333336
564,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.083333333333332
565,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.083333333333332
566,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.583333333333336
567,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.583333333333336
568,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.083333333333332
569,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.083333333333332
570,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.583333333333336
571,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.583333333333336
572,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.083333333333332
573,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.083333333333332
574,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.583333333333336
575,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.583333333333336
576,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.083333333333332
577,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,662,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.083333333333332
578,chrome,chromeos,UNKNOWN,4,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,667,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",15.833333333333334
579,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,707,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.583333333333336
580,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,673,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.333333333333332
581,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,673,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.333333333333332
582,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,673,2PartPilot3Part2,,,guanaco,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.333333333333332
583,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,673,2PartPilot3Part2,,,guanaco,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.333333333333332
584,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,673,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.333333333333332
585,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,673,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.333333333333332
586,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,673,2PartPilot3Part2,,,guanaco,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.333333333333332
587,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,673,2PartPilot3Part2,,,guanaco,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.333333333333332
588,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,754,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.7
