pid,trial_index,action_time,actions,block,path,queries,reward,rt,condition,bonus,score,simulation_mode,state_rewards,time_elapsed,trialTime,trial_type
93,21,"[12910, 13981, 14630]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['5', '1', '9', '6', '10', '2', '8', '7', '11', '12'], 'time': [796, 1254, 1890, 3715, 4343, 5110, 9345, 10336, 11118, 11844]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '5', '1', '9', '0', '6', '8', '6', '0', '10', '4', '2', '8', '7', '0', '11', '12'], 'time': [516, 642, 1048, 1514, 2577, 2641, 2984, 3518, 3926, 4081, 4664, 4850, 6767, 10175, 10585, 11023, 11694]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5', '1', '9', '0', '5', '6', '8', '6', '0', '9', '10', '4', '2', '6', '8', '7', '5', '0', '10', '11', '10', '12'], 'time': [578, 924, 1358, 2075, 2609, 2641, 2922, 3330, 3862, 3957, 4050, 4474, 4699, 5320, 6575, 9559, 10497, 10553, 10617, 10805, 11302, 11568, 12106]}, 'edge': {'target': [], 'time': []}}}","[-48, 8, 4]","[11.799999978393316, 4985.6499999878, 44.49000000022352]",1,[],-46,"[None, None, None]","['', -48, -8, 4, -2, -48, 8, -4, -4, -48, 8, -2, 4]",370717,[],mouselab-mdp
93,22,"[4170, 4729, 5272]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['5', '1', '9', '8', '7'], 'time': [771, 1344, 1916, 3024, 3679]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '0', '0', '5', '1', '9', '0', '6', '8', '6', '7'], 'time': [138, 230, 484, 607, 1090, 1739, 2083, 2300, 2830, 3205, 3518]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '0', '5', '1', '9', '0', '5', '6', '8', '6', '7', '5'], 'time': [169, 388, 513, 922, 1550, 2052, 2114, 2268, 2768, 3173, 3298, 3894, 6192]}, 'edge': {'target': [], 'time': []}}}","[48, 4, -2]","[61.679999984335154, 12907.84999995958, 568.9799999818206]",1,[],45,"[None, None, None]","['', 24, 8, -4, 4, 48, 4, -2, -2, -48, -8, -4, 2]",378709,[],mouselab-mdp
93,23,"[8044, 8644, 9571]","['up', 'up', 'left']",training,"['0', '1', '2', '4']","{'click': {'state': {'target': ['5', '1', '9', '7', '8', '3', '4'], 'time': [781, 1440, 2431, 4578, 5229, 5886, 6749]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '5', '1', '9', '0', '6', '7', '3', '7', '6', '8', '3', '2', '4', '2'], 'time': [309, 559, 1246, 2182, 2777, 3107, 3420, 3513, 4324, 4913, 5009, 5695, 6101, 6415, 6983]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5', '1', '9', '0', '5', '6', '7', '3', '7', '6', '8', '5', '3', '2', '4', '2', '1'], 'time': [407, 964, 1714, 2715, 2827, 3044, 3419, 3451, 4081, 4852, 4977, 5414, 5508, 6071, 6195, 6919, 7045, 10206]}, 'edge': {'target': [], 'time': []}}}","[48, -4, 4]","[149.13499995600432, 4168.325000035111, 33.739999984391034]",1,[],41,"[None, None, None]","['', 48, -4, 2, 4, 48, -8, -2, 2, -48, -4, -4, 4]",387132,[],mouselab-mdp
93,24,"[4340, 5349, 5941]","['left', 'left', 'up']",training,"['0', '9', '10', '11']","{'click': {'state': {'target': ['5', '1', '9', '11', '12'], 'time': [1039, 1438, 2108, 3415, 3859]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '1', '9', '11', '10', '12'], 'time': [791, 1260, 1881, 2872, 3582, 3675]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '1', '9', '9', '11', '10', '12'], 'time': [1195, 1630, 2345, 2755, 3581, 3611, 4048]}, 'edge': {'target': [], 'time': []}}}","[24, -4, -2]","[43.624999991152436, 8041.484999994282, 90.80999996513128]",1,[],13,"[None, None, None]","['', -48, 4, -2, -4, -48, 4, -2, 4, 24, -4, -2, -2]",394364,[],mouselab-mdp
93,25,"[4453, 5469, 6109]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['5', '1', '9', '7', '8'], 'time': [1614, 2093, 2704, 3611, 4071]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '1', '0', '9', '6', '7', '6', '8'], 'time': [1425, 1797, 2435, 2528, 3305, 3462, 3760, 3853]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '1', '0', '9', '5', '6', '7', '6', '8'], 'time': [1766, 2311, 2466, 2873, 3058, 3366, 3739, 3823, 4325]}, 'edge': {'target': [], 'time': []}}}","[48, -4, 2]","[395.59500000905246, 4338.770000031218, 484.9050000193529]",1,[],41,"[None, None, None]","['', -24, 4, 2, 2, 48, -4, 2, -4, -48, 8, -2, 4]",411014,[],mouselab-mdp
93,26,"[3649, 4537, 5121]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['5', '1', '9', '4', '3'], 'time': [717, 1211, 1721, 2695, 3196]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '5', '1', '9', '0', '2', '4', '2', '3'], 'time': [18, 137, 513, 950, 1480, 2260, 2415, 2541, 2856, 3014]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '5', '1', '9', '0', '1', '2', '4', '2', '3'], 'time': [75, 199, 857, 1387, 2009, 2290, 2353, 2445, 2825, 2887, 3439]}, 'edge': {'target': [], 'time': []}}}","[24, -8, 4]","[90.4549999977462, 4451.824999996461, 484.7699999809265]",1,[],15,"[None, None, None]","['', 24, -8, 4, -4, -24, 8, 2, -4, -24, 4, 4, 2]",417916,[],mouselab-mdp
93,27,"[4079, 5168, 5783]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['5', '1', '9', '7', '8'], 'time': [1122, 1633, 2139, 3351, 3766]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '1', '9', '7', '7', '6', '8'], 'time': [815, 1347, 1908, 2965, 3218, 3526, 3590]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '1', '9', '9', '7', '7', '6'], 'time': [1220, 1786, 2500, 2717, 3122, 3496, 3557]}, 'edge': {'target': [], 'time': []}}}","[24, 8, -2]","[125.08999998681247, 3647.7750000194646, 370.2599999960512]",1,[],25,"[None, None, None]","['', -48, -8, 4, 2, 24, 8, -2, -2, -24, 4, 4, 4]",428917,[],mouselab-mdp
93,28,"[8654, 9185, 9797]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['5', '1', '9', '10', '6', '11', '8', '7', '12'], 'time': [974, 1458, 1976, 3556, 4087, 5544, 6364, 6988, 7920]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '5', '5', '1', '9', '0', '10', '11', '10', '6', '11', '8', '8', '7', '0', '12'], 'time': [None, 349, 566, 659, 1223, 1759, 2706, 2832, 3016, 3360, 3936, 4841, 5920, 6170, 6828, 7299, 7769]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '5', '5', '1', '9', '5', '0', '9', '10', '11', '10', '9', '5', '6', '9', '11', '1', '8', '8', '6', '7', '5', '0', '12'], 'time': [69, 380, 598, 1161, 1665, 2257, 2706, 2737, 2800, 2924, 3298, 3677, 3719, 3874, 4280, 4718, 5698, 5826, 6013, 6575, 6638, 7174, 7237, 7332, 8088]}, 'edge': {'target': [], 'time': []}}}","[24, -8, 2]","[81.96000003954396, 4077.404999989085, 574.0299999597482]",1,[],9,"[None, None, None]","['', -24, -4, -2, -4, 24, -8, 2, -4, 24, -8, -4, -2]",435820,[],mouselab-mdp
93,29,"[3724, 4717, 5292]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['5', '1', '9', '11', '12'], 'time': [648, 1202, 2023, 2940, 3402]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '5', '1', '9', '11', '10', '12'], 'time': [242, 492, 928, 1429, 2648, 3134, 3227]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5', '1', '9', '11', '10', '12'], 'time': [462, 802, 1367, 2432, 3103, 3165, 5219]}, 'edge': {'target': [], 'time': []}}}","[48, 4, -2]","[112.32000001473352, 8651.725000003353, 1.9499999471008778]",1,[],45,"[None, None, None]","['', 24, 8, 2, 4, 24, 8, -2, -4, 48, 4, -4, -2]",443021,[],mouselab-mdp
93,30,"[6814, 7343, 8025]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['5', '1', '7', '8'], 'time': [1713, 2219, 3857, 6392]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '0', '5', '1', '9', '0', '7', '6', '8'], 'time': [651, 712, 1342, 1890, 2761, 3077, 3670, 4045, 4170]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '5', '1', '9', '0', '5', '7', '6'], 'time': [680, 839, 1828, 2388, 3045, 3107, 3389, 4044, 4107]}, 'edge': {'target': [], 'time': []}}}","[48, -4, -2]","[82.7350000035949, 3722.2600000095554, 471.335000009276]",1,[],38,"[None, None, None]","['', 24, -8, 2, -2, 48, -4, -4, -2, 24, -4, 4, -4]",449820,[],mouselab-mdp
93,31,"[4270, 4830, 5407]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['5', '1', '9', '7', '8'], 'time': [869, 1419, 1950, 3233, 3709]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '1', '9', '0', '6', '7', '6', '8'], 'time': [None, 642, 1104, 1731, 2325, 2512, 2764, 3420, 3547]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '1', '9', '0', '5', '6', '7', '6', '8'], 'time': [76, 1012, 1606, 2263, 2419, 2449, 2544, 3358, 3452, 4014]}, 'edge': {'target': [], 'time': []}}}","[24, 4, -2]","[70.35500003257766, 6813.32499999553, 15.195000043604523]",1,[],21,"[None, None, None]","['', -48, 8, -2, -4, 24, 4, -2, -2, -24, 8, -4, 2]",456629,[],mouselab-mdp
93,32,"[3998, 4583, 6302]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['5', '1', '9', '7', '8'], 'time': [778, 1325, 1879, 3129, 3617]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '1', '9', '0', '7', '6', '8'], 'time': [171, 577, 1047, 1638, 2197, 2729, 3295, 3390]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '1', '9', '0', '7', '6', '8'], 'time': [264, 923, 1481, 2077, 2602, 3294, 3355, 3823]}, 'edge': {'target': [], 'time': []}}}","[24, 8, -2]","[151.4350000070408, 4269.045000022743, 5.535000003874302]",1,[],25,"[None, None, None]","['', -48, 8, 4, 2, 24, 8, -2, -4, -24, 4, 4, 2]",468260,[],mouselab-mdp
93,33,"[5459, 6034, 6626]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['5', '1', '9'], 'time': [963, 1430, 3303]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '5', '1', '9', '0', '0'], 'time': [70, 320, 756, 1132, 1666, 3513, 3575]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '5', '1', '9', '0', '0', '5'], 'time': [257, 352, 1070, 1603, 3484, 3544, 3605, 4281]}, 'edge': {'target': [], 'time': []}}}","[24, 4, -2]","[20.7749999826774, 3997.494999959599, 68.75999999465421]",1,[],23,"[None, None, None]","['', 24, 4, -2, 4, -24, -8, -2, -4, -24, 8, -4, -2]",476596,[],mouselab-mdp
93,34,"[3549, 4077, 4645]","['up', 'up', 'left']",training,"['0', '1', '2', '4']","{'click': {'state': {'target': ['5', '1', '4', '3'], 'time': [863, 1233, 2554, 3128]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '1', '9', '4', '2', '3'], 'time': [548, 1048, 1483, 2200, 2700, 2997]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '1', '9', '4', '2', '3'], 'time': [985, 1391, 1765, 2700, 2731, 3346]}, 'edge': {'target': [], 'time': []}}}","[48, -4, 2]","[1198.7650000373833, 5458.190000033937, 51.59499996807426]",1,[],42,"[None, None, None]","['', 48, -4, -4, 2, 24, 4, -2, -4, 48, -4, -4, 4]",485617,[],mouselab-mdp
95,0,"[37651, 39639, 41319]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['5', '9', '1', '2', '10', '6', '3', '4', '11', '12', '8', '7'], 'time': [6710, 7896, 8903, 11622, 12782, 16381, 21400, 23542, 24493, 25308, 26980, 28205]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6', '8', '0', '5', '0', '9', '1', '0', '0', '2', '0', '10', '6', '0', '3', '0', '4', '11', '12', '8', '7'], 'time': [3417, 3477, 5613, 5948, 7383, 7435, 8517, 9164, 10914, 11217, 12194, 12283, 15933, 20786, 21069, 22202, 22768, 24088, 24937, 25736, 27538]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '8', '0', '5', '0', '9', '1', '0', '0', '1', '2', '1', '0', '10', '6', '0', '3', '5', '0', '4', '11', '10', '12', '8', '6', '7'], 'time': [3461, 3493, 5715, 6964, 7399, 8112, 9114, 9199, 10950, 11115, 11850, 11916, 12215, 12965, 16567, 20820, 21583, 21685, 22219, 23735, 24668, 24752, 25504, 27203, 27370, 28404]}, 'edge': {'target': [], 'time': []}}}","[48, -4, 4]","[181474.20499986038, 23283.315000124276, 37646.80500002578]",1,0,36,"[None, None, None]","['', 48, -4, -4, 2, 24, 4, -2, -4, 48, -4, -4, 4]",181492,[],mouselab-mdp
95,1,"[33378, 35778, 37250]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['5', '6', '1', '9', '7', '2', '10', '8', '3', '4', '11', '12'], 'time': [7082, 10208, 12464, 13608, 15816, 17868, 19172, 20932, 22728, 25679, 26663, 27400]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '5', '5', '1', '6', '8', '1', '0', '9', '7', '8', '2', '0', '10', '10', '8', '8', '3', '4', '11', '12'], 'time': [2196, 2512, 4997, 7597, 9831, 10443, 12065, 12868, 12967, 14750, 16268, 17516, 18215, 18648, 18815, 20099, 20415, 22251, 23151, 26070, 26953]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5', '5', '1', '5', '6', '8', '6', '1', '0', '9', '6', '7', '6', '8', '1', '2', '1', '0', '10', '10', '8', '8', '8', '5', '3', '1', '4', '11', '10', '12', '8'], 'time': [2245, 2747, 7281, 9432, 9534, 10399, 11919, 11966, 12666, 12935, 13799, 14567, 16216, 16251, 16349, 17301, 18081, 18131, 18451, 18731, 19382, 20132, 21115, 21936, 21971, 22903, 23105, 25903, 26834, 26902, 27604, 28422]}, 'edge': {'target': [], 'time': []}}}","[48, -4, -2]","[1477.2749999538064, 1177.4200000800192, 33374.375000130385]",1,2.03,30,"[None, None, None]","['', 24, -8, 2, -2, 48, -4, -4, -2, 24, -4, 4, -4]",204780,[],mouselab-mdp
95,2,"[30070, 31574, 33070]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['5', '1', '9', '2', '10', '6', '7', '8', '3', '4', '11', '12'], 'time': [5684, 7371, 8507, 12675, 13803, 14771, 20949, 21597, 22532, 23195, 24107, 24859]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '0', '1', '0', '9', '0', '2', '0', '10', '8', '6', '3', '7', '8', '3', '3', '4', '11', '12'], 'time': [3680, 6963, 7046, 7630, 8197, 10312, 10497, 12997, 13548, 14199, 14281, 18601, 20485, 21234, 21982, 22301, 22935, 23801, 24336]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '0', '1', '0', '9', '0', '1', '2', '1', '0', '10', '9', '8', '6', '6', '3', '7', '6', '8', '6', '3', '3', '2', '4', '10', '11', '10', '12'], 'time': [5912, 6996, 7596, 7662, 8662, 10329, 10379, 12914, 12965, 13029, 14002, 14063, 14216, 14964, 18316, 20383, 21152, 21204, 21851, 21919, 22015, 22700, 22766, 23385, 23585, 24286, 24320, 25018]}, 'edge': {'target': [], 'time': []}}}","[-48, 8, 4]","[1904.3349996209145, 975.7349998690188, 30066.240000072867]",1,[],-48,"[None, None, None]","['', -48, -8, 4, -2, -48, 8, -4, -4, -48, 8, -2, 4]",250988,[],mouselab-mdp
95,3,"[14480, 15633, 17193]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['9', '1', '5', '6', '7', '8'], 'time': [3302, 4997, 6429, 9465, 10797, 11509]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '6', '7', '8'], 'time': [2372, 4320, 6109, 7943, 10057, 11093]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '6', '6', '7', '6', '8', '8'], 'time': [3541, 5191, 6625, 9660, 10024, 10976, 11027, 11694, 19316]}, 'edge': {'target': [], 'time': []}}}","[24, 8, 4]","[998.1999997980893, 993.1900002993643, 14477.254999801517]",1,[],30,"[None, None, None]","['', -24, 8, 2, 2, 24, 8, -4, 4, -48, 8, 2, -2]",291947,[],mouselab-mdp
95,4,"[10133, 11125, 12653]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['1', '5', '9', '6', '7', '8'], 'time': [1779, 2571, 3274, 4938, 6258, 6915]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '1', '5', '0', '9', '8', '8', '6', '7', '8'], 'time': [953, 1336, 2203, 2887, 2970, 3537, 4571, 4754, 5922, 6571]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '1', '5', '0', '9', '8', '8', '6', '6', '7', '6', '8'], 'time': [1169, 1986, 2823, 2905, 3454, 3555, 4606, 5155, 5889, 6437, 6505, 7105]}, 'edge': {'target': [], 'time': []}}}","[48, -4, 2]","[652.7150003239512, 1046.5799998492002, 10130.95000013709]",1,[],40,"[None, None, None]","['', 24, -8, -4, -2, 48, -4, -4, 2, -48, -8, -4, -4]",329113,[],mouselab-mdp
95,5,"[10649, 11720, 13264]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['5', '1', '9', '10', '11', '12'], 'time': [2111, 3078, 3941, 5284, 6981, 7598]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '5', '0', '1', '0', '9', '12', '10', '11', '12'], 'time': [1561, 1865, 2497, 2529, 3331, 3548, 4832, 5033, 6582, 7315]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '5', '0', '1', '0', '9', '12', '10', '10', '11', '12'], 'time': [1593, 2313, 2512, 3280, 3365, 4114, 4915, 5448, 6565, 7147, 7949]}, 'edge': {'target': [], 'time': []}}}","[48, 8, -2]","[501.0099997743964, 1027.9449997469783, 10645.969999954104]",1,[],48,"[None, None, None]","['', 24, 4, -2, -2, -24, -4, 2, -4, 48, 8, -2, -2]",350091,[],mouselab-mdp
95,6,"[11429, 12317, 13677]","['left', 'left', 'up']",training,"['0', '9', '10', '11']","{'click': {'state': {'target': ['5', '1', '9', '10', '11', '12'], 'time': [2043, 3499, 4811, 6587, 7819, 8523]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '0', '1', '0', '0', '9', '10', '11', '12'], 'time': [1736, 2903, 2935, 3770, 3821, 4054, 6335, 7438, 8090]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '0', '1', '0', '0', '9', '9', '10', '11', '10', '12'], 'time': [2287, 2921, 3719, 3786, 4021, 5020, 6105, 6787, 8005, 8072, 8738]}, 'edge': {'target': [], 'time': []}}}","[48, -4, 2]","[565.4799998737872, 1044.1250000149012, 11425.104999914765]",1,[],40,"[None, None, None]","['', 24, -8, -4, 2, 24, -4, 2, -2, 48, -4, 2, -4]",365323,[],mouselab-mdp
95,7,"[14874, 16033, 17426]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['5', '6', '7', '8', '1', '9'], 'time': [3445, 6455, 7542, 8366, 10918, 12111]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6', '5', '0', '6', '6', '7', '8', '1', '0', '9', '9'], 'time': [2771, 3042, 3975, 6077, 6210, 7326, 7965, 10625, 11658, 11678, 11844]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '5', '0', '5', '6', '6', '7', '8', '8', '5', '1', '0', '9', '9'], 'time': [2788, 3676, 3993, 5909, 6126, 6610, 7710, 8543, 10278, 10327, 11093, 11676, 11709, 12294]}, 'edge': {'target': [], 'time': []}}}","[48, -8, 4]","[392.87000009790063, 867.0399999246001, 14870.339999906719]",1,[],38,"[None, None, None]","['', -24, 4, 4, 4, 48, -8, -2, 4, 24, -4, -4, 4]",381003,[],mouselab-mdp
95,8,"[11002, 11874, 13458]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['5', '1', '9', '2', '4', '3'], 'time': [2400, 3347, 4312, 5683, 7096, 7696]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '1', '0', '9', '0', '2', '4', '3', '7'], 'time': [165, 2098, 2997, 3662, 3729, 5166, 5486, 6750, 7481, 7983]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '1', '0', '9', '0', '2', '2', '4', '2', '3', '7'], 'time': [227, 2615, 3613, 3680, 4483, 5183, 5882, 6667, 7246, 7398, 7950, 8000]}, 'edge': {'target': [], 'time': []}}}","[24, 4, -2]","[652.7799996547401, 893.804999999702, 11000.774999614805]",1,[],20,"[None, None, None]","['', 24, 4, -2, -4, -24, 8, -2, -4, -24, 4, 4, -4]",397651,[],mouselab-mdp
95,9,"[11011, 11780, 13050]","['up', 'up', 'left']",training,"['0', '1', '2', '4']","{'click': {'state': {'target': ['5', '1', '9', '2', '4', '3'], 'time': [1248, 2155, 3719, 4976, 6576, 8551]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['7', '5', '1', '9', '9', '2', '2', '4', '3', '7'], 'time': [726, 943, 1792, 3193, 3327, 4527, 4775, 6343, 6962, 8862]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '5', '5', '1', '9', '9', '9', '2', '2', '4', '3', '7'], 'time': [910, 1493, 1759, 2377, 3245, 3912, 4494, 4561, 5179, 6758, 8746, 8883]}, 'edge': {'target': [], 'time': []}}}","[24, 4, 4]","[372.7150000631809, 1087.670000270009, 11009.089999832213]",1,[],26,"[None, None, None]","['', 24, 4, -2, 4, -24, -8, -2, -4, -24, 8, -4, -2]",417811,[],mouselab-mdp
95,10,"[10165, 11189, 12565]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['5', '1', '9', '2', '3', '4'], 'time': [2747, 3755, 4962, 6067, 7050, 7842]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['7', '5', '5', '1', '9', '0', '0', '2', '3', '4'], 'time': [1960, 1991, 2307, 3475, 4225, 5176, 5577, 5776, 6826, 7623]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '5', '5', '5', '1', '9', '0', '0', '2', '3', '4', '1'], 'time': [1978, 2023, 3092, 3259, 3993, 5143, 5194, 5594, 6261, 7327, 8028, 8110]}, 'edge': {'target': [], 'time': []}}}","[24, -8, 4]","[264.91499971598387, 766.9850001111627, 10163.380000274628]",1,[],14,"[None, None, None]","['', 24, -8, 4, -4, -24, 8, 2, -4, -24, 4, 4, 2]",434163,[],mouselab-mdp
95,11,"[14882, 15786, 16802]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['5', '1', '9', '10', '11', '12'], 'time': [1745, 2783, 4144, 6807, 10999, 11823]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '1', '9', '10', '11', '12'], 'time': [1230, 2547, 3315, 5633, 10499, 11333]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '1', '9', '10', '11', '10', '12'], 'time': [2264, 3248, 4331, 6966, 11199, 11300, 11998]}, 'edge': {'target': [], 'time': []}}}","[48, -8, 2]","[526.8100001849234, 885.7900002039969, 14879.979999735951]",1,[],36,"[None, None, None]","['', 24, -8, 2, -2, 24, 8, -4, -4, 48, -8, -2, 2]",449523,[],mouselab-mdp
95,12,"[8740, 9828, 12228]","['left', 'left', 'up']",training,"['0', '9', '10', '11']","{'click': {'state': {'target': ['9', '5', '1', '12', '11'], 'time': [2033, 3321, 4145, 5800, 6552]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '9', '5', '1', '0', '12', '10', '11'], 'time': [1497, 1729, 3096, 3730, 4398, 5364, 6165, 6216]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '9', '5', '1', '0', '9', '12', '10', '11', '9'], 'time': [1562, 2830, 3549, 4347, 5212, 5280, 5965, 6198, 6728, 6815]}, 'edge': {'target': [], 'time': []}}}","[24, -4, -2]","[395.9349999204278, 513.4200002066791, 8737.544999923557]",1,[],13,"[None, None, None]","['', -24, -8, -4, 2, -48, 8, 2, -2, 24, -4, -2, -4]",464226,[],mouselab-mdp
95,13,"[8188, 9124, 10748]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['5', '1', '9', '12', '11'], 'time': [1393, 2425, 3520, 5288, 6088]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '1', '1', '9', '12', '10', '11'], 'time': [726, 1943, 2192, 2927, 4944, 5627, 5678]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '5', '1', '1', '9', '12', '10', '11', '9'], 'time': [1592, 1925, 2008, 2677, 3694, 5493, 5662, 6242, 6293]}, 'edge': {'target': [], 'time': []}}}","[48, 4, -2]","[592.6099997013807, 1894.07500019297, 8181.725000031292]",1,[],45,"[None, None, None]","['', 24, 8, 2, 4, 24, 8, -2, -4, 48, 4, -4, -2]",483386,[],mouselab-mdp
