pid,trial_index,action_time,actions,block,path,queries,reward,rt,condition,bonus,score,simulation_mode,state_rewards,time_elapsed,trialTime,trial_type
0,0,"[23715, 26995, 32700]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['1', '5', '9'], 'time': [6942, 13756, 18364]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '1', '1', '0', '0', '5', '0', '0', '9', '0', '8'], 'time': [2561, 5924, 6007, 6191, 12585, 13271, 13451, 15515, 16215, 16282, 20645, 20695]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '1', '1', '0', '0', '5', '0', '0', '9', '0', '8'], 'time': [5857, 5957, 6057, 12337, 12602, 13302, 15367, 15549, 16232, 20629, 20661, 20712]}, 'edge': {'target': [], 'time': []}}}","[24, 4, -2]","[213018.59499999956, 18325.940000000614, 23714.425000000134]",1,0,23,"[None, None, None]","['', 24, 4, -2, 4, -24, -8, -2, -4, -24, 8, -4, -2]",213020,[],mouselab-mdp
0,1,"[17136, 18967, 20472]","['up', 'up', 'left']",training,"['0', '1', '2', '4']","{'click': {'state': {'target': ['9', '5', '7', '8', '4'], 'time': [4504, 7135, 10136, 11359, 14584]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '0', '9', '9', '0', '5', '5', '0', '5', '7', '6', '8', '6', '1', '2', '4', '1', '0', '0', '1'], 'time': [2498, 2766, 3015, 3398, 5179, 5379, 6179, 6295, 6995, 9742, 10858, 11026, 12723, 13356, 14072, 14322, 15071, 15787, 15921, 16071]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '0', '9', '9', '0', '5', '5', '0', '5', '7', '6', '8', '6', '1', '2', '4', '1', '5', '8', '0', '0', '1'], 'time': [2615, 2848, 3151, 5163, 5213, 5599, 6249, 6961, 9243, 10808, 10925, 12257, 13073, 13890, 14189, 15038, 15088, 15121, 15488, 15854, 15937, 16248]}, 'edge': {'target': [], 'time': []}}}","[-48, -8, 2]","[2768.6849999990955, 5193.525000000576, 17134.569999998377]",1,1.68,-59,"[None, None, None]","['', -48, -8, 4, 2, 24, 8, -2, -2, -24, 4, 4, 4]",231349,[],mouselab-mdp
0,2,"[27143, 28062, 28710]","['up', 'up', 'left']",training,"['0', '1', '2', '4']","{'click': {'state': {'target': ['5', '9', '10', '12', '1', '2', '4'], 'time': [3144, 4231, 5271, 6183, 10743, 11999, 12751]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6', '5', '0', '9', '10', '12', '11', '1', '2', '4', '7'], 'time': [1920, 2636, 3818, 3985, 5034, 5966, 7115, 9880, 11445, 12511, 13310]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '5', '5', '0', '9', '10', '12', '10', '11', '5', '1', '2', '4', '7'], 'time': [2552, 3535, 3801, 3835, 4784, 5816, 6849, 6999, 7267, 9697, 11396, 12478, 13077, 13345]}, 'edge': {'target': [], 'time': []}}}","[48, -4, 2]","[1312.565000000177, 1002.4749999993364, 27142.099999999104]",1,[],39,"[None, None, None]","['', 48, -4, 4, 2, -48, -8, 4, 2, 24, 8, -2, 2]",266732,[],mouselab-mdp
0,3,"[11368, 12151, 12918]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['9', '5', '6', '7', '8', '1', '2', '3', '4'], 'time': [2584, 3263, 4168, 4824, 5439, 6543, 7199, 8000, 8847]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6', '5', '0', '9', '5', '6', '7', '8', '1', '2', '3', '4', '4', '0', '0'], 'time': [1912, 2112, 2179, 2295, 3011, 3844, 4627, 5226, 5959, 6975, 7831, 8308, 8707, 9273, 9325]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '5', '0', '9', '5', '6', '7', '6', '8', '5', '1', '2', '3', '2', '4', '4', '0', '0'], 'time': [2079, 2162, 2212, 2912, 3528, 4595, 5143, 5195, 5826, 5876, 6925, 7641, 8241, 8307, 8357, 9123, 9290, 9356]}, 'edge': {'target': [], 'time': []}}}","[24, 4, 4]","[413.00000000046566, 145.2799999988638, 11366.304999999586]",1,[],23,"[None, None, None]","['', 24, 4, 4, 4, 24, -4, -2, -2, -24, 8, -2, -4]",291115,[],mouselab-mdp
0,4,"[15832, 16728, 17392]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['9', '5', '6', '7', '10', '1', '2', '3', '4', '8'], 'time': [3321, 4024, 4889, 5392, 6952, 8032, 8984, 9720, 10449, 14602]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '0', '5', '0', '9', '0', '5', '6', '7', '1', '10', '11', '1', '2', '3', '4', '0', '0', '0', '8'], 'time': [1928, 2428, 2694, 2961, 3160, 3693, 3860, 4626, 5242, 5775, 6741, 7307, 7740, 8489, 9522, 10221, 11021, 11254, 12453, 14335]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '5', '0', '9', '0', '5', '6', '7', '1', '10', '11', '1', '2', '3', '2', '4', '1', '0', '0', '5', '9', '0', '5', '6', '8'], 'time': [2062, 2445, 2768, 2977, 3665, 3743, 4593, 5209, 5625, 6574, 7257, 7657, 8439, 9505, 9988, 10173, 10671, 10904, 11204, 11271, 12005, 12420, 12519, 12686, 14185, 14934]}, 'edge': {'target': [], 'time': []}}}","[24, -4, 2]","[278.8049999999348, 263.6050000000978, 15830.954999999434]",1,[],12,"[None, None, None]","['', -24, -4, 4, -2, 24, -4, 2, -4, -48, -4, 4, -4]",329908,[],mouselab-mdp
0,5,"[10784, 11472, 14384]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['9', '10', '12', '5', '1', '2', '4'], 'time': [2201, 2928, 3497, 5864, 7128, 7912, 8632]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '2', '4', '1', '9', '10', '12', '5', '1', '2', '4', '3', '6', '8'], 'time': [1296, 1328, 1378, 1445, 1613, 2011, 2760, 3327, 5559, 6940, 7706, 8441, 9290, 9689, 9739]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '2', '4', '1', '9', '10', '12', '5', '1', '2', '4', '3', '6', '8', '6'], 'time': [1312, 1345, 1428, 1495, 1694, 2644, 3293, 3710, 6757, 7673, 8306, 8922, 9590, 9705, 13253, 13486]}, 'edge': {'target': [], 'time': []}}}","[24, 4, 4]","[393.5600000004051, 158.3499999997439, 10782.680000000284]",1,[],25,"[None, None, None]","['', -24, 4, 2, -2, -24, -8, -4, 4, 24, 4, 2, 4]",435916,[],mouselab-mdp
0,6,"[42804, 43556, 45491]","['left', 'left', 'up']",training,"['0', '9', '10', '11']","{'click': {'state': {'target': ['5', '9', '10', '12', '1'], 'time': [38380, 39013, 39716, 40180, 41692]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '6', '5', '0', '9', '10', '12', '0', '1'], 'time': [1081, 37932, 38049, 38732, 38815, 39531, 40031, 40813, 41313]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '6', '5', '0', '9', '10', '12', '0', '1'], 'time': [1214, 37982, 38732, 38768, 39498, 39964, 40614, 40863, 42097]}, 'edge': {'target': [], 'time': []}}}","[48, 8, -2]","[184.20999999943888, 2396.7400000001653, 42804.384999999485]",1,[],49,"[None, None, None]","['', -48, 4, 2, -4, -48, 8, -4, -4, 48, 8, -2, -2]",455291,[],mouselab-mdp
0,7,"[17296, 17998, 19166]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['5', '1', '9', '10', '11', '12', '2', '4', '3', '7', '6', '8'], 'time': [1807, 2855, 3607, 5511, 6351, 6984, 8815, 9671, 10271, 10863, 11239, 11671]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['7', '5', '0', '0', '1', '9', '10', '11', '12', '0', '2', '4', '3', '7', '6', '8'], 'time': [1240, 1357, 2373, 2473, 2556, 3339, 5220, 6170, 6736, 8451, 8584, 9550, 10116, 10583, 11082, 11449]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '5', '0', '0', '1', '9', '10', '11', '10', '12', '0', '1', '2', '4', '2', '3', '7', '6', '8'], 'time': [1257, 2339, 2390, 2489, 3306, 4887, 6103, 6670, 6719, 7369, 8468, 8551, 9384, 9867, 9983, 10533, 11050, 11415, 11883]}, 'edge': {'target': [], 'time': []}}}","[-48, 8, 4]","[243.74000000173692, 1429.6049999993993, 17294.32000000088]",1,[],-48,"[None, None, None]","['', -48, -8, 4, -2, -48, 8, -4, -4, -48, 8, -2, 4]",471939,[],mouselab-mdp
0,8,"[4685, 5389, 6485]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['1', '9', '10', '12'], 'time': [1926, 2839, 3590, 4070]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['7', '1', '9', '10', '12'], 'time': [1567, 1784, 2683, 3466, 3916]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '1', '9', '10', '12'], 'time': [1584, 2452, 3333, 3867, 4249]}, 'edge': {'target': [], 'time': []}}}","[24, 8, 4]","[186.8350000004284, 655.9150000012014, 4684.134999999544]",1,[],32,"[None, None, None]","['', -48, -4, -2, 4, -24, -4, 4, 4, 24, 8, -2, 4]",519673,[],mouselab-mdp
0,9,"[44197, 44917, 45484]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['5', '6', '8', '7'], 'time': [40982, 42045, 42645, 43301]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '6', '5', '0', '0', '6', '8', '7'], 'time': [40210, 40279, 40495, 41259, 41592, 41776, 42442, 42991]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '6', '5', '0', '0', '5', '6', '8', '6', '7'], 'time': [40227, 40345, 41226, 41293, 41609, 41642, 42375, 42842, 42941, 43457]}, 'edge': {'target': [], 'time': []}}}","[48, -4, 2]","[190.3649999985937, 586.8549999995157, 44196.71999999997]",1,[],42,"[None, None, None]","['', 24, -8, -4, -2, 48, -4, -4, 2, -48, -8, -4, -4]",543625,[],mouselab-mdp
0,10,"[8178, 9394, 10498]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['1', '5', '9', '10', '12', '11'], 'time': [1963, 2978, 3947, 4586, 5123, 5651]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '9', '0', '1', '5', '9', '9', '10', '12', '11', '6'], 'time': [946, 1029, 1446, 1779, 2628, 3344, 3811, 4393, 4926, 5443, 6475]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '0', '1', '5', '9', '9', '9', '10', '12', '10', '11', '5', '6', '5', '1', '1'], 'time': [963, 1413, 1546, 2562, 3294, 3394, 4211, 4360, 4793, 5276, 5443, 5876, 6459, 6908, 6975, 7125, 7308]}, 'edge': {'target': [], 'time': []}}}","[24, -4, -2]","[209.2199999988079, 60.39000000047963, 8176.980000000214]",1,[],12,"[None, None, None]","['', -48, 4, -2, -4, -48, 4, -2, 4, 24, -4, -2, -2]",552610,[],mouselab-mdp
0,11,"[7394, 8186, 8842]","['up', 'up', 'left']",training,"['0', '1', '2', '4']","{'click': {'state': {'target': ['1', '2', '3', '4'], 'time': [4323, 5235, 5899, 6484]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '0', '1', '9', '0', '1', '2', '3', '4', '7'], 'time': [2686, 2753, 2786, 2836, 3202, 3618, 4068, 4834, 5683, 6316, 6716]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '0', '1', '9', '0', '1', '1', '2', '3', '2', '4', '7', '0', '0'], 'time': [2737, 2769, 2803, 2902, 3519, 3668, 4668, 4801, 5650, 6266, 6283, 6666, 6733, 138258, 138423]}, 'edge': {'target': [], 'time': []}}}","[48, -4, 2]","[703.1950000000652, 591.6249999991851, 7392.830000000657]",1,[],42,"[None, None, None]","['', 48, -4, -4, 2, 24, 4, -2, -4, 48, -4, -4, 4]",599880,[],mouselab-mdp
0,12,"[8778, 9425, 9946]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['5', '6', '7'], 'time': [3611, 5922, 7586]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '5', '0', '9', '0', '5', '6', '5', '0', '0', '9', '0', '6', '7'], 'time': [987, 1021, 1970, 2669, 3003, 3019, 3068, 3152, 3968, 4301, 4734, 5383, 5733, 7015]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5', '0', '9', '0', '5', '6', '5', '0', '0', '9', '0', '5', '6', '7', '6'], 'time': [1005, 1953, 2003, 2968, 3018, 3052, 3102, 3936, 4034, 4501, 5350, 5400, 5566, 6915, 8014, 8131]}, 'edge': {'target': [], 'time': []}}}","[24, 8, 4]","[287.1599999999162, 143.5300000011921, 8776.50999999966]",1,[],33,"[None, None, None]","['', -48, 4, -4, 2, 24, 8, 4, -4, -24, 4, 4, -2]",611697,[],mouselab-mdp
0,13,"[6788, 7404, 7963]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['1', '9', '10', '11', '12', '5'], 'time': [2052, 2716, 3260, 3949, 4476, 5900]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6', '7', '1', '0', '1', '9', '10', '11', '12', '5', '6'], 'time': [676, 726, 826, 1825, 1908, 2524, 3074, 3757, 4290, 5805, 6171]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '7', '1', '0', '1', '9', '10', '11', '10', '12', '5', '6'], 'time': [693, 743, 842, 1858, 2458, 3041, 3707, 4140, 4240, 5492, 6071, 6188]}, 'edge': {'target': [], 'time': []}}}","[24, -4, 4]","[144.15999999979977, 14.989999999757856, 6786.129999998608]",1,[],18,"[None, None, None]","['', -48, 8, -2, 4, -24, -4, 2, -2, 24, -4, -4, 4]",750806,[],mouselab-mdp
0,14,"[243871, 244648, 245256]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['1', '9', '5', '6', '8', '7'], 'time': [238649, 239312, 239890, 240552, 241689, 242265]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '1', '9', '0', '5', '6', '7', '8', '7'], 'time': [238167, 238399, 239099, 239682, 239715, 240331, 240914, 241347, 242080]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '1', '9', '0', '5', '6', '7', '6', '8', '6', '7', '6'], 'time': [238316, 239016, 239665, 239698, 240214, 240864, 241282, 241330, 242013, 242046, 242463, 246326]}, 'edge': {'target': [], 'time': []}}}","[24, 8, -2]","[99.20000000053551, 42.53500000049826, 243872.20499999973]",1,[],24,"[None, None, None]","['', -48, 8, 4, 2, 24, 8, -2, -4, -24, 4, 4, 2]",761917,[],mouselab-mdp
0,15,"[6931, 7442, 8059]","['up', 'up', 'left']",training,"['0', '1', '2', '4']","{'click': {'state': {'target': ['1', '2', '4', '3'], 'time': [1803, 2555, 3235, 4091]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '1', '1', '2', '4', '3', '3', '6', '7'], 'time': [1107, 1173, 1256, 1523, 2405, 3071, 3538, 3804, 6302, 6502]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '1', '1', '2', '4', '2', '3', '3', '6', '7', '6', '8'], 'time': [1123, 1190, 1372, 2372, 3040, 3491, 3538, 3554, 4770, 6385, 8883, 8933, 9150]}, 'edge': {'target': [], 'time': []}}}","[24, 8, -2]","[269.77500000060536, 93.59499999845866, 6929.439999999828]",1,[],26,"[None, None, None]","['', 24, 8, -4, -2, 48, 4, 2, -4, 48, 4, 2, -2]",771206,[],mouselab-mdp
0,16,"[6920, 7768, 8976]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['5', '9', '10', '12', '11'], 'time': [1449, 2049, 2729, 5121, 5929]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '5', '0', '9', '10', '12', '11', '6'], 'time': [1178, 1295, 1844, 1878, 2527, 3609, 5824, 6175]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5', '0', '9', '10', '12', '10', '11', '5', '6'], 'time': [1195, 1817, 1861, 2494, 3526, 5558, 5741, 6107, 6174, 6191]}, 'edge': {'target': [], 'time': []}}}","[48, 8, -2]","[6.954999998910353, 90.60999999928754, 6919.429999999935]",1,[],49,"[None, None, None]","['', 24, 4, -2, -2, -24, -4, 2, -4, 48, 8, -2, -2]",1018484,[],mouselab-mdp
0,17,"[7417, 8008, 8528]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['1', '9', '10', '11', '12'], 'time': [1185, 2410, 5073, 5937, 6545]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6', '7', '1', '2', '9', '5', '0', '4', '10', '11', '12'], 'time': [741, 822, 1022, 1621, 2187, 2687, 3187, 3505, 4353, 5685, 6334]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '7', '1', '2', '1', '9', '5', '0', '1', '4', '10', '11', '10', '12'], 'time': [789, 938, 1605, 2072, 2105, 2637, 3103, 3220, 3403, 4053, 5551, 6249, 6301, 6769]}, 'edge': {'target': [], 'time': []}}}","[48, 4, -2]","[344.03999999992084, 702.7049999997253, 7415.490000001271]",1,[],45,"[None, None, None]","['', 24, 8, 2, 4, 24, 8, -2, -4, 48, 4, -4, -2]",1028260,[],mouselab-mdp
0,18,"[5474, 6208, 7104]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['9', '1', '5', '6', '7', '8'], 'time': [1394, 1873, 2353, 3585, 4153, 4729]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '1', '1', '9', '1', '5', '6', '7', '8'], 'time': [810, 843, 977, 1259, 1710, 2158, 3307, 3973, 4625]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '1', '1', '9', '1', '5', '6', '7', '6'], 'time': [826, 909, 1009, 1625, 2125, 3273, 3924, 4323, 4423]}, 'edge': {'target': [], 'time': []}}}","[-24, 4, -2]","[74.04999999911524, 11.590000000083819, 5472.664999999339]",1,[],-28,"[None, None, None]","['', -48, 4, 4, -2, -24, 4, -2, -2, -48, -4, 4, -4]",1038707,[],mouselab-mdp
0,19,"[5376, 5960, 7456]","['up', 'up', 'left']",training,"['0', '1', '2', '4']","{'click': {'state': {'target': ['1', '9', '5', '2', '4', '3'], 'time': [1313, 2097, 2657, 3417, 4065, 4601]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '6', '1', '9', '0', '5', '2', '4', '3', '7'], 'time': [None, 870, 1120, 1686, 2452, 2486, 3220, 3951, 4385, 4900]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '6', '1', '9', '0', '5', '1', '2', '4', '2', '3', '7', '5'], 'time': [821, 887, 1553, 2436, 2469, 2968, 3118, 3785, 4252, 4351, 4817, 8264, 8630]}, 'edge': {'target': [], 'time': []}}}","[24, -8, 2]","[219.12999999942258, 381.9349999993574, 5375.475000000792]",1,[],12,"[None, None, None]","['', 24, -8, -2, 2, -24, 8, 4, 2, -24, -4, -2, 2]",1048395,[],mouselab-mdp
0,20,"[13010, 14658, 15651]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['9', '5', '1', '7', '8', '6'], 'time': [6195, 7483, 8315, 10643, 11428, 12139]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['4', '9', '0', '0', '5', '5', '1', '7', '6', '8', '8', '6'], 'time': [5574, 5874, 6822, 7072, 7090, 7355, 7989, 10105, 11002, 11036, 11252, 11785]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['4', '9', '0', '9', '0', '5', '5', '5', '1', '7', '6', '8', '8', '6'], 'time': [5690, 6556, 6840, 7056, 7089, 7239, 7706, 7888, 9620, 10969, 11036, 11086, 11753, 12335]}, 'edge': {'target': [], 'time': []}}}","[48, -4, -2]","[76.20499999937601, 989.5150000010617, 13008.65999999945]",1,[],36,"[None, None, None]","['', 24, -8, 2, -2, 48, -4, -4, -2, 24, -4, 4, -4]",1056827,[],mouselab-mdp
0,21,"[11930, 12464, 12992]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['1', '9', '5', '2', '4', '3', '6', '7', '8', '10', '12', '11'], 'time': [2321, 2889, 3761, 5345, 6025, 6491, 8128, 8609, 9177, 10057, 10521, 10993]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '9', '5', '2', '4', '3', '6', '7', '8', '10', '12', '11'], 'time': [2121, 2753, 3641, 4618, 5801, 6317, 7849, 8449, 8998, 9947, 10414, 10847]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '9', '5', '5', '1', '2', '4', '2', '3', '6', '7', '6', '8', '10', '12', '10', '11'], 'time': [2587, 3086, 4002, 4385, 4535, 5686, 6250, 6301, 6667, 8365, 8782, 8848, 9415, 10231, 10680, 10747, 11130]}, 'edge': {'target': [], 'time': []}}}","[48, 4, -2]","[1140.2049999996088, 483.89499999932013, 11928.594999999506]",1,[],38,"[None, None, None]","['', 48, 4, -2, -2, -48, -8, 2, -2, 24, 8, -2, -4]",1067563,[],mouselab-mdp
0,22,"[6913, 7720, 8672]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['1', '9', '5', '6'], 'time': [3201, 3913, 4776, 5585]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '4', '1', '0', '0', '9', '0', '5', '6', '8'], 'time': [2549, 2799, 3000, 3565, 3632, 3864, 4148, 4680, 5330, 5996]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '4', '1', '0', '0', '9', '0', '5', '6', '8'], 'time': [2566, 2832, 3465, 3598, 3665, 4098, 4198, 5197, 5913, 10112]}, 'edge': {'target': [], 'time': []}}}","[24, 4, -2]","[17.43499999982305, 12.925000000977889, 6912.104999999283]",1,[],22,"[None, None, None]","['', -48, 8, -2, -4, 24, 4, -2, -2, -24, 8, -4, 2]",1084603,[],mouselab-mdp
0,23,"[11817, 12441, 12985]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['5', '1', '9', '6', '10', '2', '4', '3'], 'time': [2042, 2898, 3466, 7234, 8186, 8946, 9754, 10706]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '9', '1', '9', '0', '2', '7', '6', '0', '10', '2', '4', '3', '3'], 'time': [1835, 2501, 2669, 3201, 3634, 6248, 6765, 7097, 7630, 8146, 8696, 9429, 10062, 10630]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '5', '9', '1', '9', '0', '5', '5', '1', '2', '7', '6', '5', '0', '9', '10', '2', '1', '4', '3', '3'], 'time': [2185, 2435, 2551, 3102, 3617, 3650, 5882, 5965, 6198, 6731, 6781, 7597, 7614, 7647, 7697, 8515, 9229, 9362, 9995, 10195, 11013]}, 'edge': {'target': [], 'time': []}}}","[24, 4, -4]","[290.6050000002142, 443.32500000018626, 11815.614999999525]",1,[],16,"[None, None, None]","['', 24, 4, -4, -4, 24, -4, -2, 4, 24, -8, -4, 2]",1099179,[],mouselab-mdp
0,24,"[7861, 8581, 9469]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['1', '9', '5', '6', '8', '7', '2', '4', '3'], 'time': [1566, 2110, 2566, 3358, 3895, 4446, 5782, 6174, 6630]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['7', '1', '9', '0', '5', '6', '8', '7', '3', '2', '4', '3'], 'time': [1087, 1404, 1920, 2320, 2453, 3169, 3752, 4318, 5151, 5367, 5983, 6499]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '1', '9', '0', '5', '6', '8', '6', '7', '3', '2', '4', '2', '3', '3'], 'time': [1104, 1886, 2286, 2369, 3152, 3735, 4085, 4168, 4551, 5167, 5950, 6316, 6366, 6816, 10263]}, 'edge': {'target': [], 'time': []}}}","[48, -8, -2]","[113.91999999969266, 41.1350000014063, 7859.870000000345]",1,[],29,"[None, None, None]","['', 24, -8, 2, 4, 48, -8, -2, -2, -24, -4, 2, 4]",1110019,[],mouselab-mdp
0,25,"[7115, 7811, 8363]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['1', '9', '5', '10', '12', '11'], 'time': [924, 1396, 1884, 3052, 3556, 4108]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '9', '0', '5', '0', '10', '12', '11'], 'time': [725, 1243, 1591, 1691, 2640, 2923, 3474, 3991]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '9', '0', '5', '0', '9', '10', '12', '10', '11'], 'time': [1176, 1541, 1608, 2624, 2657, 2674, 3324, 3690, 3773, 4306]}, 'edge': {'target': [], 'time': []}}}","[48, -4, -2]","[215.45499999960884, 370.63500000117347, 7113.515000000829]",1,[],36,"[None, None, None]","['', -24, 4, -4, 2, 24, 4, 2, 4, 48, -4, -2, -2]",1124636,[],mouselab-mdp
0,26,"[11397, 12053, 13750]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['1', '9', '5', '6', '2', '3', '4', '7', '8'], 'time': [1134, 1862, 2351, 6150, 6902, 8182, 8830, 9590, 10142]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '0', '9', '0', '5', '6', '2', '6', '2', '3', '4', '7', '8'], 'time': [1055, 1405, 1738, 2054, 2138, 2854, 5152, 6034, 6750, 7950, 8716, 9398, 9882]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '0', '9', '0', '5', '6', '1', '2', '6', '2', '3', '2', '4', '2', '7', '6', '8'], 'time': [1338, 1621, 2021, 2104, 2570, 4852, 5102, 5701, 6467, 7316, 8366, 8549, 9032, 9049, 9731, 9765, 10265]}, 'edge': {'target': [], 'time': []}}}","[24, 8, 4]","[190.72499999869615, 42.90500000026077, 11395.435000000289]",1,[],27,"[None, None, None]","['', 24, 4, -4, 2, 24, 8, 2, 4, -48, -4, -4, -4]",1135604,[],mouselab-mdp
