eventtype,value,timestamp,interval,pid,event_num
initialized,,1646837866882,0,2252,0
window_resize,"[1280, 920]",1646837866882,0,2252,1
focus,on,1646837867010,128,2252,2
window_resize,"[1280, 920]",1646837867210,200,2252,3
window_resize,"[1280, 1024]",1646837872426,5216,2252,4
focus,off,1646838034596,162170,2252,5
focus,on,1646838034597,1,2252,6
focus,off,1646838082211,47614,2252,7
focus,on,1646838082211,0,2252,8
focus,off,1646838146763,64552,2252,9
focus,on,1646838146763,0,2252,10
window_resize,"[1280, 920]",1646838877967,731204,2252,11
initialized,,1646837555586,0,2253,0
window_resize,"[1024, 660]",1646837555586,0,2253,1
window_resize,"[1024, 660]",1646837556064,478,2253,2
window_resize,"[1366, 768]",1646837564465,8401,2253,3
focus,off,1646837694398,129933,2253,4
focus,on,1646837694398,0,2253,5
window_resize,"[1024, 660]",1646837694606,208,2253,6
focus,off,1646837803660,109054,2253,7
focus,on,1646837803661,1,2253,8
focus,off,1646837884124,80463,2253,9
focus,on,1646837884124,0,2253,10
initialized,,1646837788464,0,2254,0
window_resize,"[1028, 750]",1646837788464,0,2254,1
window_resize,"[1028, 750]",1646837788825,361,2254,2
window_resize,"[1536, 864]",1646837791641,2816,2254,3
focus,off,1646837859279,67638,2254,4
focus,on,1646837859279,0,2254,5
window_resize,"[1028, 750]",1646837859488,209,2254,6
focus,off,1646837892534,33046,2254,7
focus,on,1646837892534,0,2254,8
initialized,,1646846249459,0,2357,0
window_resize,"[1024, 767]",1646846249459,0,2357,1
window_resize,"[1024, 767]",1646846249964,505,2357,2
window_resize,"[679, 491]",1646846258103,8139,2357,3
window_resize,"[677, 489]",1646846259940,1837,2357,4
window_resize,"[1920, 988]",1646846263066,3126,2357,5
window_resize,"[1920, 1080]",1646846268306,5240,2357,6
focus,off,1646846353189,84883,2357,7
focus,on,1646846368117,14928,2357,8
focus,off,1646846457733,89616,2357,9
focus,on,1646846457733,0,2357,10
window_resize,"[1920, 988]",1646846457937,204,2357,11
focus,off,1646846560975,103038,2357,12
focus,on,1646846758593,197618,2357,13
focus,off,1646846954769,196176,2357,14
focus,on,1646847028797,74028,2357,15
focus,off,1646847204377,175580,2357,16
focus,on,1646847265119,60742,2357,17
initialized,,1646840526814,0,2298,0
window_resize,"[1024, 767]",1646840526814,0,2298,1
window_resize,"[1024, 767]",1646840527152,338,2298,2
focus,off,1646840531885,4733,2298,3
focus,on,1646840531951,66,2298,4
window_resize,"[1920, 1080]",1646840533244,1293,2298,5
focus,off,1646840706115,172871,2298,6
focus,on,1646840706115,0,2298,7
window_resize,"[1024, 767]",1646840706321,206,2298,8
window_resize,"[1920, 988]",1646840764268,57947,2298,9
focus,off,1646840809569,45301,2298,10
focus,on,1646840809569,0,2298,11
focus,off,1646840879355,69786,2298,12
focus,on,1646840879355,0,2298,13
focus,off,1646840914346,34991,2298,14
focus,on,1646840920310,5964,2298,15
initialized,,1646840780030,0,2299,0
window_resize,"[1025, 768]",1646840780030,0,2299,1
window_resize,"[1264, 905]",1646840781653,1623,2299,2
focus,off,1646840786246,4593,2299,3
focus,on,1646840793177,6931,2299,4
focus,off,1646840795356,2179,2299,5
focus,on,1646840803248,7892,2299,6
window_resize,"[1920, 1080]",1646840804418,1170,2299,7
window_resize,"[1264, 905]",1646841535325,730907,2299,8
initialized,,1646837653220,0,2256,0
window_resize,"[1024, 768]",1646837653220,0,2256,1
focus,on,1646837653374,154,2256,2
window_resize,"[1024, 768]",1646837653600,226,2256,3
window_resize,"[1920, 1080]",1646837660424,6824,2256,4
focus,off,1646837765895,105471,2256,5
focus,on,1646837765895,0,2256,6
window_resize,"[1024, 768]",1646838686629,920734,2256,7
initialized,,1646837564872,0,2218,0
window_resize,"[1024, 668]",1646837564872,0,2218,1
window_resize,"[1024, 668]",1646837565195,323,2218,2
window_resize,"[1280, 800]",1646837568555,3360,2218,3
focus,off,1646837672165,103610,2218,4
focus,on,1646837672346,181,2218,5
window_resize,"[1024, 668]",1646837672375,29,2218,6
initialized,,1646847591792,0,2364,0
window_resize,"[1024, 660]",1646847591792,0,2364,1
window_resize,"[1024, 660]",1646847592210,418,2364,2
window_resize,"[1366, 768]",1646847644874,52664,2364,3
window_resize,"[1024, 660]",1646848477348,832474,2364,4
initialized,,1646846915073,0,2358,0
window_resize,"[1024, 767]",1646846915073,0,2358,1
window_resize,"[1024, 767]",1646846915510,437,2358,2
focus,off,1646846915604,94,2358,3
focus,on,1646846916427,823,2358,4
window_resize,"[1920, 1080]",1646846920317,3890,2358,5
window_resize,"[1024, 767]",1646847656632,736315,2358,6
initialized,,1646839137862,0,2300,0
window_resize,"[1024, 767]",1646839137862,0,2300,1
window_resize,"[1024, 767]",1646839138245,383,2300,2
window_resize,"[1920, 1026]",1646839140990,2745,2300,3
window_resize,"[1920, 1080]",1646839142636,1646,2300,4
focus,off,1646839230662,88026,2300,5
focus,on,1646839230663,1,2300,6
window_resize,"[1920, 1026]",1646839230875,212,2300,7
focus,off,1646839290733,59858,2300,8
focus,on,1646839290734,1,2300,9
focus,off,1646839533735,243001,2300,10
focus,on,1646839545537,11802,2300,11
focus,off,1646839563322,17785,2300,12
focus,on,1646839568739,5417,2300,13
focus,off,1646839692708,123969,2300,14
focus,on,1646839696228,3520,2300,15
window_resize,"[1920, 1080]",1646840101315,405087,2300,16
window_resize,"[1920, 1026]",1646840103734,2419,2300,17
window_resize,"[1024, 767]",1646840105109,1375,2300,18
focus,off,1646840109699,4590,2300,19
focus,on,1646840119033,9334,2300,20
initialized,,1646838178153,0,2257,0
window_resize,"[1920, 966]",1646838178154,1,2257,1
window_resize,"[1920, 966]",1646838178494,340,2257,2
window_resize,"[1920, 1080]",1646838181723,3229,2257,3
window_resize,"[1920, 966]",1646838996696,814973,2257,4
initialized,,1646837565996,0,2258,0
window_resize,"[1028, 778]",1646837565996,0,2258,1
window_resize,"[1028, 778]",1646837566363,367,2258,2
focus,off,1646837572239,5876,2258,3
focus,on,1646837706444,134205,2258,4
window_resize,"[3072, 1728]",1646837712286,5842,2258,5
focus,off,1646837858861,146575,2258,6
focus,on,1646837858861,0,2258,7
window_resize,"[1028, 778]",1646837859070,209,2258,8
window_resize,"[1324, 976]",1646837866488,7418,2258,9
window_resize,"[1444, 1122]",1646837876088,9600,2258,10
focus,off,1646837995770,119682,2258,11
focus,on,1646837995770,0,2258,12
focus,off,1646838073862,78092,2258,13
focus,on,1646838073863,1,2258,14
focus,off,1646838528811,454948,2258,15
focus,on,1646838534556,5745,2258,16
initialized,,1646837765584,0,2259,0
window_resize,"[1024, 767]",1646837765585,1,2259,1
window_resize,"[1024, 767]",1646837765918,333,2259,2
window_resize,"[1920, 1080]",1646837772146,6228,2259,3
focus,off,1646837851287,79141,2259,4
focus,on,1646837851287,0,2259,5
window_resize,"[1024, 767]",1646837851492,205,2259,6
focus,off,1646837920360,68868,2259,7
focus,on,1646837920360,0,2259,8
focus,off,1646838567327,646967,2259,9
focus,on,1646838569681,2354,2259,10
initialized,,1646844197563,0,2342,0
window_resize,"[1024, 768]",1646844197563,0,2342,1
focus,on,1646844197720,157,2342,2
window_resize,"[1024, 768]",1646844197929,209,2342,3
window_resize,"[1920, 1080]",1646844235458,37529,2342,4
window_resize,"[1024, 768]",1646845372561,1137103,2342,5
initialized,,1646839326164,0,2301,0
window_resize,"[1024, 767]",1646839326164,0,2301,1
window_resize,"[1024, 767]",1646839326499,335,2301,2
window_resize,"[1440, 900]",1646839330085,3586,2301,3
window_resize,"[1024, 767]",1646840033529,703444,2301,4
initialized,,1646838064809,0,2260,0
window_resize,"[1280, 825]",1646838064809,0,2260,1
window_resize,"[1280, 825]",1646838065194,385,2260,2
focus,off,1646838068919,3725,2260,3
focus,on,1646838070277,1358,2260,4
window_resize,"[1707, 845]",1646838074111,3834,2260,5
focus,off,1646838082917,8806,2260,6
focus,on,1646838083987,1070,2260,7
window_resize,"[1707, 960]",1646838084339,352,2260,8
window_resize,"[1707, 845]",1646839590806,1506467,2260,9
focus,off,1646839593009,2203,2260,10
focus,on,1646839594516,1507,2260,11
focus,off,1646839594806,290,2260,12
focus,on,1646839595790,984,2260,13
focus,off,1646839595791,1,2260,14
focus,on,1646839595803,12,2260,15
focus,off,1646839595805,2,2260,16
focus,on,1646839601896,6091,2260,17
window_resize,"[1280, 825]",1646839605715,3819,2260,18
focus,off,1646839606558,843,2260,19
focus,on,1646839663527,56969,2260,20
focus,off,1646839670016,6489,2260,21
focus,on,1646839675472,5456,2260,22
initialized,,1646837620519,0,2219,0
window_resize,"[1024, 767]",1646837620519,0,2219,1
window_resize,"[1024, 767]",1646837620853,334,2219,2
window_resize,"[1920, 1080]",1646837638173,17320,2219,3
focus,off,1646837725213,87040,2219,4
focus,on,1646837725213,0,2219,5
window_resize,"[1024, 767]",1646837725438,225,2219,6
focus,off,1646837774145,48707,2219,7
focus,on,1646837774145,0,2219,8
focus,off,1646838288161,514016,2219,9
focus,on,1646838295402,7241,2219,10
initialized,,1646837751487,0,2220,0
window_resize,"[1024, 767]",1646837751487,0,2220,1
window_resize,"[1024, 767]",1646837751795,308,2220,2
window_resize,"[1920, 1080]",1646837756298,4503,2220,3
focus,off,1646837948475,192177,2220,4
focus,on,1646837955432,6957,2220,5
window_resize,"[1024, 767]",1646838332758,377326,2220,6
initialized,,1646843755364,0,2337,0
window_resize,"[1026, 660]",1646843755365,1,2337,1
window_resize,"[1026, 660]",1646843756562,1197,2337,2
window_resize,"[1366, 768]",1646843764940,8378,2337,3
focus,off,1646843808675,43735,2337,4
focus,on,1646843808675,0,2337,5
window_resize,"[1366, 676]",1646843808905,230,2337,6
focus,off,1646843843837,34932,2337,7
focus,on,1646843843838,1,2337,8
focus,off,1646843869747,25909,2337,9
focus,on,1646843869747,0,2337,10
initialized,,1646840945234,0,2312,0
window_resize,"[1028, 758]",1646840945234,0,2312,1
window_resize,"[1028, 758]",1646840945629,395,2312,2
window_resize,"[1536, 864]",1646840950086,4457,2312,3
focus,off,1646841121113,171027,2312,4
focus,on,1646841121114,1,2312,5
window_resize,"[1028, 758]",1646841121328,214,2312,6
window_resize,"[1536, 772]",1646841124555,3227,2312,7
initialized,,1646840293904,0,2302,0
window_resize,"[1028, 778]",1646840293904,0,2302,1
window_resize,"[1028, 778]",1646840294235,331,2302,2
window_resize,"[2048, 1058]",1646840296827,2592,2302,3
window_resize,"[2048, 1152]",1646840297723,896,2302,4
focus,off,1646840384964,87241,2302,5
focus,on,1646840398126,13162,2302,6
focus,off,1646840411221,13095,2302,7
focus,on,1646840411221,0,2302,8
window_resize,"[2048, 1058]",1646840411426,205,2302,9
focus,off,1646840494009,82583,2302,10
focus,on,1646840503823,9814,2302,11
focus,off,1646840534821,30998,2302,12
focus,on,1646840543502,8681,2302,13
focus,off,1646840648584,105082,2302,14
focus,on,1646840649215,631,2302,15
initialized,,1646837604520,0,2262,0
window_resize,"[1366, 676]",1646837604520,0,2262,1
window_resize,"[1366, 676]",1646837605047,527,2262,2
window_resize,"[1366, 768]",1646837610906,5859,2262,3
focus,off,1646837932308,321402,2262,4
focus,on,1646837932309,1,2262,5
window_resize,"[1366, 676]",1646837932523,214,2262,6
focus,off,1646838170697,238174,2262,7
focus,on,1646838170764,67,2262,8
focus,off,1646838687102,516338,2262,9
focus,on,1646838688256,1154,2262,10
focus,off,1646838741409,53153,2262,11
focus,on,1646838743025,1616,2262,12
focus,off,1646838843135,100110,2262,13
focus,on,1646838854843,11708,2262,14
focus,off,1646838854843,0,2262,15
focus,on,1646838858912,4069,2262,16
initialized,,1646837692262,0,2263,0
window_resize,"[1024, 697]",1646837692262,0,2263,1
window_resize,"[1024, 697]",1646837692615,353,2263,2
window_resize,"[1280, 800]",1646837699596,6981,2263,3
window_resize,"[1024, 697]",1646838658993,959397,2263,4
focus,off,1646838664885,5892,2263,5
focus,on,1646838665754,869,2263,6
focus,off,1646838666743,989,2263,7
focus,on,1646838671958,5215,2263,8
initialized,,1646843680742,0,2338,0
window_resize,"[1536, 759]",1646843680743,1,2338,1
window_resize,"[1536, 759]",1646843681099,356,2338,2
window_resize,"[1536, 864]",1646843686035,4936,2338,3
window_resize,"[1536, 759]",1646844433149,747114,2338,4
focus,off,1646844441476,8327,2338,5
focus,on,1646844460451,18975,2338,6
initialized,,1646839498328,0,2303,0
window_resize,"[1024, 767]",1646839498328,0,2303,1
window_resize,"[1024, 767]",1646839498678,350,2303,2
window_resize,"[2560, 1080]",1646839501989,3311,2303,3
window_resize,"[1024, 767]",1646840177583,675594,2303,4
initialized,,1646839083483,0,2304,0
window_resize,"[1032, 614]",1646839083483,0,2304,1
window_resize,"[1032, 614]",1646839083874,391,2304,2
window_resize,"[1280, 720]",1646839178623,94749,2304,3
focus,off,1646839266494,87871,2304,4
focus,on,1646839266494,0,2304,5
window_resize,"[1032, 614]",1646839266720,226,2304,6
initialized,,1646838161575,0,1762,0
window_resize,"[1024, 767]",1646838161575,0,1762,1
window_resize,"[1024, 767]",1646838161900,325,1762,2
focus,off,1646838163140,1240,1762,3
focus,on,1646838166261,3121,1762,4
window_resize,"[2560, 1080]",1646838166573,312,1762,5
focus,off,1646838292096,125523,1762,6
focus,on,1646838298119,6023,1762,7
focus,off,1646838327576,29457,1762,8
focus,on,1646838351904,24328,1762,9
focus,off,1646838517132,165228,1762,10
focus,on,1646838518253,1121,1762,11
focus,off,1646838601305,83052,1762,12
focus,on,1646838606617,5312,1762,13
focus,off,1646838626969,20352,1762,14
focus,on,1646838630283,3314,1762,15
focus,off,1646838636762,6479,1762,16
focus,on,1646838639951,3189,1762,17
window_resize,"[1024, 767]",1646838701568,61617,1762,18
initialized,,1646837788029,0,2264,0
window_resize,"[1024, 750]",1646837788029,0,2264,1
focus,on,1646837788205,176,2264,2
window_resize,"[1024, 750]",1646837788405,200,2264,3
window_resize,"[2752, 1152]",1646837797574,9169,2264,4
focus,off,1646837800272,2698,2264,5
focus,on,1646837800726,454,2264,6
window_resize,"[1024, 750]",1646837800954,228,2264,7
focus,off,1646837861222,60268,2264,8
focus,on,1646837865027,3805,2264,9
focus,off,1646837921855,56828,2264,10
focus,on,1646837921855,0,2264,11
focus,off,1646837986736,64881,2264,12
focus,on,1646837986736,0,2264,13
focus,off,1646838015147,28411,2264,14
focus,on,1646838015147,0,2264,15
focus,off,1646838143739,128592,2264,16
focus,on,1646838161863,18124,2264,17
focus,off,1646838394268,232405,2264,18
focus,on,1646838402845,8577,2264,19
initialized,,1646843067720,0,2332,0
window_resize,"[1024, 768]",1646843067720,0,2332,1
focus,on,1646843067965,245,2332,2
window_resize,"[1024, 768]",1646843068151,186,2332,3
focus,off,1646843072899,4748,2332,4
focus,on,1646843077284,4385,2332,5
window_resize,"[1920, 1080]",1646843078931,1647,2332,6
focus,off,1646843189905,110974,2332,7
focus,on,1646843189905,0,2332,8
focus,off,1646843248568,58663,2332,9
focus,on,1646843248568,0,2332,10
focus,off,1646843325993,77425,2332,11
focus,on,1646843325993,0,2332,12
window_resize,"[1024, 768]",1646843952732,626739,2332,13
initialized,,1646838567964,0,2280,0
window_resize,"[1024, 756]",1646838567964,0,2280,1
window_resize,"[1024, 756]",1646838568369,405,2280,2
window_resize,"[1440, 900]",1646838571610,3241,2280,3
focus,off,1646838638118,66508,2280,4
focus,on,1646838638264,146,2280,5
window_resize,"[1024, 756]",1646838638329,65,2280,6
focus,off,1646838705670,67341,2280,7
focus,on,1646838705849,179,2280,8
focus,off,1646838827322,121473,2280,9
focus,on,1646838827486,164,2280,10
initialized,,1646837746158,0,2268,0
window_resize,"[1024, 660]",1646837746158,0,2268,1
window_resize,"[1024, 660]",1646837746968,810,2268,2
window_resize,"[1366, 676]",1646837749684,2716,2268,3
window_resize,"[1366, 768]",1646838679500,929816,2268,4
focus,off,1646838808684,129184,2268,5
focus,on,1646838808685,1,2268,6
window_resize,"[1366, 676]",1646838808916,231,2268,7
focus,off,1646839243032,434116,2268,8
focus,on,1646839243321,289,2268,9
focus,off,1646839571969,328648,2268,10
focus,on,1646839593337,21368,2268,11
initialized,,1646837980175,0,1723,0
window_resize,"[1024, 700]",1646837980175,0,1723,1
window_resize,"[1024, 700]",1646837980532,357,1723,2
window_resize,"[1366, 768]",1646837983871,3339,1723,3
window_resize,"[1024, 700]",1646838777972,794101,1723,4
initialized,,1646837583076,0,2265,0
window_resize,"[1024, 642]",1646837583077,1,2265,1
focus,on,1646837583255,178,2265,2
window_resize,"[1024, 642]",1646837583468,213,2265,3
window_resize,"[1152, 720]",1646837587385,3917,2265,4
focus,off,1646837602772,15387,2265,5
focus,on,1646837611874,9102,2265,6
focus,off,1646837627860,15986,2265,7
focus,on,1646837639836,11976,2265,8
focus,off,1646837664593,24757,2265,9
focus,on,1646837666866,2273,2265,10
focus,off,1646837678552,11686,2265,11
focus,on,1646837682071,3519,2265,12
focus,off,1646837698637,16566,2265,13
focus,on,1646837701402,2765,2265,14
focus,off,1646837710100,8698,2265,15
focus,on,1646837713888,3788,2265,16
focus,off,1646837759490,45602,2265,17
focus,on,1646837788041,28551,2265,18
focus,off,1646837874238,86197,2265,19
focus,on,1646837874239,1,2265,20
focus,off,1646837975834,101595,2265,21
focus,on,1646837980729,4895,2265,22
window_resize,"[1024, 642]",1646838756197,775468,2265,23
window_resize,"[1008, 640]",1646838762584,6387,2265,24
window_resize,"[1010, 642]",1646838763077,493,2265,25
focus,off,1646838766909,3832,2265,26
focus,on,1646838769720,2811,2265,27
initialized,,1646843176033,0,2333,0
window_resize,"[1280, 617]",1646843176034,1,2333,1
focus,on,1646843176173,139,2333,2
window_resize,"[1280, 617]",1646843176374,201,2333,3
window_resize,"[1280, 720]",1646843179907,3533,2333,4
window_resize,"[1280, 617]",1646843901352,721445,2333,5
initialized,,1646839553362,0,2305,0
window_resize,"[1881, 928]",1646839553363,1,2305,1
window_resize,"[1881, 928]",1646839553692,329,2305,2
focus,off,1646839577194,23502,2305,3
window_resize,"[1498, 928]",1646839577542,348,2305,4
focus,on,1646839580128,2586,2305,5
focus,off,1646839582975,2847,2305,6
focus,on,1646839591083,8108,2305,7
focus,off,1646839597512,6429,2305,8
focus,on,1646839598587,1075,2305,9
focus,off,1646839600411,1824,2305,10
focus,on,1646839611784,11373,2305,11
focus,off,1646839619132,7348,2305,12
focus,on,1646839620996,1864,2305,13
focus,off,1646839623120,2124,2305,14
focus,on,1646839631692,8572,2305,15
window_resize,"[538, 411]",1646839643550,11858,2305,16
window_resize,"[1498, 928]",1646839648194,4644,2305,17
focus,off,1646839657966,9772,2305,18
focus,on,1646839666822,8856,2305,19
window_resize,"[538, 411]",1646839986967,320145,2305,20
window_resize,"[1498, 928]",1646839988579,1612,2305,21
focus,off,1646840328298,339719,2305,22
focus,on,1646840336853,8555,2305,23
initialized,,1646839492770,0,2306,0
window_resize,"[1142, 843]",1646839492770,0,2306,1
window_resize,"[1142, 843]",1646839493076,306,2306,2
focus,off,1646839496616,3540,2306,3
focus,on,1646839525860,29244,2306,4
window_resize,"[1707, 960]",1646839527432,1572,2306,5
window_resize,"[1142, 843]",1646840188290,660858,2306,6
focus,off,1646840192870,4580,2306,7
focus,on,1646840199235,6365,2306,8
initialized,,1646838719857,0,2281,0
window_resize,"[1024, 700]",1646838719858,1,2281,1
window_resize,"[1024, 700]",1646838720230,372,2281,2
window_resize,"[1366, 768]",1646838725756,5526,2281,3
window_resize,"[1024, 700]",1646838743304,17548,2281,4
focus,off,1646838745580,2276,2281,5
focus,on,1646838760556,14976,2281,6
focus,off,1646838811683,51127,2281,7
focus,on,1646838818839,7156,2281,8
focus,off,1646838830351,11512,2281,9
focus,on,1646838836061,5710,2281,10
focus,off,1646838853608,17547,2281,11
focus,on,1646838857940,4332,2281,12
focus,off,1646838867569,9629,2281,13
focus,on,1646838874312,6743,2281,14
focus,off,1646838897856,23544,2281,15
focus,on,1646838913744,15888,2281,16
focus,off,1646838940103,26359,2281,17
focus,on,1646838940103,0,2281,18
focus,off,1646839246154,306051,2281,19
focus,on,1646839251584,5430,2281,20
focus,off,1646840023139,771555,2281,21
focus,on,1646840026108,2969,2281,22
initialized,,1646837832867,0,2266,0
window_resize,"[1024, 767]",1646837832868,1,2266,1
window_resize,"[1024, 767]",1646837833268,400,2266,2
window_resize,"[1920, 1080]",1646837836889,3621,2266,3
focus,off,1646837988564,151675,2266,4
window_resize,"[1920, 1079]",1646837992095,3531,2266,5
window_resize,"[1920, 1080]",1646838042599,50504,2266,6
focus,on,1646838047905,5306,2266,7
focus,off,1646838080158,32253,2266,8
focus,on,1646838080159,1,2266,9
window_resize,"[1024, 767]",1646838080364,205,2266,10
focus,off,1646838158925,78561,2266,11
focus,on,1646838158926,1,2266,12
focus,off,1646838258277,99351,2266,13
focus,on,1646838258285,8,2266,14
focus,off,1646838258345,60,2266,15
focus,on,1646838331028,72683,2266,16
focus,off,1646838387375,56347,2266,17
focus,on,1646838387376,1,2266,18
initialized,,1646841616070,0,2313,0
window_resize,"[1137, 734]",1646841616071,1,2313,1
window_resize,"[1137, 734]",1646841618269,2198,2313,2
focus,on,1646841791083,172814,2313,3
window_resize,"[1517, 853]",1646841792394,1311,2313,4
initialized,,1646837818768,0,2230,0
window_resize,"[1112, 728]",1646837818768,0,2230,1
window_resize,"[1112, 728]",1646837819108,340,2230,2
focus,off,1646837823362,4254,2230,3
focus,on,1646837823367,5,2230,4
focus,off,1646837823372,5,2230,5
focus,on,1646837823641,269,2230,6
window_resize,"[1024, 768]",1646837823844,203,2230,7
window_resize,"[1112, 728]",1646838575030,751186,2230,8
window_resize,"[1112, 688]",1646838589733,14703,2230,9
window_resize,"[1112, 728]",1646838590453,720,2230,10
window_resize,"[1112, 793]",1646838647602,57149,2230,11
window_resize,"[1112, 668]",1646838654210,6608,2230,12
initialized,,1646838123445,0,2238,0
window_resize,"[1024, 700]",1646838123445,0,2238,1
window_resize,"[1024, 700]",1646838126230,2785,2238,2
window_resize,"[1366, 768]",1646838141508,15278,2238,3
window_resize,"[1024, 700]",1646838703985,562477,2238,4
focus,off,1646838707020,3035,2238,5
focus,on,1646838908538,201518,2238,6
initialized,,1646837808921,0,2246,0
window_resize,"[980, 1687]",1646837808955,34,2246,1
window_resize,"[980, 1687]",1646837809436,481,2246,2
window_resize,"[412, 813]",1646837815676,6240,2246,3
initialized,,1646839150710,0,2311,0
window_resize,"[678, 915]",1646839150710,0,2311,1
window_resize,"[678, 915]",1646839151038,328,2311,2
window_resize,"[981, 915]",1646839154020,2982,2311,3
focus,off,1646839158909,4889,2311,4
focus,on,1646839158911,2,2311,5
focus,off,1646839158915,4,2311,6
focus,on,1646839159164,249,2311,7
window_resize,"[981, 1024]",1646839159367,203,2311,8
focus,off,1646839344262,184895,2311,9
focus,on,1646839344262,0,2311,10
window_resize,"[981, 915]",1646839344476,214,2311,11
window_resize,"[981, 982]",1646839472018,127542,2311,12
focus,off,1646839496836,24818,2311,13
focus,on,1646839496842,6,2311,14
window_resize,"[981, 915]",1646839497043,201,2311,15
window_resize,"[981, 982]",1646839601445,104402,2311,16
window_resize,"[981, 915]",1646839612214,10769,2311,17
window_resize,"[981, 915]",1646839686719,74505,2311,18
window_resize,"[981, 915]",1646839716121,29402,2311,19
window_resize,"[981, 915]",1646839718301,2180,2311,20
window_resize,"[981, 915]",1646839823113,104812,2311,21
window_resize,"[981, 915]",1646839887551,64438,2311,22
window_resize,"[981, 908]",1646839972553,85002,2311,23
window_resize,"[981, 915]",1646839974886,2333,2311,24
window_resize,"[981, 915]",1646839994189,19303,2311,25
window_resize,"[981, 915]",1646840057284,63095,2311,26
window_resize,"[981, 915]",1646840059110,1826,2311,27
window_resize,"[981, 913]",1646840085408,26298,2311,28
window_resize,"[981, 915]",1646840087494,2086,2311,29
window_resize,"[981, 915]",1646840101835,14341,2311,30
window_resize,"[981, 915]",1646840119543,17708,2311,31
window_resize,"[981, 915]",1646840120938,1395,2311,32
window_resize,"[981, 913]",1646840138902,17964,2311,33
window_resize,"[981, 915]",1646840140452,1550,2311,34
window_resize,"[981, 915]",1646840160495,20043,2311,35
window_resize,"[981, 915]",1646840207081,46586,2311,36
window_resize,"[981, 915]",1646840279328,72247,2311,37
window_resize,"[981, 915]",1646840316452,37124,2311,38
window_resize,"[981, 908]",1646840409438,92986,2311,39
window_resize,"[981, 915]",1646840411104,1666,2311,40
window_resize,"[981, 913]",1646840438377,27273,2311,41
window_resize,"[981, 915]",1646840439909,1532,2311,42
window_resize,"[981, 907]",1646840452230,12321,2311,43
window_resize,"[981, 915]",1646840453697,1467,2311,44
window_resize,"[981, 915]",1646840465734,12037,2311,45
window_resize,"[981, 915]",1646840466823,1089,2311,46
window_resize,"[981, 915]",1646840485659,18836,2311,47
window_resize,"[981, 915]",1646840497687,12028,2311,48
window_resize,"[981, 909]",1646840508058,10371,2311,49
window_resize,"[981, 915]",1646840509505,1447,2311,50
window_resize,"[981, 915]",1646840521300,11795,2311,51
window_resize,"[981, 913]",1646840534413,13113,2311,52
window_resize,"[981, 915]",1646840535812,1399,2311,53
window_resize,"[981, 915]",1646840538764,2952,2311,54
window_resize,"[981, 982]",1646840568935,30171,2311,55
window_resize,"[981, 915]",1646840580271,11336,2311,56
window_resize,"[981, 982]",1646840600174,19903,2311,57
window_resize,"[981, 860]",1646840613310,13136,2311,58
initialized,,1646843036892,0,2331,0
window_resize,"[1024, 767]",1646843036892,0,2331,1
window_resize,"[1024, 767]",1646843037277,385,2331,2
window_resize,"[1280, 1024]",1646843041506,4229,2331,3
initialized,,1646837643599,0,2267,0
window_resize,"[823, 462]",1646837643599,0,2267,1
window_resize,"[823, 462]",1646837644602,1003,2267,2
initialized,,1646847404439,0,2359,0
window_resize,"[1024, 648]",1646847404439,0,2359,1
focus,on,1646847404597,158,2359,2
window_resize,"[1024, 648]",1646847404803,206,2359,3
initialized,,1646838829552,0,2282,0
window_resize,"[731, 470]",1646838829552,0,2282,1
window_resize,"[731, 470]",1646838829916,364,2282,2
initialized,,1646838692326,0,2283,0
window_resize,"[1024, 767]",1646838692326,0,2283,1
window_resize,"[1024, 767]",1646838692655,329,2283,2
