eventtype,value,timestamp,interval,pid,event_num
focus,on,1646840913109,25985,2308,18
window_resize,"[713, 890]",1646840913601,492,2308,19
window_resize,"[1920, 937]",1646840915301,1700,2308,20
focus,off,1646840929649,14348,2308,21
focus,on,1646840936464,6815,2308,22
focus,off,1646840955926,19462,2308,23
focus,on,1646840972237,16311,2308,24
focus,off,1646840995464,23227,2308,25
focus,on,1646841005307,9843,2308,26
focus,off,1646841009101,3794,2308,27
focus,on,1646841013103,4002,2308,28
focus,off,1646841020623,7520,2308,29
focus,on,1646841027640,7017,2308,30
focus,off,1646841033806,6166,2308,31
focus,on,1646841037618,3812,2308,32
focus,off,1646841055851,18233,2308,33
focus,on,1646841061122,5271,2308,34
focus,off,1646841064807,3685,2308,35
focus,on,1646841073223,8416,2308,36
focus,off,1646841077204,3981,2308,37
focus,on,1646841081004,3800,2308,38
window_resize,"[713, 890]",1646842062655,981651,2308,39
window_resize,"[1680, 907]",1646842066957,4302,2308,40
initialized,,1646839583720,0,2288,0
window_resize,"[1366, 705]",1646839583720,0,2288,1
window_resize,"[1366, 705]",1646839584977,1257,2288,2
window_resize,"[1366, 768]",1646839591180,6203,2288,3
window_resize,"[1366, 705]",1646840135263,544083,2288,4
initialized,,1646839281920,0,2289,0
window_resize,"[1028, 758]",1646839281920,0,2289,1
window_resize,"[1028, 758]",1646839282267,347,2289,2
window_resize,"[1536, 864]",1646839286651,4384,2289,3
window_resize,"[1028, 758]",1646839985229,698578,2289,4
initialized,,1646837617870,0,2239,0
window_resize,"[1024, 767]",1646837617870,0,2239,1
window_resize,"[1024, 767]",1646837618209,339,2239,2
window_resize,"[2560, 1440]",1646837623507,5298,2239,3
window_resize,"[1024, 767]",1646838484694,861187,2239,4
initialized,,1646844500836,0,2349,0
window_resize,"[1024, 767]",1646844500836,0,2349,1
window_resize,"[1024, 767]",1646844501270,434,2349,2
window_resize,"[1280, 1024]",1646844519530,18260,2349,3
window_resize,"[1024, 767]",1646845406477,886947,2349,4
initialized,,1646842477880,0,2325,0
window_resize,"[1027, 774]",1646842477881,1,2325,1
window_resize,"[1027, 774]",1646842478375,494,2325,2
focus,off,1646842478546,171,2325,3
focus,on,1646842481620,3074,2325,4
window_resize,"[1119, 894]",1646842484730,3110,2325,5
window_resize,"[1027, 774]",1646842509521,24791,2325,6
focus,off,1646842511788,2267,2325,7
focus,on,1646842513771,1983,2325,8
focus,off,1646842519450,5679,2325,9
focus,on,1646842527464,8014,2325,10
window_resize,"[955, 774]",1646842532238,4774,2325,11
window_resize,"[932, 774]",1646842533132,894,2325,12
focus,off,1646842534086,954,2325,13
focus,on,1646842536849,2763,2325,14
focus,off,1646842551243,14394,2325,15
focus,on,1646842556918,5675,2325,16
focus,off,1646842560050,3132,2325,17
focus,on,1646842561821,1771,2325,18
focus,off,1646842562851,1030,2325,19
focus,on,1646842566036,3185,2325,20
focus,off,1646842571856,5820,2325,21
focus,on,1646842573250,1394,2325,22
focus,off,1646842583132,9882,2325,23
focus,on,1646842585858,2726,2325,24
focus,off,1646842611182,25324,2325,25
focus,on,1646842616651,5469,2325,26
focus,off,1646842635477,18826,2325,27
focus,on,1646842635477,0,2325,28
focus,off,1646842661330,25853,2325,29
focus,on,1646842661330,0,2325,30
focus,off,1646842662002,672,2325,31
focus,on,1646842674845,12843,2325,32
focus,off,1646842693330,18485,2325,33
focus,on,1646842695967,2637,2325,34
focus,off,1646842703867,7900,2325,35
focus,on,1646842718501,14634,2325,36
focus,off,1646842826857,108356,2325,37
focus,on,1646842828626,1769,2325,38
focus,off,1646842854586,25960,2325,39
focus,on,1646842877626,23040,2325,40
focus,off,1646842890259,12633,2325,41
focus,on,1646842892462,2203,2325,42
focus,off,1646843085553,193091,2325,43
focus,on,1646843092511,6958,2325,44
focus,off,1646843162026,69515,2325,45
focus,on,1646843164066,2040,2325,46
focus,off,1646843266744,102678,2325,47
focus,on,1646843273024,6280,2325,48
initialized,,1646837989436,0,2240,0
window_resize,"[1028, 778]",1646837989436,0,2240,1
window_resize,"[1028, 778]",1646837989769,333,2240,2
window_resize,"[1536, 864]",1646837992559,2790,2240,3
focus,off,1646838073876,81317,2240,4
focus,on,1646838073877,1,2240,5
window_resize,"[1028, 778]",1646838074090,213,2240,6
window_resize,"[1536, 812]",1646838077182,3092,2240,7
focus,off,1646838162436,85254,2240,8
focus,on,1646838162437,1,2240,9
initialized,,1646837899795,0,2241,0
window_resize,"[1028, 758]",1646837899795,0,2241,1
window_resize,"[1028, 758]",1646837900284,489,2241,2
window_resize,"[1536, 864]",1646837912127,11843,2241,3
focus,off,1646838098738,186611,2241,4
focus,on,1646838098738,0,2241,5
window_resize,"[1028, 758]",1646838099670,932,2241,6
window_resize,"[1536, 772]",1646838222789,123119,2241,7
initialized,,1646837641459,0,2242,0
window_resize,"[1600, 800]",1646837641459,0,2242,1
window_resize,"[1600, 800]",1646837641804,345,2242,2
window_resize,"[1600, 900]",1646837647244,5440,2242,3
window_resize,"[1600, 800]",1646838730721,1083477,2242,4
initialized,,1646845707444,0,2350,0
window_resize,"[931, 590]",1646845707445,1,2350,1
window_resize,"[931, 590]",1646845708163,718,2350,2
window_resize,"[1024, 649]",1646845712185,4022,2350,3
window_resize,"[1137, 721]",1646845712793,608,2350,4
window_resize,"[1024, 649]",1646845714486,1693,2350,5
window_resize,"[931, 590]",1646845715281,795,2350,6
window_resize,"[1137, 721]",1646845715814,533,2350,7
window_resize,"[1280, 811]",1646845716529,715,2350,8
window_resize,"[1707, 960]",1646845718863,2334,2350,9
focus,off,1646845823708,104845,2350,10
focus,on,1646845823709,1,2350,11
window_resize,"[1280, 811]",1646845823957,248,2350,12
focus,off,1646845833439,9482,2350,13
focus,on,1646845841539,8100,2350,14
focus,off,1646845847491,5952,2350,15
focus,on,1646845851598,4107,2350,16
focus,off,1646845857657,6059,2350,17
focus,on,1646845860817,3160,2350,18
focus,off,1646845866734,5917,2350,19
focus,on,1646845870208,3474,2350,20
focus,off,1646845876185,5977,2350,21
focus,on,1646845879588,3403,2350,22
focus,off,1646845885332,5744,2350,23
focus,on,1646845889061,3729,2350,24
focus,off,1646845896147,7086,2350,25
focus,on,1646845901286,5139,2350,26
focus,off,1646845905465,4179,2350,27
focus,on,1646845910939,5474,2350,28
focus,off,1646845916524,5585,2350,29
focus,on,1646845918397,1873,2350,30
focus,off,1646845923054,4657,2350,31
focus,on,1646845971925,48871,2350,32
focus,off,1646845978579,6654,2350,33
focus,on,1646845982531,3952,2350,34
focus,off,1646846003830,21299,2350,35
focus,on,1646846006071,2241,2350,36
focus,off,1646846557251,551180,2350,37
focus,on,1646846564391,7140,2350,38
initialized,,1646843513669,0,2328,0
window_resize,"[1024, 768]",1646843513669,0,2328,1
focus,on,1646843513809,140,2328,2
window_resize,"[1024, 768]",1646843514010,201,2328,3
window_resize,"[1600, 788]",1646843520909,6899,2328,4
window_resize,"[1600, 900]",1646843522586,1677,2328,5
focus,off,1646843653428,130842,2328,6
focus,on,1646843664659,11231,2328,7
focus,off,1646843669495,4836,2328,8
focus,on,1646843690195,20700,2328,9
focus,off,1646843694851,4656,2328,10
focus,on,1646843709967,15116,2328,11
focus,off,1646843714799,4832,2328,12
focus,on,1646843730108,15309,2328,13
focus,off,1646843733013,2905,2328,14
focus,on,1646843733312,299,2328,15
focus,off,1646843736786,3474,2328,16
focus,on,1646843753959,17173,2328,17
focus,off,1646843759006,5047,2328,18
focus,on,1646843774740,15734,2328,19
focus,off,1646843779506,4766,2328,20
focus,on,1646843779803,297,2328,21
focus,off,1646843782523,2720,2328,22
focus,on,1646843798199,15676,2328,23
focus,off,1646843806403,8204,2328,24
focus,on,1646843806669,266,2328,25
focus,off,1646843809295,2626,2328,26
focus,on,1646843834691,25396,2328,27
focus,off,1646843841416,6725,2328,28
focus,on,1646843866678,25262,2328,29
focus,off,1646843881566,14888,2328,30
focus,on,1646843889087,7521,2328,31
focus,off,1646843910341,21254,2328,32
focus,on,1646843939693,29352,2328,33
focus,off,1646843954457,14764,2328,34
focus,on,1646843954457,0,2328,35
focus,off,1646843992196,37739,2328,36
focus,on,1646844006709,14513,2328,37
focus,off,1646844986282,979573,2328,38
focus,on,1646844986304,22,2328,39
window_resize,"[1600, 788]",1646846208722,1222418,2328,40
initialized,,1646839784806,0,2290,0
window_resize,"[1024, 660]",1646839784806,0,2290,1
window_resize,"[1024, 660]",1646839785172,366,2290,2
window_resize,"[1366, 768]",1646839795341,10169,2290,3
focus,off,1646839940897,145556,2290,4
focus,on,1646839940898,1,2290,5
window_resize,"[1024, 660]",1646839941124,226,2290,6
initialized,,1646839246595,0,2291,0
window_resize,"[1024, 767]",1646839246595,0,2291,1
window_resize,"[1024, 767]",1646839246906,311,2291,2
window_resize,"[1920, 1080]",1646839249593,2687,2291,3
focus,off,1646839334215,84622,2291,4
focus,on,1646839334215,0,2291,5
window_resize,"[1024, 767]",1646839334418,203,2291,6
window_resize,"[1920, 988]",1646839335235,817,2291,7
focus,off,1646839857945,522710,2291,8
focus,on,1646839862542,4597,2291,9
initialized,,1646838252248,0,2243,0
window_resize,"[1024, 661]",1646838252249,1,2243,1
window_resize,"[1024, 661]",1646838252605,356,2243,2
window_resize,"[1366, 768]",1646838256205,3600,2243,3
focus,off,1646838404867,148662,2243,4
focus,on,1646838404867,0,2243,5
window_resize,"[1024, 661]",1646838405076,209,2243,6
initialized,,1646837645617,0,2244,0
window_resize,"[1028, 780]",1646837645617,0,2244,1
window_resize,"[1028, 780]",1646837645983,366,2244,2
window_resize,"[1536, 864]",1646837657299,11316,2244,3
focus,off,1646837778506,121207,2244,4
focus,on,1646837778507,1,2244,5
window_resize,"[1028, 780]",1646837778727,220,2244,6
focus,off,1646838066309,287582,2244,7
focus,on,1646838069346,3037,2244,8
initialized,,1646846756440,0,2355,0
window_resize,"[1024, 768]",1646846756440,0,2355,1
focus,on,1646846756693,253,2355,2
window_resize,"[1024, 768]",1646846756892,199,2355,3
window_resize,"[1440, 900]",1646846763682,6790,2355,4
focus,off,1646846953893,190211,2355,5
focus,on,1646846953896,3,2355,6
window_resize,"[1024, 768]",1646847714788,760892,2355,7
focus,off,1646847762323,47535,2355,8
focus,on,1646847772657,10334,2355,9
initialized,,1646845218552,0,2351,0
window_resize,"[1024, 648]",1646845218553,1,2351,1
focus,on,1646845218748,195,2351,2
window_resize,"[1024, 648]",1646845218958,210,2351,3
window_resize,"[1366, 664]",1646845224592,5634,2351,4
window_resize,"[1366, 768]",1646845227596,3004,2351,5
focus,off,1646845366925,139329,2351,6
focus,on,1646845366925,0,2351,7
window_resize,"[1366, 664]",1646846589159,1222234,2351,8
initialized,,1646838715934,0,2278,0
window_resize,"[1028, 750]",1646838715934,0,2278,1
window_resize,"[1028, 750]",1646838716269,335,2278,2
window_resize,"[1536, 864]",1646838725487,9218,2278,3
focus,off,1646839227154,501667,2278,4
focus,on,1646839227154,0,2278,5
window_resize,"[1028, 750]",1646839227406,252,2278,6
focus,off,1646839315817,88411,2278,7
focus,on,1646839315817,0,2278,8
focus,off,1646839506811,190994,2278,9
focus,on,1646839506812,1,2278,10
initialized,,1646837719647,0,2214,0
window_resize,"[1366, 674]",1646837719647,0,2214,1
window_resize,"[1366, 674]",1646837720110,463,2214,2
window_resize,"[1366, 768]",1646837726663,6553,2214,3
window_resize,"[1366, 674]",1646837730576,3913,2214,4
focus,off,1646837856490,125914,2214,5
focus,on,1646837856491,1,2214,6
focus,off,1646837900853,44362,2214,7
focus,on,1646837900853,0,2214,8
focus,off,1646837946399,45546,2214,9
focus,on,1646837946400,1,2214,10
initialized,,1646837636259,0,2215,0
window_resize,"[1024, 767]",1646837636259,0,2215,1
window_resize,"[1024, 767]",1646837636637,378,2215,2
window_resize,"[2560, 1440]",1646837641271,4634,2215,3
window_resize,"[1024, 767]",1646838308216,666945,2215,4
initialized,,1646848490413,0,2362,0
window_resize,"[1024, 767]",1646848490413,0,2362,1
window_resize,"[1024, 767]",1646848490745,332,2362,2
window_resize,"[1920, 1080]",1646848493455,2710,2362,3
focus,off,1646848600168,106713,2362,4
focus,on,1646848600168,0,2362,5
window_resize,"[1024, 767]",1646848600374,206,2362,6
window_resize,"[1920, 998]",1646848601226,852,2362,7
focus,off,1646848641413,40187,2362,8
focus,on,1646848643868,2455,2362,9
focus,off,1646848663273,19405,2362,10
focus,on,1646848671488,8215,2362,11
focus,off,1646848692352,20864,2362,12
focus,on,1646848693320,968,2362,13
window_resize,"[1024, 767]",1646849175219,481899,2362,14
focus,off,1646849182253,7034,2362,15
focus,on,1646849188245,5992,2362,16
initialized,,1646839760378,0,2292,0
window_resize,"[1024, 660]",1646839760378,0,2292,1
window_resize,"[1024, 660]",1646839760977,599,2292,2
window_resize,"[1366, 676]",1646839767524,6547,2292,3
window_resize,"[1366, 768]",1646839768638,1114,2292,4
focus,off,1646839849187,80549,2292,5
focus,on,1646839849188,1,2292,6
window_resize,"[1366, 676]",1646839849415,227,2292,7
focus,off,1646839851532,2117,2292,8
focus,on,1646840781098,929566,2292,9
focus,off,1646840786174,5076,2292,10
focus,on,1646840786306,132,2292,11
focus,off,1646840788273,1967,2292,12
focus,on,1646841018528,230255,2292,13
focus,off,1646841288450,269922,2292,14
focus,on,1646841288450,0,2292,15
focus,off,1646841351884,63434,2292,16
focus,on,1646841351884,0,2292,17
focus,off,1646841393879,41995,2292,18
focus,on,1646841393919,40,2292,19
initialized,,1646839092940,0,2293,0
window_resize,"[1920, 988]",1646839092941,1,2293,1
window_resize,"[1920, 988]",1646839093307,366,2293,2
window_resize,"[1920, 1080]",1646839097863,4556,2293,3
focus,off,1646839190252,92389,2293,4
focus,on,1646839190253,1,2293,5
window_resize,"[1920, 988]",1646839190455,202,2293,6
focus,off,1646839265219,74764,2293,7
focus,on,1646839265219,0,2293,8
focus,off,1646839415439,150220,2293,9
focus,on,1646839431668,16229,2293,10
initialized,,1646837933514,0,2245,0
window_resize,"[1024, 660]",1646837933514,0,2245,1
window_resize,"[1024, 660]",1646837933868,354,2245,2
window_resize,"[1366, 768]",1646837937552,3684,2245,3
focus,off,1646838116380,178828,2245,4
focus,on,1646838116381,1,2245,5
window_resize,"[1024, 660]",1646838116605,224,2245,6
window_resize,"[1366, 676]",1646838126725,10120,2245,7
window_resize,"[1024, 660]",1646838996821,870096,2245,8
focus,off,1646838997942,1121,2245,9
focus,on,1646839004975,7033,2245,10
initialized,,1646837607217,0,2247,0
window_resize,"[1024, 768]",1646837607217,0,2247,1
focus,on,1646837607337,120,2247,2
window_resize,"[1024, 768]",1646837607537,200,2247,3
window_resize,"[1600, 900]",1646837614911,7374,2247,4
window_resize,"[1024, 768]",1646838397155,782244,2247,5
initialized,,1646853539215,0,2369,0
window_resize,"[1024, 746]",1646853539215,0,2369,1
focus,on,1646853539337,122,2369,2
window_resize,"[1024, 746]",1646853539546,209,2369,3
window_resize,"[1536, 864]",1646853544291,4745,2369,4
window_resize,"[1024, 746]",1646854523547,979256,2369,5
initialized,,1646847342740,0,2356,0
window_resize,"[1024, 767]",1646847342740,0,2356,1
window_resize,"[1024, 767]",1646847343116,376,2356,2
window_resize,"[1920, 1080]",1646847347463,4347,2356,3
focus,off,1646847475371,127908,2356,4
focus,on,1646847475371,0,2356,5
window_resize,"[1024, 767]",1646847475579,208,2356,6
focus,off,1646847579437,103858,2356,7
focus,on,1646847579437,0,2356,8
initialized,,1646838759108,0,2279,0
window_resize,"[1918, 1028]",1646838759109,1,2279,1
window_resize,"[1918, 1028]",1646838759495,386,2279,2
window_resize,"[1920, 1080]",1646838765100,5605,2279,3
window_resize,"[1918, 1028]",1646839462246,697146,2279,4
window_resize,"[1024, 767]",1646839481019,18773,2279,5
focus,off,1646839482276,1257,2279,6
focus,on,1646839493332,11056,2279,7
initialized,,1646837920064,0,2248,0
window_resize,"[1920, 986]",1646837920064,0,2248,1
focus,on,1646837920196,132,2248,2
window_resize,"[1920, 986]",1646837920398,202,2248,3
window_resize,"[1920, 1080]",1646837926342,5944,2248,4
focus,off,1646837932410,6068,2248,5
focus,on,1646837938392,5982,2248,6
focus,off,1646837945426,7034,2248,7
focus,on,1646837986749,41323,2248,8
focus,off,1646837991225,4476,2248,9
focus,on,1646838007902,16677,2248,10
focus,off,1646838025538,17636,2248,11
focus,on,1646838037515,11977,2248,12
focus,off,1646838042755,5240,2248,13
focus,on,1646838057411,14656,2248,14
focus,off,1646838061073,3662,2248,15
focus,on,1646838070828,9755,2248,16
focus,off,1646838074722,3894,2248,17
focus,on,1646838103615,28893,2248,18
focus,off,1646838135273,31658,2248,19
focus,on,1646838143098,7825,2248,20
focus,off,1646838167754,24656,2248,21
focus,on,1646838185357,17603,2248,22
focus,off,1646838198026,12669,2248,23
focus,on,1646838223667,25641,2248,24
focus,off,1646838227165,3498,2248,25
focus,on,1646838227165,0,2248,26
focus,off,1646838275067,47902,2248,27
focus,on,1646838320579,45512,2248,28
focus,off,1646838355298,34719,2248,29
focus,on,1646838377533,22235,2248,30
focus,off,1646838381340,3807,2248,31
focus,on,1646838411866,30526,2248,32
focus,off,1646838422060,10194,2248,33
focus,on,1646838495366,73306,2248,34
focus,off,1646838498019,2653,2248,35
focus,on,1646838500461,2442,2248,36
focus,off,1646838508247,7786,2248,37
focus,on,1646838514587,6340,2248,38
focus,off,1646838581282,66695,2248,39
focus,on,1646838581415,133,2248,40
window_resize,"[1920, 986]",1646839436088,854673,2248,41
focus,off,1646839443825,7737,2248,42
focus,on,1646839459884,16059,2248,43
initialized,,1646837749710,0,2249,0
window_resize,"[1024, 767]",1646837749710,0,2249,1
window_resize,"[1024, 767]",1646837750047,337,2249,2
window_resize,"[1024, 917]",1646837751270,1223,2249,3
window_resize,"[2560, 1440]",1646837753721,2451,2249,4
focus,off,1646837829357,75636,2249,5
focus,on,1646837829358,1,2249,6
window_resize,"[1024, 917]",1646837829564,206,2249,7
window_resize,"[2560, 1348]",1646837892476,62912,2249,8
focus,off,1646838050617,158141,2249,9
focus,on,1646838058897,8280,2249,10
focus,off,1646838262159,203262,2249,11
focus,on,1646838263856,1697,2249,12
focus,off,1646838277405,13549,2249,13
focus,on,1646838282034,4629,2249,14
focus,off,1646838330493,48459,2249,15
focus,on,1646838345003,14510,2249,16
focus,off,1646838439701,94698,2249,17
focus,on,1646838440656,955,2249,18
initialized,,1646837560390,0,2216,0
window_resize,"[1024, 660]",1646837560391,1,2216,1
window_resize,"[1024, 660]",1646837560865,474,2216,2
window_resize,"[1366, 768]",1646837564868,4003,2216,3
window_resize,"[1024, 660]",1646838146083,581215,2216,4
initialized,,1646846101227,0,2352,0
window_resize,"[1032, 614]",1646846101228,1,2352,1
window_resize,"[1032, 614]",1646846101563,335,2352,2
window_resize,"[1280, 720]",1646846104205,2642,2352,3
focus,off,1646846105842,1637,2352,4
focus,on,1646846106140,298,2352,5
window_resize,"[1032, 614]",1646846725081,618941,2352,6
initialized,,1646841383282,0,2309,0
window_resize,"[1024, 767]",1646841383282,0,2309,1
window_resize,"[1024, 767]",1646841383605,323,2309,2
window_resize,"[1920, 988]",1646841384180,575,2309,3
window_resize,"[1920, 1080]",1646841390944,6764,2309,4
focus,off,1646841568264,177320,2309,5
focus,on,1646841574261,5997,2309,6
window_resize,"[1920, 988]",1646842040323,466062,2309,7
initialized,,1646840311879,0,2294,0
window_resize,"[1024, 768]",1646840311879,0,2294,1
focus,on,1646840312009,130,2294,2
window_resize,"[1024, 768]",1646840312207,198,2294,3
window_resize,"[1280, 1024]",1646840315929,3722,2294,4
window_resize,"[1024, 768]",1646840360815,44886,2294,5
focus,off,1646840364648,3833,2294,6
focus,on,1646840368593,3945,2294,7
focus,off,1646840376519,7926,2294,8
focus,on,1646840379376,2857,2294,9
focus,off,1646840393095,13719,2294,10
focus,on,1646840395672,2577,2294,11
focus,off,1646840467824,72152,2294,12
focus,on,1646840468023,199,2294,13
focus,off,1646840699286,231263,2294,14
focus,on,1646840703426,4140,2294,15
focus,off,1646840772565,69139,2294,16
focus,on,1646840792718,20153,2294,17
initialized,,1646839781056,0,2295,0
window_resize,"[1366, 676]",1646839781056,0,2295,1
window_resize,"[1366, 676]",1646839781440,384,2295,2
window_resize,"[1366, 768]",1646839786199,4759,2295,3
focus,off,1646840026620,240421,2295,4
focus,on,1646840026620,0,2295,5
window_resize,"[1366, 676]",1646840026830,210,2295,6
focus,off,1646840164525,137695,2295,7
focus,on,1646840164525,0,2295,8
focus,off,1646840287294,122769,2295,9
focus,on,1646840287294,0,2295,10
focus,off,1646840432873,145579,2295,11
focus,on,1646840522143,89270,2295,12
focus,off,1646841173925,651782,2295,13
focus,on,1646841186081,12156,2295,14
initialized,,1646837539941,0,2217,0
window_resize,"[1024, 746]",1646837539941,0,2217,1
focus,on,1646837540168,227,2217,2
window_resize,"[1024, 746]",1646837540359,191,2217,3
window_resize,"[1536, 864]",1646837543314,2955,2217,4
window_resize,"[1024, 746]",1646838151320,608006,2217,5
initialized,,1646848048466,0,2363,0
window_resize,"[1024, 767]",1646848048466,0,2363,1
window_resize,"[1024, 767]",1646848048814,348,2363,2
window_resize,"[1920, 988]",1646848054536,5722,2363,3
window_resize,"[1920, 1080]",1646848055488,952,2363,4
focus,off,1646848194150,138662,2363,5
focus,on,1646848194151,1,2363,6
window_resize,"[1920, 988]",1646848194369,218,2363,7
focus,off,1646848243621,49252,2363,8
focus,on,1646848243621,0,2363,9
focus,off,1646848251445,7824,2363,10
focus,on,1646848261206,9761,2363,11
focus,off,1646848719609,458403,2363,12
focus,on,1646848726757,7148,2363,13
focus,off,1646848780197,53440,2363,14
focus,on,1646848785538,5341,2363,15
initialized,,1646842491268,0,2326,0
window_resize,"[1024, 767]",1646842491268,0,2326,1
window_resize,"[1024, 767]",1646842491626,358,2326,2
window_resize,"[1920, 1080]",1646842496274,4648,2326,3
window_resize,"[1024, 767]",1646843256347,760073,2326,4
initialized,,1646841606071,0,2310,0
window_resize,"[1028, 756]",1646841606071,0,2310,1
window_resize,"[1028, 756]",1646841606478,407,2310,2
focus,off,1646841611910,5432,2310,3
focus,on,1646841618700,6790,2310,4
window_resize,"[1536, 864]",1646841620671,1971,2310,5
focus,off,1646841624995,4324,2310,6
focus,on,1646841633155,8160,2310,7
focus,off,1646841776683,143528,2310,8
focus,on,1646841776683,0,2310,9
window_resize,"[1028, 756]",1646841776895,212,2310,10
focus,off,1646841781576,4681,2310,11
focus,on,1646841787817,6241,2310,12
focus,off,1646841869597,81780,2310,13
focus,on,1646841869597,0,2310,14
focus,off,1646841968029,98432,2310,15
focus,on,1646841968030,1,2310,16
focus,off,1646842136344,168314,2310,17
focus,on,1646842138192,1848,2310,18
focus,off,1646842142354,4162,2310,19
focus,on,1646842217691,75337,2310,20
focus,off,1646842376329,158638,2310,21
focus,on,1646842377241,912,2310,22
focus,off,1646843000130,622889,2310,23
focus,on,1646843008338,8208,2310,24
focus,off,1646843072193,63855,2310,25
focus,on,1646843079922,7729,2310,26
initialized,,1646839510265,0,2296,0
window_resize,"[1024, 767]",1646839510265,0,2296,1
window_resize,"[1024, 767]",1646839510603,338,2296,2
window_resize,"[1920, 1080]",1646839513691,3088,2296,3
focus,off,1646839615292,101601,2296,4
focus,on,1646839615292,0,2296,5
window_resize,"[1024, 767]",1646839615502,210,2296,6
window_resize,"[1920, 988]",1646839616470,968,2296,7
initialized,,1646838114006,0,2250,0
window_resize,"[975, 730]",1646838114006,0,2250,1
window_resize,"[975, 730]",1646838114366,360,2250,2
window_resize,"[1829, 1029]",1646838119414,5048,2250,3
focus,off,1646838305211,185797,2250,4
focus,on,1646838305211,0,2250,5
window_resize,"[975, 730]",1646838305421,210,2250,6
focus,off,1646838455364,149943,2250,7
focus,on,1646838455365,1,2250,8
focus,off,1646838646656,191291,2250,9
focus,on,1646838646656,0,2250,10
focus,off,1646838653407,6751,2250,11
focus,on,1646838658308,4901,2250,12
focus,off,1646838665991,7683,2250,13
focus,on,1646838675767,9776,2250,14
focus,off,1646838685299,9532,2250,15
focus,on,1646838693542,8243,2250,16
focus,off,1646838703128,9586,2250,17
focus,on,1646838710581,7453,2250,18
focus,off,1646838720779,10198,2250,19
focus,on,1646838728083,7304,2250,20
focus,off,1646838739311,11228,2250,21
focus,on,1646838746837,7526,2250,22
focus,off,1646838761185,14348,2250,23
focus,on,1646838771565,10380,2250,24
focus,off,1646838781072,9507,2250,25
focus,on,1646838786999,5927,2250,26
focus,off,1646838794017,7018,2250,27
focus,on,1646838800770,6753,2250,28
focus,off,1646838807450,6680,2250,29
focus,on,1646838821841,14391,2250,30
focus,off,1646838828202,6361,2250,31
focus,on,1646838843452,15250,2250,32
focus,off,1646838847937,4485,2250,33
focus,on,1646838859072,11135,2250,34
focus,off,1646838867638,8566,2250,35
focus,on,1646838871589,3951,2250,36
focus,off,1646838874388,2799,2250,37
focus,on,1646838879038,4650,2250,38
focus,off,1646838886239,7201,2250,39
focus,on,1646838903091,16852,2250,40
initialized,,1646837659017,0,2251,0
window_resize,"[1024, 767]",1646837659017,0,2251,1
window_resize,"[1024, 767]",1646837659428,411,2251,2
window_resize,"[1410, 940]",1646837663575,4147,2251,3
focus,off,1646837813994,150419,2251,4
focus,on,1646837813994,0,2251,5
window_resize,"[1024, 767]",1646837814205,211,2251,6
focus,off,1646838259023,444818,2251,7
focus,on,1646838261828,2805,2251,8
initialized,,1646845722410,0,2353,0
window_resize,"[1366, 677]",1646845722411,1,2353,1
window_resize,"[1366, 677]",1646845722753,342,2353,2
window_resize,"[1366, 768]",1646845725795,3042,2353,3
window_resize,"[1366, 677]",1646845774936,49141,2353,4
focus,off,1646845776979,2043,2353,5
focus,on,1646845779347,2368,2353,6
focus,off,1646845784726,5379,2353,7
focus,on,1646845786299,1573,2353,8
focus,off,1646845819172,32873,2353,9
focus,on,1646845819172,0,2353,10
focus,off,1646845832969,13797,2353,11
focus,on,1646845837396,4427,2353,12
focus,off,1646845842360,4964,2353,13
focus,on,1646845844325,1965,2353,14
focus,off,1646845848304,3979,2353,15
focus,on,1646845851732,3428,2353,16
focus,off,1646845855280,3548,2353,17
focus,on,1646845856880,1600,2353,18
focus,off,1646845860736,3856,2353,19
focus,on,1646845861962,1226,2353,20
focus,off,1646845866360,4398,2353,21
focus,on,1646845867712,1352,2353,22
focus,off,1646845879849,12137,2353,23
focus,on,1646845887121,7272,2353,24
focus,off,1646845889326,2205,2353,25
focus,on,1646845905598,16272,2353,26
focus,off,1646845911812,6214,2353,27
focus,on,1646845918838,7026,2353,28
focus,off,1646846103726,184888,2353,29
focus,on,1646846110027,6301,2353,30
focus,off,1646846466924,356897,2353,31
focus,on,1646846482293,15369,2353,32
initialized,,1646839111023,0,2297,0
window_resize,"[1024, 659]",1646839111024,1,2297,1
window_resize,"[1024, 659]",1646839111372,348,2297,2
window_resize,"[1280, 800]",1646839114244,2872,2297,3
focus,off,1646839176221,61977,2297,4
focus,on,1646839176379,158,2297,5
window_resize,"[1024, 659]",1646839176432,53,2297,6
focus,off,1646839263228,86796,2297,7
focus,on,1646839263400,172,2297,8
focus,off,1646839300681,37281,2297,9
focus,on,1646839300847,166,2297,10
focus,off,1646839547613,246766,2297,11
focus,on,1646839780969,233356,2297,12
focus,off,1646839897194,116225,2297,13
focus,on,1646839899093,1899,2297,14
focus,off,1646840102531,203438,2297,15
focus,on,1646840103765,1234,2297,16
focus,off,1646840111767,8002,2297,17
focus,on,1646840117118,5351,2297,18
focus,off,1646840118749,1631,2297,19
focus,on,1646840121294,2545,2297,20
focus,off,1646840145249,23955,2297,21
focus,on,1646840153370,8121,2297,22
focus,off,1646840174527,21157,2297,23
focus,on,1646840182391,7864,2297,24
focus,off,1646840193120,10729,2297,25
focus,on,1646840194282,1162,2297,26
focus,off,1646840195572,1290,2297,27
focus,on,1646840201915,6343,2297,28
