Anxiety/depression,Compulsivity,Social withdrawal,item
0.0,0.0,-0.0,schizo.37
0.0,0.0,0.0,schizo.38
0.0,0.0,-0.0,schizo.39
0.0,0.0,-0.0,schizo.40
0.0,0.0,0.0,schizo.41
0.0,0.0,0.0,schizo.42
0.0,0.0,0.0,schizo.43
0.0,0.0,-0.005423603854751105,alcohol.1
0.0,0.0,-0.0,alcohol.2
0.0,0.0,-0.0,alcohol.3
0.0,0.0,-0.0,alcohol.4
0.0,0.0,-0.0,alcohol.5
0.0,0.0,-0.0,alcohol.6
0.0,0.0,-0.0,alcohol.7
0.0,0.0,-0.0,alcohol.8
0.0,0.0,-0.0,alcohol.9
0.0,0.0,-0.0,alcohol.10
-0.0,0.12723126504139912,0.0,eat.1
-0.0,0.0,0.0,eat.2
0.0,0.0,0.0,eat.3
-0.0,0.0,0.0,eat.4
-0.0,0.0,0.0,eat.5
-0.0,0.0,0.0,eat.6
-0.0,0.0,0.0,eat.7
-0.0,0.0,0.0,eat.8
-0.0,0.0,0.0,eat.9
-0.0,0.0,0.0,eat.10
-0.0,0.03865837777646234,0.0,eat.11
-0.0,0.007702634846212049,0.0,eat.12
0.0,-0.0,0.0,eat.13
-0.0,0.010034145556443136,0.0,eat.14
-0.0,0.0,0.0,eat.15
-0.0,0.0,0.0,eat.16
-0.0,0.0,0.0,eat.17
-0.0,0.0,0.0,eat.18
-0.0,-0.0,-0.0,eat.19
-0.0,0.0,0.0,eat.20
-0.0,0.0,0.0,eat.21
-0.0,0.0,0.0,eat.22
-0.0,0.0,0.0,eat.23
-0.0,0.0,0.0,eat.24
0.0,-0.0,0.0,eat.25
-0.0,0.0,0.0,eat.26
0.0,-0.0,0.0,apathy.1
0.06438769910975883,0.0,0.0,apathy.2
0.0,-0.0,-0.0,apathy.3
0.0,-0.0,0.0,apathy.4
0.0,-0.0,0.0,apathy.5
0.0,0.0,0.0,apathy.6
0.0023531791905398885,-0.0,0.0,apathy.7
0.0,-0.0,-0.0,apathy.8
0.0,-0.0,0.0,apathy.9
0.0,0.0,0.0,apathy.10
0.0,0.0,-0.0,apathy.11
0.0,-0.0,0.0,apathy.12
0.0,-0.0,0.0,apathy.13
0.0,-0.0,0.0,apathy.14
0.0,0.0,0.0,apathy.15
0.0,0.0,-0.0,apathy.16
0.05232204769421028,-0.0,0.0,apathy.17
0.15128828856116677,-0.0,0.0,apathy.18
