,success,trial_type,time_elapsed,internal_node_id,view_history,rt,questions,responses,correct,name,reverse_coded,question_id,revealed_states,state_rewards,trial_id,block,trial_index,score,simulation_mode,rewards,path,actions,action_times,queries,displayed_time,trial_time,pid,button_pressed,run,stimulus,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,mode,DEPTH,COST,MIN_TIME,inspectCost,startTime,bonusRate,variance,branching,first_trial,colors,color_names,final_bonus,displayed_bonus,CODE,time_diff,num_nodes,num_early,num_middle,num_late,num_clicks
958,,mouselab-mdp,983027.0,0.0-4.0-1.0-28.0,,"[7938, 287, 328]",,,,,,,[],"['', -2, -8, 48, 24, 4, 4, 48, 24, 2, -8, -24, -48]",-6480731593057875222,test,28.0,50.0,"[None, None, None]","[4, 4, 48]","['5', '6', '7']","['right', 'right', 'up']","[9594, 10399, 11242]","{'click': {'state': {'target': ['1', '5', '9', '6', '8', '7'], 'time': [2729, 3572, 4697, 6603, 7530, 8362]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",11.76,13304.0,1631,,QuestPilot2,,chrome,windows,UNKNOWN,5,0,irlexp7_3,2020-10-24,2020-10-24,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.5,3.5,walrus,7.066666666666666,6,3,1,2,6
959,,mouselab-mdp,993870.0,0.0-4.0-1.0-29.0,,"[5796, 266, 1186]",,,,,,,[],"['', -2, 8, 24, 48, -2, -8, 48, 48, 2, 4, 24, 48]",1013767336841409156,test,29.0,49.0,"[None, None, None]","[2, 4, 48]","['9', '10', '12']","['left', 'left', 'down']","[6723, 7491, 9212]","{'click': {'state': {'target': ['1', '5', '9', '10', '12'], 'time': [1627, 2769, 3705, 4599, 5440]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}",9.93,10730.0,1631,,QuestPilot2,,chrome,windows,UNKNOWN,5,0,irlexp7_3,2020-10-24,2020-10-24,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.5,3.5,walrus,7.066666666666666,5,3,1,1,5
960,,mouselab-mdp,205038.0,0.0-4.0-1.0-0.0,,"[13226, 1304, 6877]",,,,,,,[],"['', -4, 4, -24, 48, -4, -8, -24, 48, -4, 8, -24, -48]",-5433328656123216055,training,0.0,-26.0,"[None, None, None]","[-4, 8, -24]","['9', '10', '11']","['left', 'left', 'up']","[15324, 17147, 24537]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '5', '9', '10', '2', '6'], 'time': [5569, 7790, 8698, 11098, 12014, 12711]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",25.04,27380.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,6,3,3,0,6
961,,mouselab-mdp,231789.0,0.0-4.0-1.0-1.0,,"[22152, 118, 164]",,,,,,,[],"['', 4, 4, 48, 24, 4, 8, -24, -48, 2, -4, -48, 24]",-4315514392980277613,training,1.0,13.0,"[None, None, None]","[2, -4, 24]","['9', '10', '12']","['left', 'left', 'down']","[23715, 24352, 25029]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '5', '9', '2', '6', '10', '8', '11', '12'], 'time': [2815, 3756, 4648, 7128, 8498, 10127, 12915, 15574, 19514]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",25.53,26721.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,9,3,3,3,9
962,,mouselab-mdp,242994.0,0.0-4.0-1.0-2.0,,"[3589, 217, 247]",,,,,,,[],"['', 2, 4, -24, 48, 2, -4, 24, 24, 2, -4, -48, -24]",7341350411386814818,training,2.0,51.0,"[None, None, None]","[2, 4, 48]","['1', '2', '4']","['up', 'up', 'left']","[4700, 5421, 6184]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '4'], 'time': [1748, 2478, 3208]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",9.11,11180.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,3,1,1,1,3
963,,mouselab-mdp,253791.0,0.0-4.0-1.0-3.0,,"[3815, 190, 212]",,,,,,,[],"['', 2, -8, 48, -48, 4, -4, 48, 24, 2, -8, -48, -48]",863855716523262040,training,3.0,39.0,"[None, None, None]","[2, -8, 48]","['1', '2', '3']","['up', 'up', 'right']","[4820, 5522, 6261]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '3'], 'time': [2071, 2687, 3310]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",10.01,10772.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,3,1,1,1,3
964,,mouselab-mdp,264394.0,0.0-4.0-1.0-4.0,,"[5473, 183, 877]",,,,,,,[],"['', -2, 8, -24, 24, 2, -8, -48, -24, 4, -4, 48, -48]",-6373051720525898386,training,4.0,44.0,"[None, None, None]","[4, -4, 48]","['9', '10', '11']","['left', 'left', 'up']","[6502, 7205, 8600]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['9', '10', '12', '11'], 'time': [1768, 2581, 3181, 5073]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",9.11,10575.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,4,1,1,2,4
965,,mouselab-mdp,276530.0,0.0-4.0-1.0-5.0,,"[3884, 226, 465]",,,,,,,[],"['', 2, -4, -24, -48, 4, -8, 48, -48, 2, -8, 48, -48]",2735284467270541771,training,5.0,41.0,"[None, None, None]","[4, -8, 48]","['5', '6', '7']","['right', 'right', 'up']","[4856, 5589, 6561]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['5', '6', '7'], 'time': [2245, 2747, 3582]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",10.98,12112.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,3,1,1,1,3
966,,mouselab-mdp,285951.0,0.0-4.0-1.0-6.0,,"[3499, 183, 348]",,,,,,,[],"['', 2, 8, 48, -24, 2, 8, -24, 24, -4, -4, -48, 24]",-2410285785025730749,training,6.0,55.0,"[None, None, None]","[2, 8, 48]","['1', '2', '3']","['up', 'up', 'right']","[4124, 4812, 5677]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '3'], 'time': [1381, 2023, 2915]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",8.63,9394.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,3,1,1,1,3
967,,mouselab-mdp,296352.0,0.0-4.0-1.0-7.0,,"[4899, 162, 300]",,,,,,,[],"['', 4, -4, 24, 24, 4, 4, 48, -48, 4, -8, -24, 48]",8695590532405198654,training,7.0,20.0,"[None, None, None]","[4, -4, 24]","['1', '2', '4']","['up', 'up', 'left']","[5601, 6275, 7097]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '4', '3'], 'time': [1316, 2646, 3181, 4267]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",9.71,10377.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,4,1,1,2,4
968,,mouselab-mdp,309068.0,0.0-4.0-1.0-8.0,,"[7744, 211, 178]",,,,,,,[],"['', -2, -4, 48, 24, -2, -4, -48, -24, -4, -4, 24, 48]",-3177342720159175553,training,8.0,35.0,"[None, None, None]","[-2, -4, 48]","['1', '2', '3']","['up', 'up', 'right']","[8681, 9407, 10108]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['5', '6', '7', '8', '1', '2', '3'], 'time': [1464, 1999, 2696, 3547, 5647, 6206, 6660]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",10.61,12693.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,7,2,2,3,7
969,,mouselab-mdp,326495.0,0.0-4.0-1.0-9.0,,"[10994, 136, 298]",,,,,,,[],"['', -2, 4, -48, -24, -4, -8, -48, -24, -2, 4, -24, 24]",4506983446382794552,training,9.0,14.0,"[None, None, None]","[-2, 4, 24]","['9', '10', '12']","['left', 'left', 'down']","[12079, 12732, 13545]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '4', '3', '5', '6', '7', '8', '9', '10', '11', '12'], 'time': [1772, 2315, 2842, 3571, 5282, 5695, 6586, 7243, 9181, 9700, 10365, 11004]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",14.06,17401.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,12,3,3,6,12
970,,mouselab-mdp,336105.0,0.0-4.0-1.0-10.0,,"[2806, 90, 280]",,,,,,,[],"['', -4, 4, 48, 48, -4, -4, 24, 48, -4, -8, -48, -24]",101062465419474540,training,10.0,45.0,"[None, None, None]","[-4, 4, 48]","['1', '2', '4']","['up', 'up', 'left']","[3490, 4077, 4883]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '4'], 'time': [1207, 1766, 2220]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",8.69,9586.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,3,1,1,1,3
971,,mouselab-mdp,348232.0,0.0-4.0-1.0-11.0,,"[5164, 2937, 295]",,,,,,,[],"['', -2, -8, 48, 24, 4, 4, 48, 24, 2, -8, -24, -48]",-6480731593057875222,training,11.0,25.0,"[None, None, None]","[4, 4, 24]","['5', '6', '8']","['right', 'right', 'down']","[5645, 9097, 9903]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['9', '10', '11', '12', '5', '6', '8'], 'time': [1007, 1484, 1987, 2774, 3560, 3917, 4338]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",10.41,12101.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,7,2,2,3,7
972,,mouselab-mdp,362774.0,0.0-4.0-1.0-12.0,,"[10432, 194, 428]",,,,,,,[],"['', 4, 8, -48, -48, -4, 8, -48, -24, 4, 4, 24, -24]",5673770806327288351,training,12.0,20.0,"[None, None, None]","[4, 4, 24]","['9', '10', '11']","['left', 'left', 'up']","[11278, 11975, 12893]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '4', '3', '5', '6', '7', '8', '9', '10', '11', '12'], 'time': [1331, 1810, 2280, 3049, 4193, 5059, 5895, 6769, 7711, 8504, 8949, 10320]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",13.4,14516.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,12,3,3,6,12
973,,mouselab-mdp,371945.0,0.0-4.0-1.0-13.0,,"[3002, 55, 129]",,,,,,,[],"['', -2, 8, -24, 48, 2, -4, 48, 24, -2, 8, -24, -24]",753059734345716889,training,13.0,51.0,"[None, None, None]","[-2, 8, 48]","['1', '2', '4']","['up', 'up', 'left']","[3722, 4293, 4933]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '4'], 'time': [1469, 1924, 2415]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",8.72,9143.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,3,1,1,1,3
974,,mouselab-mdp,382460.0,0.0-4.0-1.0-14.0,,"[3967, 175, 131]",,,,,,,[],"['', 4, 8, 24, 48, -4, 8, -48, -48, -2, -8, 24, -48]",-2596340847510945257,training,14.0,56.0,"[None, None, None]","[4, 8, 48]","['1', '2', '4']","['up', 'up', 'left']","[4641, 5326, 5982]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '3', '4'], 'time': [1144, 1566, 1971, 3819]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",9.68,10489.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,4,1,1,2,4
975,,mouselab-mdp,392551.0,0.0-4.0-1.0-15.0,,"[3346, 35, 149]",,,,,,,[],"['', -4, -4, -24, 48, 4, -4, 24, -48, 2, -4, 48, 24]",6161527313159369870,training,15.0,42.0,"[None, None, None]","[2, -4, 48]","['9', '10', '11']","['left', 'left', 'up']","[3767, 4318, 4998]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['9', '10', '12', '11'], 'time': [980, 1442, 1848, 2934]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",9.42,10061.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,4,1,1,2,4
976,,mouselab-mdp,403558.0,0.0-4.0-1.0-16.0,,"[6613, 88, 118]",,,,,,,[],"['', -4, -4, -24, 24, -2, 4, 24, 24, 2, -8, 48, 48]",-3858448030437113662,training,16.0,18.0,"[None, None, None]","[-2, 4, 24]","['5', '6', '8']","['right', 'right', 'down']","[6983, 7581, 8212]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '3', '4', '5', '6', '7', '8'], 'time': [878, 1510, 1875, 2499, 3212, 3576, 3966, 4614]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",9.38,10977.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,8,2,2,4,8
977,,mouselab-mdp,419301.0,0.0-4.0-1.0-17.0,,"[12503, 98, 77]",,,,,,,[],"['', -4, 8, -48, 24, -2, 4, -48, -48, 4, 8, -24, 24]",6406480628110734882,training,17.0,24.0,"[None, None, None]","[4, 8, 24]","['9', '10', '12']","['left', 'left', 'down']","[13184, 13787, 14382]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12'], 'time': [1148, 1578, 1974, 2916, 3571, 4067, 4406, 5088, 9215, 9693, 10058, 10544]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",14.89,15717.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,12,3,3,6,12
978,,mouselab-mdp,429583.0,0.0-4.0-1.0-18.0,,"[2675, 28, 203]",,,,,,,[],"['', -4, 8, -48, 48, 2, -4, 48, -48, 2, -8, 24, -48]",5258592950055133126,training,18.0,49.0,"[None, None, None]","[-4, 8, 48]","['1', '2', '4']","['up', 'up', 'left']","[3363, 3889, 4598]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '4'], 'time': [1169, 1566, 2045]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",9.69,10255.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,3,1,1,1,3
979,,mouselab-mdp,438861.0,0.0-4.0-1.0-19.0,,"[5185, 632, 128]",,,,,,,[],"['', 2, -4, -48, 24, 2, 4, -48, 48, -4, 4, 48, -48]",5297217084176217776,training,19.0,46.0,"[None, None, None]","[2, 4, 48]","['5', '6', '8']","['right', 'right', 'down']","[5733, 6880, 7526]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '4', '3', '5', '6', '7', '8'], 'time': [1160, 1589, 2043, 2537, 3526, 3859, 4215, 4742]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",8.55,9253.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,8,2,2,4,8
980,,mouselab-mdp,449110.0,0.0-4.0-1.0-20.0,,"[4593, 6, 114]",,,,,,,[],"['', -4, -8, -48, -48, 4, 4, 24, 48, -4, -4, 24, 48]",7072607725447389718,test,20.0,48.0,"[None, None, None]","[4, 4, 48]","['5', '6', '8']","['right', 'right', 'down']","[5198, 5708, 6349]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '3', '4', '5', '6', '7', '8'], 'time': [1127, 1517, 1807, 2440, 3129, 3502, 3850, 4441]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",9.61,10222.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,8,2,2,4,8
981,,mouselab-mdp,459421.0,0.0-4.0-1.0-21.0,,"[2922, 624, 346]",,,,,,,[],"['', 2, -4, -48, 48, -4, -8, -24, -24, -4, 4, -48, 24]",-6157917720371000130,test,21.0,42.0,"[None, None, None]","[2, -4, 48]","['1', '2', '4']","['up', 'up', 'left']","[3591, 4724, 5581]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '3', '4'], 'time': [1163, 1585, 1933, 2509]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",9.67,10281.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,4,1,1,2,4
982,,mouselab-mdp,473475.0,0.0-4.0-1.0-22.0,,"[10319, 130, 489]",,,,,,,[],"['', -2, 8, -24, -24, -2, 4, -48, 24, -4, -8, 48, -48]",5441343193922839396,test,22.0,25.0,"[None, None, None]","[-4, -8, 48]","['9', '10', '11']","['left', 'left', 'up']","[10862, 11505, 12513]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11'], 'time': [1003, 1352, 1772, 2591, 3224, 3621, 4163, 4763, 5753, 6165, 6660]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",13.02,14026.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,11,3,3,5,11
983,,mouselab-mdp,482817.0,0.0-4.0-1.0-23.0,,"[5741, 105, 327]",,,,,,,[],"['', -2, -4, 24, 24, 4, 8, -24, 48, -4, -8, -48, 24]",-1753498256348083523,test,23.0,52.0,"[None, None, None]","[4, 8, 48]","['5', '6', '8']","['right', 'right', 'down']","[6479, 7092, 7932]","{'click': {'edge': {'target': [], 'time': []}, 'state': {'target': ['1', '2', '3', '4', '5', '6', '7', '8'], 'time': [1253, 1642, 1942, 2550, 3538, 3911, 4827, 5379]}}, 'mouseout': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}, 'mouseover': {'edge': {'target': [], 'time': []}, 'state': {'target': [], 'time': []}}}",8.74,9315.0,1632,,QuestPilot2,,chrome,macos,UNKNOWN,5,0,irlexp7_3,2020-10-23,2020-10-23,2020-10-24,0.0,3,debug,0,1,7,1,2020-10-23,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",2.73,3.73,walrus,54.03333333333333,8,2,2,4,8
