trace_pid,$w_{back.}$ with $\beta$,"$w_{back.}, w_{depth}$ with $\beta$","$w_{back.}, w_{depth}, w_{dist.}$ with $\beta$","$w_{back.}, w_{depth}, w_{dist.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{depth}, w_{dist.}, w_{forw.}$ with $\beta$","$w_{back.}, w_{depth}, w_{dist.}, w_{forw.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{depth}, w_{eff.}$ with $\beta$","$w_{back.}, w_{depth}, w_{forw.}$ with $\beta$","$w_{back.}, w_{depth}, w_{forw.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{dist.}$ with $\beta$","$w_{back.}, w_{dist.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{dist.}, w_{forw.}$ with $\beta$","$w_{back.}, w_{dist.}, w_{forw.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{eff.}$ with $\beta$","$w_{back.}, w_{forw.}$ with $\beta$","$w_{back.}, w_{forw.}, w_{eff.}$ with $\beta$",$w_{depth}$ with $\beta$,"$w_{depth}, w_{dist.}$ with $\beta$","$w_{depth}, w_{dist.}, w_{eff.}$ with $\beta$","$w_{depth}, w_{dist.}, w_{forw.}$ with $\beta$","$w_{depth}, w_{dist.}, w_{forw.}, w_{eff.}$ with $\beta$","$w_{depth}, w_{eff.}$ with $\beta$","$w_{depth}, w_{forw.}$ with $\beta$","$w_{depth}, w_{forw.}, w_{eff.}$ with $\beta$",$w_{dist.}$ with $\beta$,"$w_{dist.}, w_{eff.}$ with $\beta$","$w_{dist.}, w_{forw.}$ with $\beta$","$w_{dist.}, w_{forw.}, w_{eff.}$ with $\beta$",$w_{eff.}$ with $\beta$,$w_{forw.}$ with $\beta$,"$w_{forw.}, w_{eff.}$ with $\beta$",Null (Given Costs) with $\beta$
2251,-386.5735214842813,-381.5619396893442,-377.8278326891065,-380.2530424577235,-371.232820097032,-370.6244972521651,-384.0515737076312,-368.6308167534936,-368.0224939086267,-381.1116769095996,-383.6026080596761,-377.1538200522628,-379.6353556196912,-389.1194824920058,-382.1786244463732,-384.71649117656256,-378.9599363458058,-375.2258293455681,-377.6510391141851,-368.6308167534936,-368.0224939086267,-381.4495703640928,-366.0288134099552,-365.4204905650883,-378.5096735660612,-381.0006047161377,-374.5518167087244,-377.0333522761528,-386.5174791484674,-379.5766211028348,-382.11448783302416,-383.9715181407429
2252,-107.44693950058414,-86.37664744767154,-88.52867999427363,-88.48377926641388,-88.48396085376615,-90.63581181301598,-86.3317467198118,-86.33192830716406,-88.48377926641388,-101.88304344774873,-86.3317467198118,-86.35822720311856,-88.48377926641388,-84.17971417320972,-84.20619465651647,-86.3317467198118,-84.2335788255774,-86.38561137217948,-86.33174671981182,-86.35869842329383,-88.4837792664139,-84.17971417320973,-84.20666587669174,-86.33174671981182,-102.50285102110321,-84.17971417320973,-95.57498606782741,-86.33174671981182,-82.02768162660765,-93.42295352122532,-84.17971417320973,-113.25496256387213
2254,-103.47697963029235,-82.17736500927171,-84.29441826157034,-84.21454277344584,-84.21472436732456,-86.33159602574447,-82.09748952114721,-82.09767111502593,-84.21454277344584,-92.68781336626398,-82.09748952114721,-82.12396546368431,-84.21454277344584,-79.98043626884859,-80.0069122113857,-82.09748952114721,-80.06927568152545,-82.18632893382409,-82.09748952114721,-82.12444219981329,-84.21454277344584,-79.98043626884859,-80.00738894751467,-82.09748952114721,-93.375927673299,-79.98043626884859,-91.37570362922361,-82.09748952114721,-77.86338301654996,-89.25865037692499,-79.98043626884859,-109.7650436738316
2256,-323.496385200289,-326.1038530790935,-319.24698841933207,-314.92069919695354,-321.85445629813654,-317.528167075758,-322.530631801196,-328.711320957898,-324.7694484019393,-316.63952054052754,-312.31323131814906,-319.24698841933207,-314.92069919695354,-319.9231639223915,-326.1038530790935,-322.16198052313484,-332.82234543930394,-335.4298133181084,-312.31323131814906,-338.03728119691294,-314.92069919695354,-329.7470703352709,-335.4298133181084,-332.35453821407543,-332.82234543930394,-309.70576343934454,-335.4298133181084,-312.31323131814906,-327.13960245646643,-332.82234543930394,-329.7470703352709,-330.2148775604994
2257,-143.88541335122784,-128.1416719046518,-115.49112459434853,-115.59786516192428,-117.72979300158764,-117.83653356916338,-126.04801356299308,-130.38034031189088,-128.28668197023217,-113.25245618710943,-113.35919675468517,-115.49112459434853,-115.59786516192428,-123.80934515575397,-132.42283190267085,-126.04801356299308,-130.52704831119243,-114.05997989973183,-113.35919675468517,-116.29864830697093,-115.59786516192428,-123.80934515575397,-132.76571671843152,-126.04801356299308,-111.82131149249273,-111.12052834744607,-114.05997989973183,-113.35919675468517,-121.57067674851487,-142.00908436940423,-123.80934515575397,-146.5146912171296
2259,-348.4328565071314,-351.07699002247864,-347.3836383440599,-346.82718351535914,-350.02777185940715,-349.4713170307064,-352.2269734738922,-353.41237137353244,-353.84867116727816,-344.7395048287126,-344.18305000001186,-347.3836383440599,-346.82718351535914,-349.5828399585449,-350.76823785818516,-351.2045376519309,-371.4716986101928,-364.9222881635291,-358.5138955098243,-367.5664216788764,-361.1580290251716,-368.8462646205731,-374.11583212554,-368.3451392431298,-362.2781546481819,-355.869761994477,-364.9222881635291,-358.5138955098243,-366.2021311052259,-371.4716986101928,-365.7010057277825,-368.8275650948455
2260,-153.66390461676488,-145.19297971598883,-147.5151751655595,-148.0047544828278,-142.6270740128753,-144.94926946244598,-145.6825590332571,-140.3048785633046,-142.6270740128753,-148.9811936030728,-149.16129803432884,-140.3048785633046,-142.6270740128753,-146.83910258475817,-137.98268311373394,-140.3048785633046,-146.75329509419342,-149.07549054376412,-150.29793467645334,-151.3976859933348,-150.44527588534737,-147.97573922688267,-149.07549054376412,-148.12308043577667,-147.0478332324945,-147.97573922688267,-149.3700286820652,-148.12308043577667,-145.65354377731197,-149.14747347430597,-145.800884986206,-155.24259426308927
2262,-106.29224841938779,-90.17954717660768,-84.3550682934201,-85.58834178695086,-84.9547881423832,-87.10001786295739,-90.16617984467617,-91.5489168829286,-92.31140956525036,-82.20983857284591,-83.44311206637667,-82.809558421809,-84.9547881423832,-88.32546580481743,-89.47802169086579,-90.47069552539162,-95.48587785136446,-85.03606245480745,-84.3888059907986,-86.15695328793487,-86.5340357113728,-88.02095012425168,-92.95548993791111,-90.16617984482588,-82.89083273423324,-82.24357627022441,-84.01172356736068,-84.3888059907986,-86.83502309164508,-102.09085780024343,-88.98025281221929,-112.45263706842803
2263,-125.48443720629915,-105.82023132639887,-108.07013616156401,-110.32004099672915,-110.32004099672915,-112.56994583189427,-108.07013616156401,-108.07013616156401,-110.32004099672915,-106.59283777593711,-108.84274261110225,-108.84274261110225,-111.09264744626739,-111.70416448576435,-110.31564269028712,-112.06979979522274,-103.58881305203778,-105.8387178872029,-108.08862272236804,-108.08862272236804,-110.33852755753318,-105.8387178872029,-105.8387178872029,-108.08862272236804,-107.7166802942413,-109.96658512940644,-109.96658512940644,-112.21648996457156,-110.31160183232423,-122.09569014174227,-111.19867225735297,-131.77345073924124
2265,-113.7404045005206,-108.99150698545695,-111.20092728935525,-113.41034759325355,-110.60020726909961,-112.28945067059087,-111.20092728935525,-108.39078696520131,-110.08003036669257,-115.9498248044189,-114.30266599498768,-108.39078696520131,-110.08003036669257,-112.09324569108938,-106.18136666130302,-107.87061006279427,-111.42959172668924,-113.63901203058754,-115.73809455493148,-115.84843233448584,-115.1263110736101,-113.52867425103318,-113.63901203058754,-112.9168907697118,-113.7404045005206,-113.89316178662962,-115.25799169753262,-112.9168907697118,-111.68374148273132,-113.04857139363432,-110.7074704658135,-111.5309841966223
2266,-146.4650044460119,-131.77692089942607,-121.7315417238105,-123.95871537193725,-123.33999751857779,-125.56717116670454,-133.078556346741,-131.91844741714226,-133.22719857135584,-119.50436807568374,-121.7315417238105,-121.11282387045104,-123.33999751857779,-130.85138269861426,-129.6912737690155,-131.0000249232291,-132.55925571877503,-119.55391172306331,-121.78108537119006,-121.65357483881081,-123.88074848693756,-130.85138269861426,-134.78642936690179,-132.25691699941632,-117.32673807493654,-119.55391172306331,-119.42640119068406,-121.65357483881081,-128.6242090504875,-137.65097100834404,-130.02974335128957,-147.3469848576021
2268,-147.8245084117244,-127.64737544231598,-118.2319357376972,-116.5426239650665,-117.31994148768129,-118.7520442689648,-124.98230129236852,-127.52715487302088,-127.19172159626682,-116.0225154337989,-114.3332036611682,-115.11052118378299,-116.5426239650665,-122.77288098847022,-127.34376533090845,-124.98230129236852,-129.5654991328704,-116.69799066225269,-114.3332036611682,-116.25592886560351,-116.5426239650665,-122.77288098847022,-131.19148409917443,-124.98230129236852,-114.4885703583544,-112.1237833572699,-114.04650856170521,-114.3332036611682,-120.56346068457192,-135.6168533441609,-122.77288098847022,-149.8526217837927
2271,-123.65712568226252,-109.1787766210707,-94.59452925179741,-96.77925317803093,-95.0786500466098,-96.73644185380135,-111.3635005473042,-106.18307224413655,-107.65440933583868,-92.40980532556391,-94.59452925179741,-92.89392612037628,-94.55171792756784,-112.09042831710096,-103.99834831790305,-105.46968540960516,-110.27360630258691,-92.6055585099843,-94.79028243621781,-93.3870008275117,-95.57172475374522,-112.2003561317367,-112.45833022882043,-110.25569065953601,-90.42083458375079,-92.6055585099843,-91.2022769012782,-93.3870008275117,-110.01563220550318,-112.24978260368306,-108.07096673330251,-125.79400055779232
2272,-152.46159854197995,-154.81183872487614,-157.16207890777235,-159.51231909066857,-159.51231909066857,-161.86255927356478,-157.16207890777235,-157.16207890777235,-159.51231909066857,-154.81183872487614,-157.16207890777235,-157.16207890777235,-159.51231909066857,-154.81183872487614,-154.81183872487614,-157.16207890777235,-165.93953926999006,-168.28977945288625,-164.41671881550795,-170.64001963578247,-166.76695899840416,-162.06647863261173,-168.28977945288625,-164.41671881550795,-165.93953926999006,-162.06647863261173,-168.28977945288625,-164.41671881550795,-159.71623844971555,-165.93953926999006,-162.06647863261173,-163.58929908709385
2273,-125.43954765786825,-107.7497473221807,-100.42298378637251,-100.45527923565115,-100.27900486823486,-102.43103741483694,-107.81750097040658,-108.58196841261275,-109.87638500037033,-98.27095123977043,-98.30324668904908,-98.12697232163278,-100.27900486823486,-105.6654684238045,-107.40258380531507,-107.72435245376826,-109.94848674036014,-99.03795643180756,-98.30324668904908,-99.17576452106726,-100.45527923565115,-105.6654684238045,-111.80041160900547,-107.81750097040658,-96.88592388520547,-96.15121414244699,-97.02373197446518,-98.30324668904908,-103.51343587720241,-116.07577107407485,-105.6654684238045,-128.41867991512285
2275,-131.11673305993273,-112.49485227955303,-114.7391704644191,-109.91637238146771,-114.61342008837414,-112.16069056633378,-107.67205419660165,-112.36910190350808,-109.91637238146771,-118.05592692126484,-110.76613950457306,-112.36910190350808,-113.01045768943914,-108.52182131970699,-110.124783718642,-110.76613950457306,-118.00022145993807,-120.24453964480415,-107.67205421325198,-112.62176446163798,-109.91637239811806,-105.42773602838591,-110.3774462767719,-107.67205421325198,-118.71235675922911,-109.29966824256648,-119.79427067697588,-111.54398642743256,-107.05535005770041,-124.21658668809957,-109.29966824256648,-135.9566167593913
2276,-106.84586278673305,-89.41238209689847,-89.91439083732787,-91.27218980312226,-90.61216473193439,-92.77753140207754,-90.47949360204028,-90.47958439983839,-92.64486027218345,-87.74902416718471,-89.10682313297909,-88.44679806179121,-90.61216473193439,-88.31412693189712,-88.32715568766059,-90.47949360204028,-87.25149745087306,-89.41686412101623,-90.06563998049914,-90.49297013152265,-92.23100665064231,-88.31412693189712,-88.3276034613795,-90.47949360204028,-88.53427948704673,-87.90027331035598,-89.6699774297905,-90.06563998049914,-86.14876026175395,-91.84754663244459,-88.31412693189712,-104.68426335877064
2277,-135.7571031576923,-116.26898255841651,-91.44143961062069,-91.69175407837055,-91.36937055521052,-93.60803896244963,-116.90466755688783,-117.10844121871037,-119.14333596412693,-89.20277120338159,-89.45308567113145,-89.13070214797142,-91.36937055521052,-114.66599914964873,-116.3878806138076,-116.90466755688783,-121.89335456401545,-92.0099834732722,-90.46653197035043,-92.65847231252766,-92.70520037758953,-115.45344806669695,-124.13202297125456,-117.69211647393605,-89.7713150660331,-88.22786356311133,-90.41980390528856,-90.46653197035043,-113.21477965945785,-130.20719421856825,-115.45344806669695,-141.58971584352776
2278,-77.35693716092015,-79.46931479954739,-71.82215391887479,-72.45344650149731,-72.19421242105047,-74.3112656733491,-81.586368037815,-81.58636803646561,-83.70342128876425,-69.70510066657616,-70.33639324919868,-70.07715916875183,-72.19421242105047,-79.46931478551639,-79.46931478416698,-81.58636803646561,-77.35226167094376,-72.57588345597725,-71.22585149296542,-73.2477452310666,-73.34290474526405,-79.46931478673852,-79.4693149232424,-81.5863680372989,-70.45883020367863,-69.10879824066679,-71.13069197876797,-71.22585149296542,-77.3522615344399,-77.35498534560242,-79.46931478500028,-75.24387773226879
2279,-102.87742997065826,-75.17385688489976,-59.37983679085686,-60.806937848919965,-56.93283640681963,-58.37240985170767,-70.85437344000619,-62.714808520547784,-62.501081688312155,-92.13373826760763,-83.9462384894,-72.63475469458933,-69.51592975886275,-103.15765377492332,-102.05275119218587,-98.8621526015207,-73.35506380503656,-57.561043710993665,-58.988144769056774,-55.11404332695644,-56.553616771844474,-69.035580360143,-60.89601544068459,-60.682288608448964,-90.31494518774443,-82.12744540953682,-70.81596161472615,-67.69713667899956,-101.33886069506012,-100.23395811232267,-97.04335952165751,-101.05863689079507
2280,-115.07522058738007,-85.54836124772481,-74.62965220869536,-76.01030549719863,-69.21344308853243,-70.67600292063081,-83.36772066597271,-71.27679214957288,-72.56458379619299,-109.83204887639242,-102.9020055977822,-87.39331135863142,-86.3203979248514,-115.45907942495151,-113.9959399364189,-112.81717815334876,-83.66776118987804,-72.74905215084858,-74.12970543935185,-67.33284303068565,-68.79540286278403,-81.48712060812593,-69.3961920917261,-70.68398373834621,-107.95144881854564,-101.02140553993543,-85.51271130078464,-84.43979786700463,-113.57847936710473,-112.11533987857213,-110.93657809550199,-113.19462052953328
2281,-55.210795443452646,-4.4935984103309865,-5.991464547107982,-7.489330683884977,-7.489330683884977,-8.987196820661973,-5.991464547107982,-5.991464547107982,-7.489330683884977,-4.4935984103309865,-5.991464547107982,-5.991464547107982,-7.489330683884977,-55.046581920304135,-55.27672580130949,-5.991464794446415,-2.995732273553991,-4.4935984103309865,-5.991464547107982,-5.991464547107982,-7.489330683884977,-4.4935984103309865,-4.4935984103309865,-5.991464547107982,-2.995732273553991,-4.4935984103309865,-4.4935984103309865,-5.991464547107982,-54.37523516465019,-54.62949522105497,-4.49359865766942,-54.54505072432363
2286,-130.72252524184194,-116.04472608663193,-104.8101425741066,-107.0430966334339,-105.9508396235349,-108.18379368286219,-118.27768014595921,-116.03939808441548,-118.27235214374278,-102.57718851477932,-104.8101425741066,-103.7178855642076,-105.9508396235349,-116.93552939120738,-113.8064440250882,-116.03939808441548,-116.47329135091758,-102.57718851477932,-104.8101425741066,-104.04073091789087,-106.27368497721817,-116.93552939120738,-118.70624541024488,-117.20177578212684,-100.34423445545202,-102.57718851477932,-101.80777685856359,-104.04073091789087,-114.70257533188008,-120.8272604830574,-114.96882172279956,-131.34705038748413
2287,-187.08056678243656,-149.58180034938752,-143.90881732362297,-144.49976523615365,-126.13781106855714,-127.05229374396137,-151.72013340889555,-124.52468467017579,-125.75338903643788,-182.52291306912312,-183.50623661632324,-161.71032668662482,-163.74076654416018,-187.95448044329308,-184.38620060776205,-185.29699396899719,-147.4434672898795,-141.77048426411494,-142.36143217664562,-123.99947800904911,-124.91396068445334,-149.58180034938752,-122.38635161066776,-123.61505597692985,-180.3845800096151,-181.3679035568152,-159.5719936271168,-161.60243348465215,-185.81614738378505,-182.24786754825402,-183.15866090948916,-184.94223372292853
2288,-122.72944059128011,-125.0516360408508,-110.39708552738568,-111.93106517362479,-112.71928097695637,-114.25326062319547,-127.37383149042148,-127.37383149042148,-129.0865837634818,-108.074890077815,-109.6088697240541,-110.39708552738568,-111.93106517362479,-125.0516360408508,-125.0516360408508,-126.7643883139111,-122.73284565582433,-111.77911905134017,-114.10131450091086,-114.10131450091086,-116.42350995048155,-125.05504110539502,-125.05504110539502,-127.3772365549657,-109.45692360176949,-111.77911905134017,-111.77911905134017,-114.10131450091086,-122.73284565582433,-122.73284565582433,-125.05504110539502,-120.41065020625365
2289,-116.7675583806807,-99.39593006765966,-101.62310371578641,-102.39097416562197,-102.06148765426873,-104.28866130239548,-100.52489243580389,-100.524983231541,-102.75206608393064,-99.49856881344257,-100.16380051749522,-99.83431400614198,-102.06148765426873,-98.29771878767714,-98.31070365850299,-100.52489243580389,-97.17323844363594,-99.4004120917627,-100.52489243580389,-100.5383686573303,-102.75206608393064,-98.29771878767714,-98.31119500920354,-100.52489243580389,-99.85720456004078,-98.29771878767714,-100.67357722008363,-100.52489243580389,-96.07054513955038,-101.76928762324222,-98.29771878767714,-114.5437435515226
2290,-333.519388456626,-332.2440463429804,-328.68161431359516,-331.0874451802308,-320.72341945385784,-321.2099277502066,-334.69950298600287,-322.4834869288416,-323.4677226031883,-328.6201308217916,-331.07771521693314,-319.0558428802554,-320.1316329864608,-336.019514192532,-327.4280460325864,-329.6284629861162,-329.71592344030626,-326.153491410921,-328.55932227755665,-318.1952965511837,-318.6818048475325,-332.1713800833287,-319.95536402616744,-320.9395997005141,-326.0920079191174,-328.549592314259,-316.5277199775812,-317.6035100837866,-333.4913912898578,-324.8999231299122,-327.100340083442,-330.9912655539519
2291,-272.3596271310732,-269.55486557763965,-240.57044365853636,-241.0553384964862,-206.3637519897968,-206.84101755110424,-271.4148926009237,-228.67191930353846,-230.53504090433992,-239.59987530973868,-240.61554556365394,-204.1243381701317,-204.81997793828904,-273.97057173190774,-249.53467284632418,-247.08621191395005,-267.182399513458,-238.19797759435474,-238.68287243230458,-203.9912859256152,-204.4685514869226,-269.0424265367421,-226.29945323935684,-228.1625748401583,-237.22740924555706,-238.24307949947232,-201.75187210595007,-202.44751187410742,-271.5981056677261,-247.16220678214256,-244.71374584976843,-269.9871610668916
2293,-337.68925461674115,-334.2320158029625,-326.8412276164579,-329.2574581849908,-288.63553215247185,-288.2606514945552,-336.69636806433687,-295.02120097698884,-294.90170638301106,-329.0149169671227,-331.4824246179416,-287.10304944116245,-287.3941620607835,-340.1976691506943,-311.5852442557261,-314.07903073234587,-331.7070877993378,-324.3162996128331,-326.73253018136603,-286.1106041488471,-285.7357234909304,-334.1714400607121,-292.49627297336406,-292.3767783793863,-326.489988963498,-328.9574966143168,-284.5781214375377,-284.86923405715874,-337.6727411470696,-309.06031625210136,-311.5541027287211,-335.1643266131164
2294,-274.78544894916945,-260.625966709124,-261.5603565190037,-262.5824881862818,-261.46041113533744,-262.7339515762804,-261.52524991950986,-260.16600455427573,-261.3128469407253,-270.4335535977875,-272.25250290266695,-263.10866583067195,-264.74634614049364,-276.36376740161677,-274.7752845774833,-276.397018796754,-258.2535006449424,-259.187890454822,-260.2100221221002,-259.08794507115584,-260.3614855120988,-259.15278385532827,-257.79353849009414,-258.9403808765437,-268.06108753360587,-269.88003683848535,-260.7361997664903,-262.373880076312,-273.9913013374351,-272.40281851330167,-274.02455273257243,-272.41298288498785
2296,-147.82896869645043,-140.5776432380038,-135.806347217043,-138.03930127637028,-138.03930127637028,-140.2722553356976,-139.6688731832003,-140.68613208299172,-140.66815134456522,-133.5733931577157,-135.806347217043,-135.806347217043,-138.03930127637028,-137.43591912387302,-138.45317802366444,-138.43519728523793,-144.27262780770198,-134.83282127920066,-137.06577533852794,-137.06577533852794,-139.29872939785523,-139.50091028726467,-146.50558186702926,-141.44590427158033,-132.59986721987337,-134.83282127920066,-134.83282127920066,-137.06577533852794,-137.2679562279374,-148.68531456461486,-139.21295021225305,-151.58504263855284
2297,-126.3509436923295,-117.61446406909596,-106.29756687911626,-108.55299663237469,-108.55299663237469,-108.2023129141986,-119.86989382235438,-114.44454546807918,-116.69997522133761,-104.04213712585783,-106.29756687911626,-106.29756687911626,-105.94688316094017,-119.03549461567864,-112.18911571482076,-114.44454546807918,-118.22738988573633,-104.04213712585783,-106.29756687911626,-106.29756687911626,-108.4062821864861,-119.85691272582147,-120.48281963899475,-119.18252498208527,-101.78670737259941,-104.04213712585783,-104.04213712585783,-106.15085243322767,-117.60148297256305,-119.8947184603141,-116.92709522882684,-127.38961617146849
2298,-108.62484763509543,-74.96663707719775,-76.98816271111502,-77.1100095227274,-77.57221740809605,-79.13153515664467,-75.08848388881012,-75.55069177417877,-77.1100095227274,-101.98843818930818,-75.08848388881012,-76.19362226876271,-77.1100095227274,-73.06695825489284,-74.17209663484543,-75.08848388881012,-74.98407486788744,-77.00560050180471,-75.13742566850551,-76.19605328298692,-77.15895130242279,-73.11590003458824,-74.17452764906965,-75.13742566850551,-102.115911921609,-73.11590003458824,-74.17452764906965,-75.13742566850551,-71.09437440067097,-72.15300201515238,-73.11590003458824,-113.12902259676224
2299,-319.3293274034644,-312.9520879017218,-307.3005283730549,-309.7386024411317,-278.55459644432557,-278.65412090270416,-312.79392282682437,-277.74806880882943,-278.45767083034946,-311.9944505209596,-314.40181607215607,-284.5271160349001,-285.52416043556605,-321.400344027589,-305.71309757866027,-307.31267226019645,-310.4848509351565,-304.8332914064895,-307.2713654745664,-276.08735947776023,-276.1868839361388,-310.326685860259,-275.28083184226404,-275.9904338637841,-309.5272135543943,-311.9345791055907,-282.0598790683347,-283.0569234690007,-318.93310706102363,-303.24586061209493,-304.84543529363106,-316.86209043689905
2300,-276.97796121136196,-261.7429798381882,-264.1154459023698,-264.52025020687427,-240.07705929846972,-239.32952004939705,-262.1477841426926,-237.7045932342881,-236.9570539852154,-272.55374891905217,-274.404958233388,-269.7391783912671,-271.64792927017834,-278.5878912372619,-273.86687045928727,-275.5265743431609,-259.37051377400655,-261.7429798381882,-262.1477841426926,-237.7045932342881,-236.9570539852154,-259.775318078511,-235.33212717010647,-234.58458792103377,-270.1812828548705,-272.0324921692064,-267.3667123270855,-269.2754632059967,-276.21542517308023,-271.4944043951056,-273.1541082789793,-274.60549514718036
2301,-138.5654291363882,-125.0245158402883,-87.18961883928874,-89.48210257862402,-89.24857506930479,-91.06585721291046,-127.31699957962358,-124.36934845874822,-126.66183219808352,-84.89713509995346,-87.18961883928874,-86.95609132996951,-88.77337347357516,-126.95851716490733,-122.07686471941294,-124.36934845874822,-128.3958771404775,-85.99699155504364,-88.28947529437892,-88.28947529437892,-90.58195903371421,-126.95851716490733,-130.68836087981276,-128.13342661180124,-83.70450781570835,-85.99699155504364,-85.99699155504364,-88.28947529437892,-124.66603342557205,-133.8981909165133,-125.84094287246594,-142.1062077144029
2302,-122.60383307002861,-101.99651798711612,-104.16188465725928,-102.16990933389793,-101.77319950905208,-103.93856617919523,-100.00454266375476,-99.6078328389089,-101.77319950905208,-118.23609902479106,-100.00454266375476,-99.6078328389089,-101.77319950905208,-97.8391759936116,-97.44246616876575,-99.6078328389089,-106.30757730333688,-108.47294397348006,-100.57031797206825,-108.50520053877442,-101.77319950905208,-98.4049513019251,-106.33983386863126,-99.6078328389089,-118.59273558042521,-98.4049513019251,-115.45987297338323,-99.6078328389089,-96.23958463178192,-113.29450630324006,-97.44246616876575,-127.47047944623567
2303,-119.27435430388883,-99.01970775697092,-86.49940039897777,-86.82831479435083,-86.57231592572128,-88.78772432514295,-98.7506801117608,-98.75090711106529,-100.96608851118246,-84.28399199955612,-84.61290639492918,-84.35690752629964,-86.57231592572128,-96.53527171233915,-96.56819921767902,-98.7506801117608,-96.81382210997312,-87.11824437372924,-85.61789844052674,-87.86433868238416,-87.8333068399484,-96.53527171233915,-96.56889654139123,-98.7506801117608,-84.90283597430758,-83.4024900411051,-85.6489302829625,-85.61789844052674,-94.31986331291749,-106.11930105620416,-96.53527171233915,-125.55842134969639
2304,-140.91618023897962,-124.5718566436196,-125.59515563163134,-125.24219378696965,-126.0569055209188,-127.49762354022808,-123.13179315439174,-126.49766951241362,-125.38722290765017,-123.33972587837292,-122.98676403371122,-123.80147576766038,-125.24219378696965,-120.87636340113332,-124.71285969682219,-123.13179315439174,-126.83389506304489,-124.08989497969297,-122.98676403371122,-124.99484086226471,-125.24219378696965,-120.87636340113332,-129.0893248163033,-123.13179315439174,-121.83446522643455,-120.7313342804528,-122.73941110900628,-122.98676403371122,-118.62093364787489,-134.0847262712913,-120.87636340113332,-143.52257555042883
2305,-118.57456070121219,-96.81694142068947,-99.02636172458777,-97.65280330359293,-97.65312109897815,-99.86222360749123,-95.44338299969463,-95.44370079507985,-97.65280330359293,-108.86838979313893,-95.44338299969463,-95.48962679074441,-97.65280330359293,-93.23396269579634,-93.28020648684611,-95.44338299969463,-94.62152576964928,-96.83094607354758,-95.44338299969465,-95.49048397794702,-97.65280330359295,-93.23396269579635,-93.28106367404872,-95.44338299969465,-109.68654385479326,-93.23396269579635,-110.7297505277037,-95.44338299969465,-91.02454239189805,-108.5203302238054,-93.23396269579635,-124.28149119842595
2306,-271.49999695417137,-249.30765736764326,-250.46963546835437,-250.6131710473058,-249.62341063393995,-250.16241679437468,-249.37820262837778,-248.90842615747206,-249.5790851252469,-265.66163846060283,-267.5069409190592,-252.4330854717783,-254.11095548889747,-273.12306396377863,-271.37735499007425,-271.62806209323236,-246.93519130346164,-248.09716940417275,-248.24070498312417,-247.25094456975833,-247.78995073019303,-247.00573656419616,-246.53596009329044,-247.20661906106528,-263.2891723964212,-265.1344748548776,-250.06061940759668,-251.73848942471585,-270.750597899597,-269.0048889258926,-269.25559602905076,-269.12753088998977
2308,-136.15602619905198,-129.2903390635881,-122.29544378503857,-122.79206173268939,-124.22688220045302,-124.89440804238487,-126.75411997953857,-131.35961500668128,-128.25788700170705,-120.19309747534308,-120.68971542299391,-122.12453589075754,-122.79206173268939,-126.85834512040137,-130.14579444157295,-126.15554069201157,-132.43213983805109,-122.60242257119388,-124.70476888088938,-123.6957003681039,-125.79804667779938,-133.0021261791952,-133.3101084909536,-133.00966839040356,-125.35754476613835,-124.88977168591394,-121.59335405840841,-123.6957003681039,-132.55086795055846,-138.3566618159836,-132.44218607615008,-143.14241084926348
2309,-111.03747202759463,-65.30453295908742,-67.31720880445499,-69.32988464944759,-69.32988464944759,-71.34256049481516,-67.31720880408002,-67.31720880408002,-69.32988464944759,-101.25322240374524,-67.31720880408002,-67.31720880408002,-69.32988464944759,-65.30453295871244,-65.30453295871244,-67.31720880408002,-63.29185711371988,-65.30453295908745,-67.31720880408002,-67.31720880408005,-69.32988464944759,-65.30453295871244,-65.30453295871249,-67.31720880408002,-101.21401329885683,-65.30453295871244,-65.3072567690112,-67.31720880408002,-63.29185711334487,-63.29458092364363,-65.30453295871244,-118.29443558106868
2311,-381.2721398194179,-374.9300697572148,-374.9775454178832,-377.41183614077033,-352.9491321135565,-352.64271462828725,-377.42348177683726,-350.36389011603745,-350.0574726307682,-379.70344113726037,-382.1991628461601,-374.6912742808326,-377.17716048512,-383.817802543185,-375.84575220537727,-378.3830293707893,-372.3448277596957,-372.39230342036416,-374.82659414325127,-350.36389011603745,-350.0574726307682,-374.8382397793182,-347.7786481185184,-347.4722306332491,-377.11819913974125,-379.61392084864104,-372.10603228331354,-374.59191848760094,-381.2325605456659,-373.26051020785815,-375.79778737327024,-378.6868978218988
2312,-134.23751485001674,-123.7248002711654,-117.93181011539296,-120.20874856119323,-120.01175265126298,-121.30134683792218,-126.00173871696568,-122.10321547808276,-124.38015392388303,-115.6548716695927,-117.93181011539296,-117.73481420546271,-119.0244083921219,-124.66297016073302,-119.82627703228249,-122.10321547808276,-124.96939526816058,-115.690357965657,-117.96729641145727,-117.96729641145727,-120.24423485725754,-125.76638376673705,-127.24633371396085,-125.40367089469038,-113.41341951985673,-115.690357965657,-115.690357965657,-117.96729641145727,-123.48944532093678,-129.37602646065147,-123.12673244889011,-135.736783010965
