,browser,platform,cond,counterbalance,codeversion,bonus,status,mode,pid,run,final_bonus,displayed_bonus,DEPTH,COST,MIN_TIME,inspectCost,bonusRate,variance,branching,first_trial,time_diff
62,chrome,windows,0,0,0.0.3,0,1,live,98,quest_main,3.37,3.37,0,0,7,1,0.002,2_4_24,312,True,92.47558333333333
63,chrome,windows,0,0,0.0.3,0,1,live,101,quest_main,3.43,3.43,0,0,7,1,0.002,2_4_24,312,False,64.07768333333334
64,chrome,windows,0,0,0.0.3,0,1,live,100,quest_main,0.33,0.33,0,0,7,1,0.002,2_4_24,312,False,71.21338333333334
65,firefox,windows,0,0,0.0.3,0,1,live,140,quest_main,3.18,3.18,0,0,7,1,0.002,2_4_24,312,False,48.803133333333335
66,chrome,windows,0,0,0.0.3,0,1,live,99,quest_main,1.37,1.37,0,0,7,1,0.002,2_4_24,312,True,78.24368333333334
67,chrome,windows,0,0,0.0.3,0,1,live,75,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,69.43403333333333
68,firefox,windows,0,0,0.0.3,0,1,live,126,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,65.51548333333334
69,chrome,windows,0,0,0.0.3,0,1,live,142,quest_main,3.23,3.23,0,0,7,1,0.002,2_4_24,312,True,54.32346666666667
70,chrome,windows,0,0,0.0.3,0,1,live,102,quest_main,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,84.32865
72,chrome,windows,0,0,0.0.3,0,1,live,141,quest_main,1.79,1.79,0,0,7,1,0.002,2_4_24,312,False,86.78521666666667
73,chrome,windows,0,0,0.0.3,0,1,live,104,quest_main,3.03,3.03,0,0,7,1,0.002,2_4_24,312,True,76.24055
74,chrome,windows,0,0,0.0.3,0,1,live,143,quest_main,2.19,2.19,0,0,7,1,0.002,2_4_24,312,False,52.40043333333333
76,chrome,windows,0,0,0.0.3,0,1,live,108,quest_main,3.13,3.13,0,0,7,1,0.002,2_4_24,312,True,54.712383333333335
77,chrome,windows,0,0,0.0.3,0,1,live,136,quest_main,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,66.77026666666667
79,chrome,windows,0,0,0.0.3,0,1,live,145,quest_main,2.96,2.96,0,0,7,1,0.002,2_4_24,312,True,74.85621666666667
80,chrome,windows,0,0,0.0.3,0,1,live,110,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,142.10786666666667
81,firefox,windows,0,0,0.0.3,0,1,live,109,quest_main,3.38,3.38,0,0,7,1,0.002,2_4_24,312,True,90.97853333333333
82,firefox,windows,0,0,0.0.3,0,1,live,147,quest_main,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,58.90025
83,firefox,windows,0,0,0.0.3,0,1,live,112,quest_main,3.09,3.09,0,0,7,1,0.002,2_4_24,312,False,72.88936666666666
84,chrome,windows,0,0,0.0.3,0,1,live,111,quest_main,3.12,3.12,0,0,7,1,0.002,2_4_24,312,True,51.62315
85,chrome,windows,0,0,0.0.3,0,1,live,127,quest_main,3.0,3.0,0,0,7,1,0.002,2_4_24,312,False,129.54251666666667
86,chrome,windows,0,0,0.0.3,0,1,live,148,quest_main,3.1,3.1,0,0,7,1,0.002,2_4_24,312,False,74.00028333333333
87,firefox,windows,0,0,0.0.3,0,1,live,113,quest_main,3.51,3.51,0,0,7,1,0.002,2_4_24,312,False,93.76003333333334
88,chrome,linux,0,0,0.0.3,0,1,live,114,quest_main,3.4,3.4,0,0,7,1,0.002,2_4_24,312,False,38.764066666666665
89,chrome,windows,0,0,0.0.3,0,1,live,76,quest_main,3.22,3.22,0,0,7,1,0.002,2_4_24,312,True,43.6664
90,chrome,windows,0,0,0.0.3,0,1,live,149,quest_main,3.03,3.03,0,0,7,1,0.002,2_4_24,312,False,75.65078333333334
91,chrome,windows,0,0,0.0.3,0,1,live,128,quest_main,2.9,2.9,0,0,7,1,0.002,2_4_24,312,True,51.79135
92,chrome,windows,0,0,0.0.3,0,1,live,117,quest_main,2.6,2.6,0,0,7,1,0.002,2_4_24,312,True,82.8278
93,firefox,windows,0,0,0.0.3,0,1,live,116,quest_main,1.31,1.31,0,0,7,1,0.002,2_4_24,312,True,43.44545
97,chrome,windows,0,0,0.0.3,0,1,live,105,quest_main,3.18,3.18,0,0,7,1,0.002,2_4_24,312,True,51.52295
98,chrome,windows,0,0,0.0.3,0,1,live,118,quest_main,2.89,2.89,0,0,7,1,0.002,2_4_24,312,False,114.23233333333333
100,firefox,windows,0,0,0.0.3,0,1,live,59,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,52.922666666666665
101,firefox,macos,0,0,0.0.3,0,1,live,120,quest_main,3.2,3.2,0,0,7,1,0.002,2_4_24,312,True,57.481883333333336
103,chrome,windows,0,0,0.0.3,0,1,live,122,quest_main,0.57,0.57,0,0,7,1,0.002,2_4_24,312,False,94.56605
104,chrome,windows,0,0,0.0.3,0,1,live,151,quest_main,2.87,2.87,0,0,7,1,0.002,2_4_24,312,True,109.01775
105,chrome,windows,0,0,0.0.3,0,1,live,123,quest_main,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,41.4421
106,chrome,windows,0,0,0.0.3,0,1,live,153,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,110.52425
107,chrome,windows,0,0,0.0.3,0,1,live,121,quest_main,3.22,3.22,0,0,7,1,0.002,2_4_24,312,False,87.20848333333333
109,chrome,windows,0,0,0.0.3,0,1,live,124,quest_main,2.73,2.73,0,0,7,1,0.002,2_4_24,312,False,89.6775
110,chrome,windows,0,0,0.0.3,0,1,live,156,quest_main,1.07,1.07,0,0,7,1,0.002,2_4_24,312,True,106.91373333333334
112,chrome,windows,0,0,0.0.3,0,1,live,154,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,110.79225
113,chrome,macos,0,0,0.0.3,0,1,live,159,quest_main,3.4,3.4,0,0,7,1,0.002,2_4_24,312,False,45.92048333333334
114,chrome,windows,0,0,0.0.3,0,1,live,157,quest_main,3.22,3.22,0,0,7,1,0.002,2_4_24,312,True,105.5732
117,chrome,windows,0,0,0.0.3,0,1,live,163,quest_main,3.1,3.1,0,0,7,1,0.002,2_4_24,312,False,85.96738333333333
118,chrome,windows,0,0,0.0.3,0,1,live,164,quest_main,3.54,3.54,0,0,7,1,0.002,2_4_24,312,True,93.95468333333334
121,chrome,macos,0,0,0.0.3,0,1,live,167,quest_main,3.22,3.22,0,0,7,1,0.002,2_4_24,312,True,69.8054
125,chrome,windows,0,0,0.0.3,0,1,live,171,quest_main,3.25,3.25,0,0,7,1,0.002,2_4_24,312,False,72.31358333333333
128,chrome,windows,0,0,0.0.3,0,1,live,172,quest_main,2.67,2.67,0,0,7,1,0.002,2_4_24,312,True,90.86346666666667
131,chrome,windows,0,0,0.0.3,0,1,live,177,quest_main,3.33,3.33,0,0,7,1,0.002,2_4_24,312,False,102.07078333333334
133,chrome,windows,0,0,0.0.3,0,1,live,152,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,99.87535
134,chrome,windows,0,0,0.0.3,0,1,live,175,quest_main,2.62,2.62,0,0,7,1,0.002,2_4_24,312,False,153.56521666666666
135,chrome,windows,0,0,0.0.3,0,1,live,180,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,
137,chrome,windows,0,0,0.0.3,0,1,live,178,quest_main,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,85.01558333333334
140,chrome,windows,0,0,0.0.3,0,1,live,129,quest_main,2.24,2.24,0,0,7,1,0.002,2_4_24,312,False,70.22691666666667
141,chrome,windows,0,0,0.0.3,0,1,live,133,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,75.17801666666666
142,chrome,windows,0,0,0.0.3,0,1,live,183,quest_main,2.73,2.73,0,0,7,1,0.002,2_4_24,312,False,113.39561666666667
143,chrome,windows,0,0,0.0.3,0,1,live,184,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,
144,chrome,windows,0,0,0.0.3,0,1,live,182,quest_main,0.61,0.61,0,0,7,1,0.002,2_4_24,312,False,78.74925
145,firefox,windows,0,0,0.0.3,0,1,live,130,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,95.10696666666666
146,opera,windows,0,0,0.0.3,0,1,live,185,quest_main,3.45,3.45,0,0,7,1,0.002,2_4_24,312,False,64.77688333333333
147,opera,windows,0,0,0.0.3,0,1,live,188,quest_main,2.64,2.64,0,0,7,1,0.002,2_4_24,312,False,100.15951666666666
149,chrome,windows,0,0,0.0.3,0,1,live,186,quest_main,3.07,3.07,0,0,7,1,0.002,2_4_24,312,True,80.6045
150,chrome,windows,0,0,0.0.3,0,1,live,189,quest_main,3.55,3.55,0,0,7,1,0.002,2_4_24,312,True,73.18015
151,chrome,windows,0,0,0.0.3,0,1,live,191,quest_main,2.65,2.65,0,0,7,1,0.002,2_4_24,312,True,83.90136666666666
152,chrome,windows,0,0,0.0.3,0,1,live,190,quest_main,1.3,1.3,0,0,7,1,0.002,2_4_24,312,True,48.8366
153,chrome,windows,0,0,0.0.3,0,2,live,85,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,
154,chrome,windows,0,0,0.0.4,0,6,live,192,quest_main,2.95,2.95,0,0,7,1,0.002,2_4_24,312,False,89.64338333333333
155,chrome,windows,0,0,0.0.4,0,6,live,193,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,81.49936666666666
157,chrome,windows,0,0,0.0.4,0,6,live,195,quest_main,2.98,2.98,0,0,7,1,0.002,2_4_24,312,True,92.89711666666666
158,chrome,windows,0,0,0.0.4,0,6,live,196,quest_main,3.54,3.54,0,0,7,1,0.002,2_4_24,312,False,100.48741666666666
159,chrome,windows,0,0,0.0.4,0,6,live,198,quest_main,3.09,3.09,0,0,7,1,0.002,2_4_24,312,False,77.86908333333334
160,chrome,windows,0,0,0.0.4,0,6,live,199,quest_main,2.61,2.61,0,0,7,1,0.002,2_4_24,312,True,74.97265
161,chrome,windows,0,0,0.0.4,0,6,live,200,quest_main,2.9,2.9,0,0,7,1,0.002,2_4_24,312,False,75.10228333333333
163,chrome,macos,0,0,0.0.4,0,6,live,201,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,52.91471666666666
164,chrome,windows,0,0,0.0.4,0,6,live,203,quest_main,3.04,3.04,0,0,7,1,0.002,2_4_24,312,False,46.545183333333334
166,chrome,windows,0,0,0.0.4,0,6,live,206,quest_main,3.08,3.08,0,0,7,1,0.002,2_4_24,312,True,40.09481666666667
167,chrome,windows,0,0,0.0.4,0,6,live,207,quest_main,3.26,3.26,0,0,7,1,0.002,2_4_24,312,False,59.73826666666667
168,chrome,windows,0,0,0.0.4,0,6,live,208,quest_main,3.25,3.25,0,0,7,1,0.002,2_4_24,312,False,53.5377
169,chrome,windows,0,0,0.0.4,0,6,live,209,quest_main,3.08,3.08,0,0,7,1,0.002,2_4_24,312,False,37.00066666666667
170,chrome,windows,0,0,0.0.4,0,6,live,210,quest_main,2.89,2.89,0,0,7,1,0.002,2_4_24,312,True,80.0039
172,chrome,windows,0,0,0.0.5,0,6,live,394,quest_main,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,68.28465
173,firefox,windows,0,0,0.0.5,0,6,live,254,quest_main,0.42,0.42,0,0,7,1,0.002,2_4_24,312,True,62.876333333333335
174,chrome,windows,0,0,0.0.5,0,6,live,255,quest_main,3.35,3.35,0,0,7,1,0.002,2_4_24,312,False,40.49545
175,safari,macos,0,0,0.0.5,0,6,live,213,quest_main,0.24,0.24,0,0,7,1,0.002,2_4_24,312,True,45.70551666666667
177,chrome,windows,0,0,0.0.5,0,6,live,339,quest_main,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,67.85983333333333
178,firefox,windows,0,0,0.0.5,0,6,live,501,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,59.764633333333336
179,chrome,windows,0,0,0.0.5,0,6,live,257,quest_main,3.37,3.37,0,0,7,1,0.002,2_4_24,312,False,100.93203333333334
181,chrome,windows,0,0,0.0.5,0,6,live,288,quest_main,3.5,3.5,0,0,7,1,0.002,2_4_24,312,False,102.35181666666666
182,chrome,windows,0,0,0.0.5,0,6,live,411,quest_main,3.1,3.1,0,0,7,1,0.002,2_4_24,312,True,85.52753333333334
183,chrome,windows,0,0,0.0.5,0,6,live,290,quest_main,3.25,3.25,0,0,7,1,0.002,2_4_24,312,False,76.56906666666667
184,chrome,windows,0,0,0.0.5,0,6,live,291,quest_main,0.37,0.37,0,0,7,1,0.002,2_4_24,312,False,64.8009
185,opera,windows,0,0,0.0.5,0,6,live,565,quest_main,0.34,0.34,0,0,7,1,0.002,2_4_24,312,False,40.43465
186,firefox,windows,0,0,0.0.5,0,6,live,216,quest_main,3.17,3.17,0,0,7,1,0.002,2_4_24,312,True,67.2531
187,chrome,windows,0,0,0.0.5,0,6,live,293,quest_main,3.41,3.41,0,0,7,1,0.002,2_4_24,312,False,76.10656666666667
188,chrome,windows,0,0,0.0.5,0,6,live,217,quest_main,3.24,3.24,0,0,7,1,0.002,2_4_24,312,True,91.0066
189,chrome,chromeos,0,0,0.0.5,0,6,live,258,quest_main,3.08,3.08,0,0,7,1,0.002,2_4_24,312,True,59.076116666666664
190,chrome,windows,0,0,0.0.5,0,6,live,219,quest_main,3.0,3.0,0,0,7,1,0.002,2_4_24,312,True,37.0013
191,chrome,windows,0,0,0.0.5,0,6,live,342,quest_main,3.32,3.32,0,0,7,1,0.002,2_4_24,312,True,98.69933333333333
193,chrome,windows,0,0,0.0.5,0,6,live,763,quest_main,3.31,3.31,0,0,7,1,0.002,2_4_24,312,True,84.52356666666667
194,chrome,macos,0,0,0.0.5,0,6,live,764,quest_main,0.8,0.8,0,0,7,1,0.002,2_4_24,312,False,46.58006666666667
195,chrome,windows,0,0,0.0.5,0,6,live,220,quest_main,3.23,3.23,0,0,7,1,0.002,2_4_24,312,False,94.35313333333333
197,chrome,windows,0,0,0.0.5,0,2,live,295,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,
198,chrome,windows,0,0,0.0.5,0,6,live,397,quest_main,3.31,3.31,0,0,7,1,0.002,2_4_24,312,True,52.31981666666667
199,chrome,windows,0,0,0.0.5,0,6,live,221,quest_main,3.17,3.17,0,0,7,1,0.002,2_4_24,312,False,69.70866666666667
200,chrome,windows,0,0,0.0.5,0,6,live,566,quest_main,1.55,1.55,0,0,7,1,0.002,2_4_24,312,True,104.77331666666667
201,chrome,windows,0,0,0.0.5,0,6,live,507,quest_main,0.47,0.47,0,0,7,1,0.002,2_4_24,312,False,33.608016666666664
202,chrome,windows,0,0,0.0.5,0,6,live,296,quest_main,0.27,0.27,0,0,7,1,0.002,2_4_24,312,True,70.03846666666666
203,chrome,windows,0,0,0.0.5,0,6,live,222,quest_main,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,85.09308333333334
205,chrome,windows,0,0,0.0.5,0,6,live,260,quest_main,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,63.452666666666666
207,chrome,windows,0,0,0.0.5,0,6,live,413,quest_main,3.29,3.29,0,0,7,1,0.002,2_4_24,312,False,36.21391666666667
208,chrome,windows,0,0,0.0.5,0,6,live,298,quest_main,0.68,0.68,0,0,7,1,0.002,2_4_24,312,False,53.270783333333334
209,chrome,macos,0,0,0.0.5,0,6,live,224,quest_main,3.48,3.48,0,0,7,1,0.002,2_4_24,312,True,47.72221666666667
210,chrome,windows,0,0,0.0.5,0,6,live,263,quest_main,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,104.6348
211,chrome,windows,0,0,0.0.5,0,6,live,465,quest_main,3.29,3.29,0,0,7,1,0.002,2_4_24,312,True,61.45415
212,chrome,windows,0,0,0.0.5,0,6,live,299,quest_main,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,65.41023333333334
213,chrome,windows,0,0,0.0.5,0,6,live,289,quest_main,2.5,2.5,0,0,7,1,0.002,2_4_24,312,True,53.177033333333334
218,chrome,windows,0,0,0.0.5,0,6,live,262,quest_main,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,63.903333333333336
223,chrome,windows,0,0,0.0.5,0,6,live,300,quest_main,3.21,3.21,0,0,7,1,0.002,2_4_24,312,True,65.29823333333333
225,firefox,windows,0,0,0.0.5,0,6,live,302,quest_main,3.12,3.12,0,0,7,1,0.002,2_4_24,312,False,46.18846666666666
226,chrome,windows,0,0,0.0.5,0,6,live,230,quest_main,3.01,3.01,0,0,7,1,0.002,2_4_24,312,True,95.18383333333334
227,chrome,windows,0,0,0.0.5,0,6,live,348,quest_main,0.22,0.22,0,0,7,1,0.002,2_4_24,312,False,59.56695
228,chrome,windows,0,0,0.0.5,0,6,live,231,quest_main,3.48,3.48,0,0,7,1,0.002,2_4_24,312,True,116.10036666666667
229,firefox,windows,0,0,0.0.5,0,6,live,349,quest_main,3.36,3.36,0,0,7,1,0.002,2_4_24,312,True,48.79305
231,chrome,windows,0,0,0.0.5,0,6,live,350,quest_main,3.37,3.37,0,0,7,1,0.002,2_4_24,312,False,70.30438333333333
232,chrome,windows,0,0,0.0.5,0,6,live,256,quest_main,2.49,2.49,0,0,7,1,0.002,2_4_24,312,True,35.88218333333333
233,chrome,macos,0,0,0.0.5,0,6,live,232,quest_main,0.65,0.65,0,0,7,1,0.002,2_4_24,312,False,84.47026666666666
237,chrome,windows,0,0,0.0.5,0,6,live,352,quest_main,3.06,3.06,0,0,7,1,0.002,2_4_24,312,True,49.466116666666665
238,chrome,windows,0,0,0.0.5,0,6,live,398,quest_main,1.31,1.31,0,0,7,1,0.002,2_4_24,312,True,49.84043333333333
239,firefox,windows,0,0,0.0.5,0,6,live,508,quest_main,3.33,3.33,0,0,7,1,0.002,2_4_24,312,False,91.7658
241,chrome,windows,0,0,0.0.5,0,6,live,264,quest_main,2.87,2.87,0,0,7,1,0.002,2_4_24,312,True,66.48903333333334
245,chrome,windows,0,0,0.0.5,0,6,live,304,quest_main,0.75,0.75,0,0,7,1,0.002,2_4_24,312,True,54.001466666666666
246,chrome,windows,0,0,0.0.5,0,6,live,415,quest_main,3.67,3.67,0,0,7,1,0.002,2_4_24,312,True,84.51295
247,chrome,windows,0,0,0.0.5,0,6,live,509,quest_main,3.23,3.23,0,0,7,1,0.002,2_4_24,312,False,66.81113333333333
248,chrome,windows,0,0,0.0.5,0,6,live,765,quest_main,2.4,2.4,0,0,7,1,0.002,2_4_24,312,False,51.3453
249,chrome,windows,0,0,0.0.5,0,6,live,236,quest_main,2.54,2.54,0,0,7,1,0.002,2_4_24,312,False,121.61476666666667
250,chrome,windows,0,0,0.0.5,0,6,live,354,quest_main,3.23,3.23,0,0,7,1,0.002,2_4_24,312,False,79.2327
251,chrome,windows,0,0,0.0.5,0,6,live,305,quest_main,3.5,3.5,0,0,7,1,0.002,2_4_24,312,True,82.52543333333334
252,chrome,windows,0,0,0.0.5,0,6,live,266,quest_main,3.35,3.35,0,0,7,1,0.002,2_4_24,312,True,63.32951666666666
253,firefox,windows,0,0,0.0.5,0,6,live,416,quest_main,3.59,3.59,0,0,7,1,0.002,2_4_24,312,False,78.98776666666667
254,chrome,windows,0,0,0.0.5,0,2,live,766,quest_main,2.59,2.59,0,0,7,1,0.002,2_4_24,312,True,57.72285
255,chrome,windows,0,0,0.0.5,0,6,live,306,quest_main,3.44,3.44,0,0,7,1,0.002,2_4_24,312,True,55.29951666666667
256,chrome,windows,0,0,0.0.5,0,6,live,873,quest_main,3.31,3.31,0,0,7,1,0.002,2_4_24,312,False,83.04643333333334
258,chrome,windows,0,0,0.0.5,0,6,live,510,quest_main,3.15,3.15,0,0,7,1,0.002,2_4_24,312,True,51.2899
259,chrome,windows,0,0,0.0.5,0,6,live,308,quest_main,2.98,2.98,0,0,7,1,0.002,2_4_24,312,False,55.72535
260,chrome,windows,0,0,0.0.5,0,6,live,355,quest_main,2.03,2.03,0,0,7,1,0.002,2_4_24,312,True,84.43326666666667
261,chrome,windows,0,0,0.0.5,0,6,live,307,quest_main,2.89,2.89,0,0,7,1,0.002,2_4_24,312,False,61.70138333333333
263,chrome,windows,0,0,0.0.5,0,6,live,511,quest_main,3.41,3.41,0,0,7,1,0.002,2_4_24,312,False,92.3699
264,chrome,windows,0,0,0.0.5,0,6,live,356,quest_main,2.99,2.99,0,0,7,1,0.002,2_4_24,312,True,101.30228333333334
266,chrome,windows,0,0,0.0.5,0,2,live,310,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,
267,chrome,windows,0,0,0.0.5,0,6,live,238,quest_main,3.21,3.21,0,0,7,1,0.002,2_4_24,312,True,44.19015
268,chrome,windows,0,0,0.0.5,0,6,live,309,quest_main,3.33,3.33,0,0,7,1,0.002,2_4_24,312,False,96.1718
269,chrome,windows,0,0,0.0.5,0,6,live,311,quest_main,2.89,2.89,0,0,7,1,0.002,2_4_24,312,True,117.68976666666667
271,firefox,windows,0,0,0.0.5,0,6,live,357,quest_main,3.46,3.46,0,0,7,1,0.002,2_4_24,312,False,45.99518333333334
272,chrome,windows,0,0,0.0.5,0,2,live,420,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,
273,firefox,linux,0,0,0.0.5,0,6,live,240,quest_main,0.0,0.0,0,0,7,1,0.002,2_4_24,312,True,60.70868333333333
274,chrome,windows,0,0,0.0.5,0,6,live,267,quest_main,2.89,2.89,0,0,7,1,0.002,2_4_24,312,True,72.47711666666666
275,chrome,windows,0,0,0.0.5,0,6,live,419,quest_main,1.87,1.87,0,0,7,1,0.002,2_4_24,312,False,58.870133333333335
276,firefox,windows,0,0,0.0.5,0,6,live,418,quest_main,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,73.17331666666666
277,chrome,windows,0,0,0.0.5,0,6,live,499,quest_main,3.15,3.15,0,0,7,1,0.002,2_4_24,312,True,110.30675
278,chrome,macos,0,0,0.0.5,0,6,live,358,quest_main,0.56,0.56,0,0,7,1,0.002,2_4_24,312,True,50.34571666666667
279,chrome,macos,0,0,0.0.5,0,6,live,767,quest_main,3.71,3.71,0,0,7,1,0.002,2_4_24,312,False,49.22808333333333
281,chrome,windows,0,0,0.0.5,0,6,live,609,quest_main,3.24,3.24,0,0,7,1,0.002,2_4_24,312,True,62.551233333333336
282,chrome,windows,0,0,0.0.5,0,6,live,242,quest_main,2.57,2.57,0,0,7,1,0.002,2_4_24,312,False,91.33356666666667
283,chrome,windows,0,0,0.0.5,0,6,live,241,quest_main,2.98,2.98,0,0,7,1,0.002,2_4_24,312,False,77.02253333333333
284,chrome,chromeos,0,0,0.0.5,0,6,live,422,quest_main,3.17,3.17,0,0,7,1,0.002,2_4_24,312,True,53.3977
285,chrome,windows,0,0,0.0.5,0,6,live,421,quest_main,1.2,1.2,0,0,7,1,0.002,2_4_24,312,True,105.5144
287,chrome,macos,0,0,0.0.5,0,6,live,640,quest_main,3.35,3.35,0,0,7,1,0.002,2_4_24,312,False,52.467083333333335
288,chrome,windows,0,0,0.0.5,0,6,live,312,quest_main,2.9,2.9,0,0,7,1,0.002,2_4_24,312,False,78.63213333333333
289,chrome,windows,0,0,0.0.5,0,6,live,536,quest_main,0.92,0.92,0,0,7,1,0.002,2_4_24,312,True,77.35518333333333
290,chrome,windows,0,0,0.0.5,0,6,live,340,quest_main,2.45,2.45,0,0,7,1,0.002,2_4_24,312,True,37.622616666666666
292,chrome,windows,0,0,0.0.5,0,6,live,474,quest_main,2.69,2.69,0,0,7,1,0.002,2_4_24,312,False,96.82758333333334
293,chrome,windows,0,0,0.0.5,0,6,live,360,quest_main,3.1,3.1,0,0,7,1,0.002,2_4_24,312,False,44.18075
295,chrome,windows,0,0,0.0.5,0,6,live,423,quest_main,3.42,3.42,0,0,7,1,0.002,2_4_24,312,True,50.21111666666667
296,chrome,windows,0,0,0.0.5,0,6,live,297,quest_main,3.42,3.42,0,0,7,1,0.002,2_4_24,312,True,103.9594
298,chrome,windows,0,0,0.0.5,0,6,live,268,quest_main,3.15,3.15,0,0,7,1,0.002,2_4_24,312,True,60.86468333333333
299,chrome,windows,0,0,0.0.5,0,6,live,361,quest_main,2.99,2.99,0,0,7,1,0.002,2_4_24,312,True,24.721233333333334
301,chrome,windows,0,0,0.0.5,0,6,live,493,quest_main,3.28,3.28,0,0,7,1,0.002,2_4_24,312,True,74.27658333333333
304,chrome,windows,0,0,0.0.5,0,6,live,359,quest_main,3.21,3.21,0,0,7,1,0.002,2_4_24,312,True,52.410983333333334
305,chrome,windows,0,0,0.0.5,0,6,live,475,quest_main,3.63,3.63,0,0,7,1,0.002,2_4_24,312,False,60.260266666666666
306,chrome,windows,0,0,0.0.5,0,6,live,494,quest_main,3.51,3.51,0,0,7,1,0.002,2_4_24,312,False,76.54825
307,chrome,windows,0,0,0.0.5,0,6,live,424,quest_main,2.96,2.96,0,0,7,1,0.002,2_4_24,312,False,59.18443333333333
308,firefox,windows,0,0,0.0.5,0,6,live,269,quest_main,3.19,3.19,0,0,7,1,0.002,2_4_24,312,True,46.377
309,chrome,windows,0,0,0.0.5,0,6,live,537,quest_main,0.6,0.6,0,0,7,1,0.002,2_4_24,312,False,51.24978333333333
310,chrome,windows,0,0,0.0.5,0,6,live,874,quest_main,3.33,3.33,0,0,7,1,0.002,2_4_24,312,True,45.41555
311,chrome,windows,0,0,0.0.5,0,6,live,540,quest_main,3.58,3.58,0,0,7,1,0.002,2_4_24,312,False,123.72893333333333
312,chrome,windows,0,0,0.0.5,0,6,live,611,quest_main,2.99,2.99,0,0,7,1,0.002,2_4_24,312,False,63.8837
313,chrome,windows,0,0,0.0.5,0,6,live,610,quest_main,3.29,3.29,0,0,7,1,0.002,2_4_24,312,True,49.21328333333334
314,chrome,windows,0,0,0.0.5,0,6,live,362,quest_main,3.21,3.21,0,0,7,1,0.002,2_4_24,312,True,96.42111666666666
316,chrome,windows,0,0,0.0.5,0,6,live,246,quest_main,3.02,3.02,0,0,7,1,0.002,2_4_24,312,False,128.6315
317,chrome,windows,0,0,0.0.5,0,6,live,363,quest_main,3.31,3.31,0,0,7,1,0.002,2_4_24,312,True,32.99616666666667
318,chrome,windows,0,0,0.0.5,0,6,live,270,quest_main,3.54,3.54,0,0,7,1,0.002,2_4_24,312,False,71.59953333333333
319,chrome,windows,0,0,0.0.5,0,6,live,247,quest_main,3.31,3.31,0,0,7,1,0.002,2_4_24,312,False,110.46575
320,chrome,windows,0,0,0.0.5,0,6,live,425,quest_main,3.45,3.45,0,0,7,1,0.002,2_4_24,312,False,79.35473333333333
321,chrome,windows,0,0,0.0.5,0,6,live,476,quest_main,2.91,2.91,0,0,7,1,0.002,2_4_24,312,False,45.510866666666665
322,chrome,windows,0,0,0.0.5,0,6,live,426,quest_main,3.04,3.04,0,0,7,1,0.002,2_4_24,312,False,61.18841666666667
323,chrome,macos,0,0,0.0.5,0,6,live,364,quest_main,3.25,3.25,0,0,7,1,0.002,2_4_24,312,True,61.587466666666664
324,chrome,windows,0,0,0.0.5,0,6,live,495,quest_main,3.28,3.28,0,0,7,1,0.002,2_4_24,312,False,74.07371666666667
325,chrome,windows,0,0,0.0.5,0,6,live,314,quest_main,2.92,2.92,0,0,7,1,0.002,2_4_24,312,False,136.57221666666666
326,chrome,windows,0,0,0.0.5,0,6,live,612,quest_main,1.29,1.29,0,0,7,1,0.002,2_4_24,312,True,39.28375
327,chrome,windows,0,0,0.0.5,0,6,live,530,quest_main,3.41,3.41,0,0,7,1,0.002,2_4_24,312,True,58.894816666666664
329,firefox,windows,0,0,0.0.5,0,6,live,768,quest_main,3.26,3.26,0,0,7,1,0.002,2_4_24,312,False,88.86385
331,chrome,windows,0,0,0.0.5,0,2,live,248,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,
332,firefox,linux,0,0,0.0.5,0,6,live,477,quest_main,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,50.518366666666665
