,browser,platform,cond,counterbalance,codeversion,bonus,status,mode,pid,run,final_bonus,displayed_bonus,DEPTH,COST,MIN_TIME,inspectCost,bonusRate,variance,branching,first_trial,time_diff
575,chrome,windows,0,0,0.0.5,0,6,live,646,quest_main,3.49,3.49,0,0,7,1,0.002,2_4_24,312,True,39.1398
576,firefox,windows,0,0,0.0.5,0,6,live,399,quest_main,0.72,0.72,0,0,7,1,0.002,2_4_24,312,False,50.6173
577,chrome,windows,0,0,0.0.5,0,6,live,484,quest_main,2.99,2.99,0,0,7,1,0.002,2_4_24,312,False,49.08383333333333
579,chrome,windows,0,0,0.0.5,0,6,live,694,quest_main,3.06,3.06,0,0,7,1,0.002,2_4_24,312,True,50.027833333333334
580,chrome,windows,0,0,0.0.5,0,6,live,780,quest_main,3.13,3.13,0,0,7,1,0.002,2_4_24,312,False,101.35028333333334
581,chrome,macos,0,0,0.0.5,0,6,live,877,quest_main,3.5,3.5,0,0,7,1,0.002,2_4_24,312,False,32.3523
582,chrome,macos,0,0,0.0.5,0,6,live,549,quest_main,2.37,2.37,0,0,7,1,0.002,2_4_24,312,True,64.51133333333334
584,chrome,windows,0,0,0.0.5,0,6,live,461,quest_main,2.79,2.79,0,0,7,1,0.002,2_4_24,312,False,39.71525
585,chrome,windows,0,0,0.0.5,0,6,live,460,quest_main,0.54,0.54,0,0,7,1,0.002,2_4_24,312,True,120.22746666666667
587,chrome,windows,0,0,0.0.5,0,6,live,783,quest_main,3.14,3.14,0,0,7,1,0.002,2_4_24,312,False,103.99793333333334
588,firefox,windows,0,0,0.0.5,0,6,live,486,quest_main,2.87,2.87,0,0,7,1,0.002,2_4_24,312,True,46.902966666666664
589,chrome,windows,0,0,0.0.5,0,6,live,781,quest_main,3.44,3.44,0,0,7,1,0.002,2_4_24,312,False,47.6611
590,chrome,macos,0,0,0.0.5,0,6,live,782,quest_main,3.29,3.29,0,0,7,1,0.002,2_4_24,312,False,59.20735
591,chrome,windows,0,0,0.0.5,0,6,live,623,quest_main,3.11,3.11,0,0,7,1,0.002,2_4_24,312,False,77.83606666666667
592,chrome,windows,0,0,0.0.5,0,6,live,590,quest_main,3.48,3.48,0,0,7,1,0.002,2_4_24,312,True,56.724183333333336
593,safari,macos,0,0,0.0.5,0,6,live,914,quest_main,2.73,2.73,0,0,7,1,0.002,2_4_24,312,True,50.193733333333334
594,chrome,windows,0,0,0.0.5,0,6,live,463,quest_main,3.14,3.14,0,0,7,1,0.002,2_4_24,312,False,42.34095
596,chrome,windows,0,0,0.0.5,0,6,live,674,quest_main,3.25,3.25,0,0,7,1,0.002,2_4_24,312,True,35.12545
597,chrome,windows,0,0,0.0.5,0,6,live,527,quest_main,3.03,3.03,0,0,7,1,0.002,2_4_24,312,False,72.90163333333334
598,chrome,windows,0,0,0.0.5,0,6,live,647,quest_main,3.13,3.13,0,0,7,1,0.002,2_4_24,312,False,74.2478
599,chrome,windows,0,0,0.0.5,0,6,live,462,quest_main,3.57,3.57,0,0,7,1,0.002,2_4_24,312,True,113.1187
600,chrome,windows,0,0,0.0.5,0,6,live,878,quest_main,3.03,3.03,0,0,7,1,0.002,2_4_24,312,False,104.00276666666667
601,chrome,windows,0,0,0.0.5,0,6,live,784,quest_main,3.34,3.34,0,0,7,1,0.002,2_4_24,312,False,27.737683333333333
602,chrome,linux,0,0,0.0.5,0,6,live,697,quest_main,3.36,3.36,0,0,7,1,0.002,2_4_24,312,True,87.00876666666667
603,chrome,windows,0,0,0.0.5,0,6,live,785,quest_main,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,43.787733333333335
604,chrome,windows,0,0,0.0.5,0,6,live,915,quest_main,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,65.00735
605,chrome,windows,0,0,0.0.5,0,6,live,464,quest_main,3.43,3.43,0,0,7,1,0.002,2_4_24,312,False,56.377716666666664
606,chrome,chromeos,0,0,0.0.5,0,6,live,676,quest_main,1.71,1.71,0,0,7,1,0.002,2_4_24,312,True,77.60361666666667
607,chrome,windows,0,0,0.0.5,0,6,live,624,quest_main,0.52,0.52,0,0,7,1,0.002,2_4_24,312,False,57.045833333333334
608,chrome,windows,0,0,0.0.5,0,6,live,467,quest_main,3.15,3.15,0,0,7,1,0.002,2_4_24,312,True,50.73506666666667
609,chrome,windows,0,0,0.0.5,0,6,live,466,quest_main,3.31,3.31,0,0,7,1,0.002,2_4_24,312,True,92.6691
610,chrome,windows,0,0,0.0.5,0,6,live,551,quest_main,2.78,2.78,0,0,7,1,0.002,2_4_24,312,False,64.05615
611,chrome,windows,0,0,0.0.5,0,6,live,552,quest_main,3.43,3.43,0,0,7,1,0.002,2_4_24,312,False,36.951116666666664
612,chrome,windows,0,0,0.0.5,0,6,live,786,quest_main,3.04,3.04,0,0,7,1,0.002,2_4_24,312,False,80.64568333333334
613,chrome,windows,0,0,0.0.5,0,6,live,698,quest_main,3.42,3.42,0,0,7,1,0.002,2_4_24,312,True,69.63623333333334
614,chrome,macos,0,0,0.0.5,0,6,live,675,quest_main,0.66,0.66,0,0,7,1,0.002,2_4_24,312,True,44.513733333333334
615,chrome,windows,0,0,0.0.5,0,6,live,648,quest_main,3.66,3.66,0,0,7,1,0.002,2_4_24,312,True,87.32121666666667
616,chrome,macos,0,0,0.0.5,0,6,live,788,quest_main,2.86,2.86,0,0,7,1,0.002,2_4_24,312,False,39.474666666666664
617,chrome,windows,0,0,0.0.5,0,6,live,787,quest_main,2.89,2.89,0,0,7,1,0.002,2_4_24,312,False,119.33101666666667
618,firefox,windows,0,0,0.0.5,0,6,live,721,quest_main,3.17,3.17,0,0,7,1,0.002,2_4_24,312,True,44.076966666666664
621,chrome,macos,0,0,0.0.5,0,6,live,649,quest_main,3.15,3.15,0,0,7,1,0.002,2_4_24,312,False,36.61535
622,safari,macos,0,0,0.0.5,0,6,live,677,quest_main,3.69,3.69,0,0,7,1,0.002,2_4_24,312,True,76.96476666666666
623,chrome,windows,0,0,0.0.5,0,6,live,468,quest_main,3.2,3.2,0,0,7,1,0.002,2_4_24,312,True,91.68556666666667
624,firefox,windows,0,0,0.0.5,0,6,live,591,quest_main,3.5,3.5,0,0,7,1,0.002,2_4_24,312,True,67.75921666666666
625,chrome,windows,0,0,0.0.5,0,6,live,699,quest_main,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,47.4214
627,chrome,windows,0,0,0.0.5,0,6,live,529,quest_main,2.8,2.8,0,0,7,1,0.002,2_4_24,312,False,47.5624
628,chrome,windows,0,0,0.0.5,0,6,live,790,quest_main,3.02,3.02,0,0,7,1,0.002,2_4_24,312,True,44.87428333333333
630,chrome,windows,0,0,0.0.5,0,6,live,592,quest_main,2.33,2.33,0,0,7,1,0.002,2_4_24,312,True,59.38885
631,chrome,windows,0,0,0.0.5,0,6,live,553,quest_main,3.14,3.14,0,0,7,1,0.002,2_4_24,312,True,85.40283333333333
632,chrome,windows,0,0,0.0.5,0,6,live,489,quest_main,3.25,3.25,0,0,7,1,0.002,2_4_24,312,True,86.66783333333333
633,chrome,macos,0,0,0.0.5,0,6,live,487,quest_main,3.66,3.66,0,0,7,1,0.002,2_4_24,312,False,83.807
634,chrome,windows,0,0,0.0.5,0,6,live,469,quest_main,3.31,3.31,0,0,7,1,0.002,2_4_24,312,False,43.99785
635,chrome,windows,0,0,0.0.5,0,6,live,470,quest_main,1.57,1.57,0,0,7,1,0.002,2_4_24,312,True,71.84613333333333
636,firefox,windows,0,0,0.0.5,0,6,live,792,quest_main,3.29,3.29,0,0,7,1,0.002,2_4_24,312,False,68.44706666666667
638,chrome,windows,0,0,0.0.5,0,6,live,577,quest_main,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,36.39228333333333
639,chrome,macos,0,0,0.0.5,0,6,live,650,quest_main,3.22,3.22,0,0,7,1,0.002,2_4_24,312,True,50.69515
640,chrome,windows,0,0,0.0.5,0,6,live,700,quest_main,0.63,0.63,0,0,7,1,0.002,2_4_24,312,False,35.2492
641,chrome,windows,0,0,0.0.5,0,6,live,791,quest_main,3.16,3.16,0,0,7,1,0.002,2_4_24,312,False,69.98391666666667
642,chrome,windows,0,0,0.0.5,0,6,live,533,quest_main,3.06,3.06,0,0,7,1,0.002,2_4_24,312,False,33.58683333333333
643,chrome,windows,0,0,0.0.5,0,6,live,485,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,88.7429
644,chrome,windows,0,0,0.0.5,0,6,live,490,quest_main,3.36,3.36,0,0,7,1,0.002,2_4_24,312,True,43.4625
645,chrome,windows,0,0,0.0.5,0,6,live,471,quest_main,0.75,0.75,0,0,7,1,0.002,2_4_24,312,True,69.90413333333333
646,chrome,windows,0,0,0.0.5,0,6,live,593,quest_main,2.99,2.99,0,0,7,1,0.002,2_4_24,312,True,140.22471666666667
647,chrome,windows,0,0,0.0.5,0,6,live,534,quest_main,3.09,3.09,0,0,7,1,0.002,2_4_24,312,True,62.9013
648,chrome,macos,0,0,0.0.5,0,6,live,531,quest_main,2.83,2.83,0,0,7,1,0.002,2_4_24,312,False,55.53136666666666
651,chrome,windows,0,0,0.0.5,0,6,live,532,quest_main,3.35,3.35,0,0,7,1,0.002,2_4_24,312,False,46.20231666666667
652,chrome,windows,0,0,0.0.5,0,6,live,794,quest_main,3.18,3.18,0,0,7,1,0.002,2_4_24,312,False,49.453133333333334
654,chrome,windows,0,0,0.0.5,0,6,live,491,quest_main,2.65,2.65,0,0,7,1,0.002,2_4_24,312,False,62.1163
655,chrome,windows,0,0,0.0.5,0,6,live,723,quest_main,3.22,3.22,0,0,7,1,0.002,2_4_24,312,False,84.17743333333334
656,chrome,windows,0,0,0.0.5,0,6,live,596,quest_main,2.69,2.69,0,0,7,1,0.002,2_4_24,312,True,62.26766666666666
657,chrome,windows,0,0,0.0.5,0,2,live,597,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,
658,firefox,windows,0,0,0.0.5,0,6,live,472,quest_main,3.31,3.31,0,0,7,1,0.002,2_4_24,312,True,65.1575
659,chrome,windows,0,0,0.0.5,0,6,live,678,quest_main,3.58,3.58,0,0,7,1,0.002,2_4_24,312,True,31.0335
660,chrome,windows,0,0,0.0.5,0,6,live,535,quest_main,3.45,3.45,0,0,7,1,0.002,2_4_24,312,False,42.90165
661,chrome,windows,0,0,0.0.5,0,6,live,702,quest_main,3.25,3.25,0,0,7,1,0.002,2_4_24,312,True,37.1705
662,chrome,windows,0,0,0.0.5,0,6,live,795,quest_main,3.41,3.41,0,0,7,1,0.002,2_4_24,312,True,105.48355
663,chrome,windows,0,0,0.0.5,0,6,live,701,quest_main,2.85,2.85,0,0,7,1,0.002,2_4_24,312,True,68.79605
664,chrome,linux,0,0,0.0.5,0,6,live,796,quest_main,3.2,3.2,0,0,7,1,0.002,2_4_24,312,True,72.36161666666666
665,chrome,windows,0,0,0.0.5,0,6,live,506,quest_main,2.49,2.49,0,0,7,1,0.002,2_4_24,312,False,55.10496666666667
666,chrome,macos,0,0,0.0.5,0,6,live,492,quest_main,3.02,3.02,0,0,7,1,0.002,2_4_24,312,True,45.15246666666667
667,chrome,windows,0,0,0.0.5,0,6,live,528,quest_main,3.47,3.47,0,0,7,1,0.002,2_4_24,312,True,132.75968333333333
668,chrome,windows,0,0,0.0.5,0,6,live,457,quest_main,0.87,0.87,0,0,7,1,0.002,2_4_24,312,False,110.3955
669,chrome,windows,0,0,0.0.5,0,6,live,651,quest_main,3.12,3.12,0,0,7,1,0.002,2_4_24,312,True,45.79325
670,chrome,windows,0,0,0.0.5,0,6,live,652,quest_main,3.25,3.25,0,0,7,1,0.002,2_4_24,312,True,77.3266
672,chrome,windows,0,0,0.0.5,0,6,live,598,quest_main,0.14,0.14,0,0,7,1,0.002,2_4_24,312,True,92.13031666666667
673,firefox,windows,0,0,0.0.5,0,6,live,626,quest_main,2.85,2.85,0,0,7,1,0.002,2_4_24,312,True,52.19786666666667
674,chrome,windows,0,0,0.0.5,0,6,live,797,quest_main,3.16,3.16,0,0,7,1,0.002,2_4_24,312,True,86.1316
675,chrome,windows,0,0,0.0.5,0,6,live,599,quest_main,1.85,1.85,0,0,7,1,0.002,2_4_24,312,False,85.91438333333333
677,chrome,windows,0,0,0.0.5,0,6,live,654,quest_main,3.05,3.05,0,0,7,1,0.002,2_4_24,312,False,62.230783333333335
678,chrome,windows,0,0,0.0.5,0,6,live,601,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,
679,chrome,windows,0,0,0.0.5,0,6,live,627,quest_main,3.04,3.04,0,0,7,1,0.002,2_4_24,312,True,65.97418333333333
680,chrome,windows,0,0,0.0.5,0,6,live,679,quest_main,3.35,3.35,0,0,7,1,0.002,2_4_24,312,True,45.80628333333333
681,chrome,windows,0,0,0.0.5,0,6,live,879,quest_main,3.77,3.77,0,0,7,1,0.002,2_4_24,312,True,57.043733333333336
682,firefox,windows,0,0,0.0.5,0,6,live,798,quest_main,,,0,0,7,1,0.002,2_4_24,312,False,
683,chrome,windows,0,0,0.0.5,0,6,live,880,quest_main,3.16,3.16,0,0,7,1,0.002,2_4_24,312,False,41.46711666666667
684,chrome,windows,0,0,0.0.5,0,6,live,703,quest_main,3.09,3.09,0,0,7,1,0.002,2_4_24,312,True,67.44168333333333
685,chrome,windows,0,0,0.0.5,0,6,live,724,quest_main,2.83,2.83,0,0,7,1,0.002,2_4_24,312,False,30.64605
686,chrome,macos,0,0,0.0.5,0,6,live,800,quest_main,3.2,3.2,0,0,7,1,0.002,2_4_24,312,False,33.501216666666664
687,chrome,windows,0,0,0.0.5,0,6,live,799,quest_main,3.39,3.39,0,0,7,1,0.002,2_4_24,312,True,93.01016666666666
689,chrome,windows,0,0,0.0.5,0,6,live,603,quest_main,3.1,3.1,0,0,7,1,0.002,2_4_24,312,False,94.39088333333333
690,chrome,windows,0,0,0.0.5,0,6,live,680,quest_main,1.95,1.95,0,0,7,1,0.002,2_4_24,312,True,83.5232
691,chrome,windows,0,0,0.0.5,0,6,live,704,quest_main,3.25,3.25,0,0,7,1,0.002,2_4_24,312,False,64.1212
692,chrome,macos,0,0,0.0.5,0,6,live,628,quest_main,2.81,2.81,0,0,7,1,0.002,2_4_24,312,True,40.57183333333333
693,chrome,windows,0,0,0.0.5,0,6,live,604,quest_main,3.16,3.16,0,0,7,1,0.002,2_4_24,312,False,86.2164
694,chrome,macos,0,0,0.0.5,0,6,live,801,quest_main,3.41,3.41,0,0,7,1,0.002,2_4_24,312,False,39.38205
695,chrome,windows,0,0,0.0.5,0,6,live,802,quest_main,3.18,3.18,0,0,7,1,0.002,2_4_24,312,True,113.88278333333334
696,chrome,windows,0,0,0.0.5,0,6,live,629,quest_main,3.32,3.32,0,0,7,1,0.002,2_4_24,312,False,18.696883333333332
697,chrome,windows,0,0,0.0.5,0,6,live,656,quest_main,0.0,0.0,0,0,7,1,0.002,2_4_24,312,False,49.69045
699,chrome,windows,0,0,0.0.5,0,6,live,655,quest_main,2.41,2.41,0,0,7,1,0.002,2_4_24,312,False,68.85998333333333
700,chrome,windows,0,0,0.0.5,0,6,live,606,quest_main,3.51,3.51,0,0,7,1,0.002,2_4_24,312,False,89.93688333333333
701,chrome,windows,0,0,0.0.5,0,6,live,657,quest_main,3.31,3.31,0,0,7,1,0.002,2_4_24,312,False,47.578116666666666
702,chrome,windows,0,0,0.0.5,0,2,live,682,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,
703,firefox,windows,0,0,0.0.5,0,6,live,683,quest_main,2.97,2.97,0,0,7,1,0.002,2_4_24,312,False,61.10836666666667
704,opera,windows,0,0,0.0.5,0,6,live,681,quest_main,3.04,3.04,0,0,7,1,0.002,2_4_24,312,False,37.86515
705,firefox,windows,0,0,0.0.5,0,1,live,761,quest_main,,,0,0,7,1,0.002,2_4_24,312,True,
706,chrome,windows,0,0,0.0.5,0,6,live,882,quest_main,3.2,3.2,0,0,7,1,0.002,2_4_24,312,False,40.0027
707,chrome,macos,0,0,0.0.5,0,6,live,725,quest_main,3.52,3.52,0,0,7,1,0.002,2_4_24,312,False,68.94283333333334
708,chrome,windows,0,0,0.0.5,0,6,live,803,quest_main,3.32,3.32,0,0,7,1,0.002,2_4_24,312,True,88.20423333333333
709,chrome,windows,0,0,0.0.5,0,6,live,881,quest_main,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,133.56828333333334
710,chrome,windows,0,0,0.0.5,0,6,live,607,quest_main,0.92,0.92,0,0,7,1,0.002,2_4_24,312,True,90.50703333333334
712,firefox,windows,0,0,0.0.5,0,6,live,608,quest_main,3.36,3.36,0,0,7,1,0.002,2_4_24,312,False,60.78313333333333
