,pid,run,mouselab-quiz-post_Q1,mouselab-quiz-post_Q2,mouselab-quiz-post_Q3,mouselab-quiz-post_Q4,mouselab-quiz-post_Q5,passed_quizzes,age,effort,gender,female,male,other,browser,platform,cond,counterbalance,codeversion,bonus,status,mode,final_bonus,displayed_bonus,DEPTH,COST,MIN_TIME,inspectCost,bonusRate,variance,branching,first_trial,time_diff
292,406,quest_main,1,1,1,1,1,1,26,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.31,3.31,0,0,7,1,0.002,2_4_24,312,False,41.45126666666667
293,407,quest_main,1,1,1,1,2,1,23,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.88,2.88,0,0,7,1,0.002,2_4_24,312,True,66.60445
294,408,quest_main,1,1,1,1,2,1,47,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.44,3.44,0,0,7,1,0.002,2_4_24,312,True,78.09188333333333
295,409,quest_main,1,1,1,1,2,1,29,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.24,3.24,0,0,7,1,0.002,2_4_24,312,True,44.4877
297,411,quest_main,1,1,1,1,2,1,33,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.1,3.1,0,0,7,1,0.002,2_4_24,312,True,85.52753333333334
298,413,quest_main,1,0,1,1,2,1,36,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.29,3.29,0,0,7,1,0.002,2_4_24,312,False,36.21391666666667
299,415,quest_main,1,1,1,1,2,1,28,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.67,3.67,0,0,7,1,0.002,2_4_24,312,True,84.51295
300,416,quest_main,1,1,1,1,2,1,40,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.59,3.59,0,0,7,1,0.002,2_4_24,312,False,78.98776666666667
301,418,quest_main,1,1,1,1,2,1,23,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,73.17331666666666
302,419,quest_main,1,1,1,1,2,1,36,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,1.87,1.87,0,0,7,1,0.002,2_4_24,312,False,58.870133333333335
303,420,quest_main,1,0,1,1,2,1,28,-1,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,2,live,,,0,0,7,1,0.002,2_4_24,312,True,
304,421,quest_main,0,0,1,1,2,1,61,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,1.2,1.2,0,0,7,1,0.002,2_4_24,312,True,105.5144
305,422,quest_main,1,1,1,1,2,1,49,0,male,0.0,1.0,0.0,chrome,chromeos,0,0,0.0.5,0,6,live,3.17,3.17,0,0,7,1,0.002,2_4_24,312,True,53.3977
306,423,quest_main,1,1,1,1,2,1,21,1,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.42,3.42,0,0,7,1,0.002,2_4_24,312,True,50.21111666666667
307,424,quest_main,1,1,1,1,1,1,25,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.96,2.96,0,0,7,1,0.002,2_4_24,312,False,59.18443333333333
308,425,quest_main,1,1,1,1,2,1,25,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.45,3.45,0,0,7,1,0.002,2_4_24,312,False,79.35473333333333
309,426,quest_main,1,1,1,1,2,1,21,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.04,3.04,0,0,7,1,0.002,2_4_24,312,False,61.18841666666667
310,428,quest_main,1,1,1,1,2,1,29,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,2.28,2.28,0,0,7,1,0.002,2_4_24,312,True,27.201983333333335
311,429,quest_main,1,1,1,1,1,1,22,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,2.86,2.86,0,0,7,1,0.002,2_4_24,312,True,65.16245
313,431,quest_main,1,1,1,1,2,1,22,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,69.44713333333333
314,432,quest_main,1,1,1,1,2,1,44,0,male,0.0,1.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.35,3.35,0,0,7,1,0.002,2_4_24,312,True,89.46655
316,434,quest_main,1,1,1,1,2,1,26,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,,,0,0,7,1,0.002,2_4_24,312,True,100.6719
317,435,quest_main,1,1,1,1,2,1,23,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.25,3.25,0,0,7,1,0.002,2_4_24,312,False,64.56353333333334
318,436,quest_main,0,0,1,1,2,1,27,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.5,3.5,0,0,7,1,0.002,2_4_24,312,False,53.81283333333333
319,437,quest_main,1,0,0,1,1,1,,,,,,,firefox,windows,0,0,0.0.5,0,6,live,,,0,0,7,1,0.002,2_4_24,312,True,
320,438,quest_main,1,1,1,1,2,1,31,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.42,3.42,0,0,7,1,0.002,2_4_24,312,False,53.49986666666667
321,439,quest_main,1,1,1,1,2,1,25,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.38,2.38,0,0,7,1,0.002,2_4_24,312,False,39.22488333333333
322,441,quest_main,1,1,1,1,2,1,27,1,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.11,3.11,0,0,7,1,0.002,2_4_24,312,False,31.35165
323,442,quest_main,0,1,0,1,2,1,32,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.94,2.94,0,0,7,1,0.002,2_4_24,312,False,116.93623333333333
324,443,quest_main,1,0,1,1,2,1,54,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,2.77,2.77,0,0,7,1,0.002,2_4_24,312,False,66.50795
325,445,quest_main,1,1,1,1,2,1,28,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,,,0,0,7,1,0.002,2_4_24,312,True,58.89496666666667
326,446,quest_main,1,1,1,1,2,1,25,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.74,0.74,0,0,7,1,0.002,2_4_24,312,False,34.59576666666667
327,447,quest_main,1,1,1,1,2,1,29,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.48,2.48,0,0,7,1,0.002,2_4_24,312,False,60.040216666666666
328,448,quest_main,1,1,1,1,2,1,31,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.97,2.97,0,0,7,1,0.002,2_4_24,312,True,45.76676666666667
329,450,quest_main,0,0,1,1,2,1,39,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.13,3.13,0,0,7,1,0.002,2_4_24,312,False,86.70753333333333
330,451,quest_main,1,1,1,1,2,1,62,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.88,2.88,0,0,7,1,0.002,2_4_24,312,False,71.92195
331,453,quest_main,1,1,1,1,1,1,26,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,2.68,2.68,0,0,7,1,0.002,2_4_24,312,False,53.172666666666665
332,454,quest_main,1,1,1,1,2,1,43,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.19,3.19,0,0,7,1,0.002,2_4_24,312,False,86.0858
333,455,quest_main,1,1,1,1,2,1,44,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,2.69,2.69,0,0,7,1,0.002,2_4_24,312,True,57.10391666666667
334,456,quest_main,1,1,1,1,2,1,23,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.29,3.29,0,0,7,1,0.002,2_4_24,312,False,54.60425
335,457,quest_main,0,0,1,1,2,1,46,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.87,0.87,0,0,7,1,0.002,2_4_24,312,False,110.3955
336,458,quest_main,1,1,1,1,2,1,21,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.85,2.85,0,0,7,1,0.002,2_4_24,312,True,64.96715
337,459,quest_main,1,1,1,1,2,1,22,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.4,3.4,0,0,7,1,0.002,2_4_24,312,False,55.9557
338,460,quest_main,1,0,1,1,1,1,41,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.54,0.54,0,0,7,1,0.002,2_4_24,312,True,120.22746666666667
339,461,quest_main,1,1,1,1,1,1,26,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.79,2.79,0,0,7,1,0.002,2_4_24,312,False,39.71525
340,462,quest_main,1,1,1,1,2,1,27,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.57,3.57,0,0,7,1,0.002,2_4_24,312,True,113.1187
341,463,quest_main,1,1,1,1,2,1,34,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.14,3.14,0,0,7,1,0.002,2_4_24,312,False,42.34095
342,464,quest_main,1,1,1,1,2,1,36,1,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.43,3.43,0,0,7,1,0.002,2_4_24,312,False,56.377716666666664
343,465,quest_main,0,0,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.29,3.29,0,0,7,1,0.002,2_4_24,312,True,61.45415
344,466,quest_main,1,1,1,1,2,1,33,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.31,3.31,0,0,7,1,0.002,2_4_24,312,True,92.6691
345,467,quest_main,1,1,1,1,2,1,23,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.15,3.15,0,0,7,1,0.002,2_4_24,312,True,50.73506666666667
346,468,quest_main,1,1,1,1,2,1,66,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.2,3.2,0,0,7,1,0.002,2_4_24,312,True,91.68556666666667
347,469,quest_main,1,1,1,1,2,1,31,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.31,3.31,0,0,7,1,0.002,2_4_24,312,False,43.99785
348,470,quest_main,1,1,1,1,-1,1,26,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,1.57,1.57,0,0,7,1,0.002,2_4_24,312,True,71.84613333333333
349,471,quest_main,1,0,1,1,2,1,54,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.75,0.75,0,0,7,1,0.002,2_4_24,312,True,69.90413333333333
350,472,quest_main,1,1,1,1,2,1,21,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.31,3.31,0,0,7,1,0.002,2_4_24,312,True,65.1575
352,474,quest_main,1,1,1,1,2,1,30,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.69,2.69,0,0,7,1,0.002,2_4_24,312,False,96.82758333333334
353,475,quest_main,1,1,1,1,2,1,29,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.63,3.63,0,0,7,1,0.002,2_4_24,312,False,60.260266666666666
354,476,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.91,2.91,0,0,7,1,0.002,2_4_24,312,False,45.510866666666665
355,477,quest_main,0,1,1,1,2,1,23,0,male,0.0,1.0,0.0,firefox,linux,0,0,0.0.5,0,6,live,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,50.518366666666665
357,479,quest_main,1,1,1,1,-2,1,58,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,0.76,0.76,0,0,7,1,0.002,2_4_24,312,False,86.68376666666667
358,481,quest_main,1,1,1,1,2,1,27,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.32,3.32,0,0,7,1,0.002,2_4_24,312,False,45.70975
359,482,quest_main,0,1,0,1,2,1,39,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.19,2.19,0,0,7,1,0.002,2_4_24,312,True,98.69585
360,484,quest_main,1,1,1,1,2,1,20,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.99,2.99,0,0,7,1,0.002,2_4_24,312,False,49.08383333333333
361,485,quest_main,1,1,1,1,2,1,36,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,,,0,0,7,1,0.002,2_4_24,312,False,88.7429
362,486,quest_main,1,1,1,1,2,1,38,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,2.87,2.87,0,0,7,1,0.002,2_4_24,312,True,46.902966666666664
363,487,quest_main,1,1,1,1,2,1,51,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.66,3.66,0,0,7,1,0.002,2_4_24,312,False,83.807
364,489,quest_main,1,1,1,1,2,1,66,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.25,3.25,0,0,7,1,0.002,2_4_24,312,True,86.66783333333333
365,490,quest_main,1,1,1,1,2,1,22,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.36,3.36,0,0,7,1,0.002,2_4_24,312,True,43.4625
366,491,quest_main,1,1,1,1,2,1,26,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.65,2.65,0,0,7,1,0.002,2_4_24,312,False,62.1163
367,492,quest_main,1,1,1,1,2,1,40,0,male,0.0,1.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.02,3.02,0,0,7,1,0.002,2_4_24,312,True,45.15246666666667
368,493,quest_main,1,1,1,1,2,1,23,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.28,3.28,0,0,7,1,0.002,2_4_24,312,True,74.27658333333333
369,494,quest_main,0,1,1,1,2,1,45,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.51,3.51,0,0,7,1,0.002,2_4_24,312,False,76.54825
370,495,quest_main,1,1,1,1,2,1,25,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.28,3.28,0,0,7,1,0.002,2_4_24,312,False,74.07371666666667
371,496,quest_main,1,1,1,1,2,1,30,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.46,3.46,0,0,7,1,0.002,2_4_24,312,True,34.79696666666667
372,498,quest_main,1,1,1,1,2,1,50,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.26,3.26,0,0,7,1,0.002,2_4_24,312,False,59.205733333333335
373,499,quest_main,0,0,1,1,2,1,28,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.15,3.15,0,0,7,1,0.002,2_4_24,312,True,110.30675
374,500,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.02,3.02,0,0,7,1,0.002,2_4_24,312,True,57.517266666666664
375,501,quest_main,1,1,1,1,1,1,33,0,female,1.0,0.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,,,0,0,7,1,0.002,2_4_24,312,False,59.764633333333336
376,502,quest_main,1,1,1,1,2,1,34,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,1.41,1.41,0,0,7,1,0.002,2_4_24,312,True,102.18946666666666
377,503,quest_main,1,1,1,1,1,1,20,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.08,3.08,0,0,7,1,0.002,2_4_24,312,False,69.03156666666666
378,504,quest_main,1,1,1,1,2,1,31,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,1.58,1.58,0,0,7,1,0.002,2_4_24,312,False,61.6125
379,505,quest_main,1,1,1,1,2,1,29,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.18,3.18,0,0,7,1,0.002,2_4_24,312,True,48.88438333333333
380,506,quest_main,1,1,1,1,2,1,33,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.49,2.49,0,0,7,1,0.002,2_4_24,312,False,55.10496666666667
381,507,quest_main,1,1,1,1,1,1,21,1,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.47,0.47,0,0,7,1,0.002,2_4_24,312,False,33.608016666666664
382,508,quest_main,1,1,1,1,2,1,49,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.33,3.33,0,0,7,1,0.002,2_4_24,312,False,91.7658
383,509,quest_main,1,1,1,1,1,1,40,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.23,3.23,0,0,7,1,0.002,2_4_24,312,False,66.81113333333333
384,510,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.15,3.15,0,0,7,1,0.002,2_4_24,312,True,51.2899
385,511,quest_main,1,1,1,1,2,1,41,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.41,3.41,0,0,7,1,0.002,2_4_24,312,False,92.3699
386,512,quest_main,1,1,1,1,2,1,25,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,43.156283333333334
387,513,quest_main,1,1,1,1,1,1,31,1,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.86,0.86,0,0,7,1,0.002,2_4_24,312,True,68.96836666666667
388,514,quest_main,1,1,1,1,1,1,50,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.34,3.34,0,0,7,1,0.002,2_4_24,312,True,56.8016
389,515,quest_main,1,1,1,1,2,1,26,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.28,3.28,0,0,7,1,0.002,2_4_24,312,False,54.74068333333334
390,516,quest_main,1,1,1,1,2,1,23,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.05,3.05,0,0,7,1,0.002,2_4_24,312,True,49.01153333333333
391,517,quest_main,1,1,1,1,2,1,46,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.14,3.14,0,0,7,1,0.002,2_4_24,312,False,78.4031
392,518,quest_main,1,1,1,1,2,1,22,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.4,3.4,0,0,7,1,0.002,2_4_24,312,True,74.0738
394,520,quest_main,1,1,1,1,2,1,33,0,female,1.0,0.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,0.43,0.43,0,0,7,1,0.002,2_4_24,312,False,38.676766666666666
395,521,quest_main,1,1,1,1,2,1,34,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.72,3.72,0,0,7,1,0.002,2_4_24,312,True,63.6877
396,522,quest_main,1,1,1,1,2,1,35,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.23,3.23,0,0,7,1,0.002,2_4_24,312,True,63.860816666666665
397,524,quest_main,1,1,1,1,1,1,40,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.26,3.26,0,0,7,1,0.002,2_4_24,312,True,100.0359
398,525,quest_main,1,1,1,1,2,1,24,-1,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,,,0,0,7,1,0.002,2_4_24,312,False,
399,526,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.91,2.91,0,0,7,1,0.002,2_4_24,312,False,147.36313333333334
400,527,quest_main,1,1,1,1,2,1,24,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.03,3.03,0,0,7,1,0.002,2_4_24,312,False,72.90163333333334
401,528,quest_main,1,1,1,1,2,1,21,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.47,3.47,0,0,7,1,0.002,2_4_24,312,True,132.75968333333333
402,529,quest_main,1,1,1,1,1,1,29,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.8,2.8,0,0,7,1,0.002,2_4_24,312,False,47.5624
403,530,quest_main,1,1,1,1,2,1,25,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.41,3.41,0,0,7,1,0.002,2_4_24,312,True,58.894816666666664
404,531,quest_main,1,1,1,1,2,1,25,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,2.83,2.83,0,0,7,1,0.002,2_4_24,312,False,55.53136666666666
405,532,quest_main,1,1,1,1,2,1,28,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.35,3.35,0,0,7,1,0.002,2_4_24,312,False,46.20231666666667
406,533,quest_main,1,1,1,1,2,1,32,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.06,3.06,0,0,7,1,0.002,2_4_24,312,False,33.58683333333333
407,534,quest_main,1,1,1,1,2,1,38,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.09,3.09,0,0,7,1,0.002,2_4_24,312,True,62.9013
408,535,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.45,3.45,0,0,7,1,0.002,2_4_24,312,False,42.90165
409,536,quest_main,1,1,1,1,2,1,26,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.92,0.92,0,0,7,1,0.002,2_4_24,312,True,77.35518333333333
410,537,quest_main,1,1,1,1,2,1,28,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.6,0.6,0,0,7,1,0.002,2_4_24,312,False,51.24978333333333
411,538,quest_main,1,1,1,1,2,1,30,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.37,3.37,0,0,7,1,0.002,2_4_24,312,True,59.94635
412,539,quest_main,1,0,1,1,1,1,21,1,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.26,3.26,0,0,7,1,0.002,2_4_24,312,True,53.2024
413,540,quest_main,1,1,1,1,2,1,60,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.58,3.58,0,0,7,1,0.002,2_4_24,312,False,123.72893333333333
414,541,quest_main,1,1,1,1,2,1,45,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.65,0.65,0,0,7,1,0.002,2_4_24,312,True,58.40148333333333
415,542,quest_main,1,1,1,1,2,1,49,0,male,0.0,1.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.09,3.09,0,0,7,1,0.002,2_4_24,312,True,53.74511666666667
416,543,quest_main,1,1,1,1,1,1,23,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,,,0,0,7,1,0.002,2_4_24,312,False,69.7971
417,544,quest_main,1,0,1,1,1,1,31,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,2.4,2.4,0,0,7,1,0.002,2_4_24,312,True,47.087716666666665
418,545,quest_main,1,1,1,1,2,1,39,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.23,3.23,0,0,7,1,0.002,2_4_24,312,True,155.05218333333335
419,546,quest_main,1,1,1,1,2,1,29,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,2.68,2.68,0,0,7,1,0.002,2_4_24,312,True,44.477833333333336
420,549,quest_main,1,1,1,1,2,1,30,0,male,0.0,1.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,2.37,2.37,0,0,7,1,0.002,2_4_24,312,True,64.51133333333334
422,551,quest_main,1,1,1,1,1,1,64,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.78,2.78,0,0,7,1,0.002,2_4_24,312,False,64.05615
423,552,quest_main,1,1,1,1,2,1,28,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.43,3.43,0,0,7,1,0.002,2_4_24,312,False,36.951116666666664
424,553,quest_main,1,1,1,1,2,1,25,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.14,3.14,0,0,7,1,0.002,2_4_24,312,True,85.40283333333333
425,554,quest_main,1,1,1,1,2,1,21,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.67,3.67,0,0,7,1,0.002,2_4_24,312,False,104.42825
426,555,quest_main,1,1,1,1,1,1,27,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.37,3.37,0,0,7,1,0.002,2_4_24,312,False,83.42086666666667
427,556,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,76.13195
428,557,quest_main,1,1,1,1,2,1,51,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.78,2.78,0,0,7,1,0.002,2_4_24,312,False,88.28498333333333
429,565,quest_main,1,1,1,1,2,1,27,0,male,0.0,1.0,0.0,opera,windows,0,0,0.0.5,0,6,live,0.34,0.34,0,0,7,1,0.002,2_4_24,312,False,40.43465
430,566,quest_main,1,1,1,1,-2,1,30,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,1.55,1.55,0,0,7,1,0.002,2_4_24,312,True,104.77331666666667
432,570,quest_main,1,1,1,1,2,1,28,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.11,3.11,0,0,7,1,0.002,2_4_24,312,True,33.65133333333333
433,572,quest_main,1,1,1,1,2,1,23,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.28,3.28,0,0,7,1,0.002,2_4_24,312,True,78.8567
434,573,quest_main,1,1,1,1,1,1,35,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.2,2.2,0,0,7,1,0.002,2_4_24,312,False,38.59898333333334
435,574,quest_main,1,1,1,1,2,1,22,0,female,1.0,0.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.26,3.26,0,0,7,1,0.002,2_4_24,312,True,55.7481
436,575,quest_main,1,1,1,1,2,1,27,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.3,3.3,0,0,7,1,0.002,2_4_24,312,False,61.000933333333336
437,577,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,36.39228333333333
438,578,quest_main,1,1,1,1,2,1,22,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.33,3.33,0,0,7,1,0.002,2_4_24,312,True,55.798833333333334
439,579,quest_main,1,1,1,1,2,1,35,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.57,3.57,0,0,7,1,0.002,2_4_24,312,True,44.41073333333333
