2,0.50
16,0.50
30,0.50
44,0.50
58,0.50
72,0.50
86,0.50
100,0.50
114,0.50
128,0.50
142,0.50
156,0.50
170,0.50
184,0.50
198,0.50
212,0.50
226,0.50
240,0.50
254,0.50
268,0.50
282,0.50
296,0.50
310,0.50
324,0.50
338,0.50
352,0.50
366,0.50
380,0.50
394,0.50
408,0.50
422,0.50
436,0.50
450,0.50
464,0.50
478,0.50
492,0.50
506,0.50
520,0.50
534,0.50
548,0.50
562,0.50
576,0.50
590,0.50
604,0.50
618,0.50
632,0.50
646,0.50
660,0.50
674,0.50
688,0.50
702,0.50
716,0.50
730,0.50
744,0.50
758,0.50
772,0.50
786,0.50
800,0.50
814,0.50
828,0.50
842,0.50
856,0.50
870,0.50
884,0.50
898,0.50
912,0.50
926,0.50
940,0.50
954,0.50
968,0.50
982,0.50
996,0.50
1010,0.50
1024,0.50
1038,0.50
1052,0.50
1066,0.50
1080,0.50
1094,0.50
1108,0.50
1122,0.50
1136,0.50
1150,0.50
1164,0.50
1178,0.50
1192,0.50
1206,0.50
1220,0.50
1234,0.50
1248,0.50
1262,0.50
1276,0.50
1290,0.50
1304,0.50
1318,0.50
1332,0.50
1346,0.50
1360,0.50
1374,0.50
1388,0.50
1402,0.50
1416,0.50
1430,0.50
1444,0.50
1458,0.50
1472,0.50
1486,0.50
1500,0.50
1514,0.50
1528,0.50
1542,0.50
1556,0.50
1570,0.50
1584,0.50
1598,0.50
1612,0.50
1626,0.50
1640,0.50
1654,0.50
1668,0.50
1682,0.50
1696,0.50
1710,0.50
1724,0.50
1738,0.50
1752,0.50
1766,0.50
1780,0.50
1794,0.50
1808,0.50
1822,0.50
1836,0.50
1850,0.50
1864,0.50
1878,0.50
1892,0.50
1906,0.50
1920,0.50
1934,0.50
1948,0.50
1962,0.50
1976,0.50
1990,0.50
2004,0.50
2018,0.50
2032,0.50
2046,0.50
2060,0.50
2074,0.50
2088,0.50
2102,0.50
2116,0.50
2130,0.50
2144,0.50
2158,0.50
2172,0.50
2186,0.50
2200,0.50
2214,0.50
2228,0.50
2242,0.50
2256,0.50
2270,0.50
2284,0.50
2298,0.50
2312,0.50
2326,0.50
2340,0.50
2354,0.50
2368,0.50
2382,0.50
2396,0.50
2410,0.50
2424,0.50
2438,0.50
2452,0.50
2466,0.50
2480,0.50
2494,0.50
2508,0.50
2522,0.50
2536,0.50
2550,0.50
2564,0.50
2578,0.50
2592,0.50
2606,0.50
2620,0.50
2634,0.50
2648,0.50
2662,0.50
2676,0.50
2690,0.50
2704,0.50
2718,0.50
2732,0.50
2746,0.50
2760,0.50
2774,0.50
2788,0.50
4,1.00
18,1.00
32,1.00
46,1.00
60,1.00
74,1.00
88,1.00
102,1.00
116,1.00
130,1.00
144,1.00
158,1.00
172,1.00
186,1.00
200,1.00
214,1.00
228,1.00
242,1.00
256,1.00
270,1.00
284,1.00
298,1.00
312,1.00
326,1.00
340,1.00
354,1.00
368,1.00
382,1.00
396,1.00
410,1.00
424,1.00
438,1.00
