,pid,trial_index,action_times,actions,block,path,queries,rewards,rt,condition,bonus,score,simulation_mode,state_rewards,time_elapsed,trial_time,trial_type,run,trial_id,num_nodes,num_early,num_middle,num_late,num_clicks
224,19,14,"[18767, 19330, 19863]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['8', '12', '11', '9', '7', '5', '6', '3', '1', '4', '2', '10'], 'time': [2087, 3193, 3752, 4727, 6092, 6620, 10792, 11757, 12221, 12717, 13484, 16997]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '0', '9', '10', '12', '10', '11', '9', '0', '0', '5', '7', '5', '3', '6', '3', '3', '1', '4', '2', '2', '10'], 'time': [1868, 2513, 2696, 2780, 2897, 3147, 3396, 3582, 4197, 5429, 5530, 5579, 5881, 6481, 7212, 10148, 11395, 11597, 12113, 12623, 13073, 13274, 16739]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '0', '9', '10', '12', '10', '11', '9', '9', '0', '0', '5', '7', '5', '3', '7', '6', '3', '3', '1', '4', '2', '2', '10', '9', '1', '2', '2', '3', '7', '6', '8'], 'time': [2280, 2663, 2731, 2830, 2963, 3329, 3479, 3997, 5180, 5414, 5445, 5547, 5663, 6263, 6897, 9779, 9879, 11230, 11412, 11914, 12390, 12973, 13139, 16523, 17523, 17590, 17656, 17772, 21172, 21273, 21654, 24257, 24706]}, 'edge': {'target': [], 'time': []}}}","[5, -5, 5]","[215.33500000077765, 5385.754999999306, 54.084999999788124]",2,[],-7,"[None, None, None]","['', 5, -5, -10, 5, 10, -5, -5, -10, -5, -10, -5, 10]",292053,[],mouselab-mdp,c1.1,-3907738530445615459,12,0,0,0,0
225,19,15,"[3558, 4171, 4964]","['left', 'left', 'down']",training,"['9', '10', '12']","{'click': {'state': {'target': ['11', '12', '9'], 'time': [1117, 1960, 2475]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '11', '9', '12', '9'], 'time': [705, 804, 902, 1422, 1804, 2271]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '10', '11', '9', '12', '9'], 'time': [721, 821, 1272, 1653, 2137, 2754]}, 'edge': {'target': [], 'time': []}}}","[10, -5, 5]","[26.965000000956934, 18764.70499999961, 52.7250000013737]",2,[],7,"[None, None, None]","['', 5, 10, -5, -10, 5, 5, -10, 10, 10, -5, -10, 5]",301116,[],mouselab-mdp,c1.1,8374220102514213583,3,0,0,0,0
226,19,16,"[3688, 4621, 6606]","['right', 'right', 'down']",training,"['5', '6', '8']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '0', '0', '5'], 'time': [58, 210, 2059, 2177]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '0', '0', '5'], 'time': [126, 2043, 2143, 2226]}, 'edge': {'target': [], 'time': []}}}","[10, 10, -10]","[5.999999999417923, 3555.960000001476, 98.09999999922002]",2,[],10,"[None, None, None]","['', -10, 10, -10, -5, 10, 10, -5, -10, 10, -10, -5, -5]",310041,[],mouselab-mdp,c1.1,7635016637374854832,0,0,0,0,0
227,19,17,"[2492, 3692, 4904]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-10, 10, -10]","[273.6449999992619, 3686.6249999984866, 435.51499999919906]",2,[],-10,"[None, None, None]","['', 5, -5, 10, -5, -10, 10, -10, 10, 5, -10, -10, -5]",318301,[],mouselab-mdp,c1.1,2578129633459781071,0,0,0,0,0
228,19,18,"[969, 1884, 3799]","['left', 'left', 'up']",training,"['9', '10', '11']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[5, -10, -5]","[1470.074999999255, 2490.82000000088, 689.1149999991758]",2,[],-10,"[None, None, None]","['', -5, -5, 5, -10, -5, 5, -5, -5, 5, -10, -5, 10]",343779,[],mouselab-mdp,c1.1,-782795021194263072,0,0,0,0,0
229,19,19,"[3514, 4504, 6507]","['left', 'left', 'up']",training,"['9', '10', '11']","{'click': {'state': {'target': ['11', '9'], 'time': [1723, 2108]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6', '8', '0', '9', '11', '9', '10'], 'time': [411, 727, 977, 1126, 1559, 1993, 2926]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '8', '0', '9', '11', '9', '10'], 'time': [627, 877, 1078, 1343, 1877, 2411, 8142]}, 'edge': {'target': [], 'time': []}}}","[10, -5, 10]","[700.7499999999418, 967.6899999994785, 392.0149999994319]",2,[],13,"[None, None, None]","['', -5, -10, -10, -5, -10, 10, 5, -5, 10, -5, 10, -10]",350149,[],mouselab-mdp,c1.1,-3716099520514771709,2,0,0,0,0
230,19,20,"[4600, 5360, 6136]","['left', 'left', 'down']",training,"['9', '10', '12']","{'click': {'state': {'target': ['11', '12', '9'], 'time': [1354, 2490, 3517]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '9', '11', '9', '12', '9'], 'time': [643, 709, 875, 1742, 2310, 2843]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '11', '9', '12'], 'time': [659, 759, 1592, 2142, 2726]}, 'edge': {'target': [], 'time': []}}}","[5, 10, 5]","[1406.3400000013644, 3512.8999999997322, 476.0150000002468]",2,[],17,"[None, None, None]","['', 10, 5, 5, 10, 10, 10, 5, -5, 5, 10, 5, 5]",358572,[],mouselab-mdp,c1.1,3632821025587269967,3,0,0,0,0
231,19,21,"[3589, 4168, 4803]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': ['7', '5'], 'time': [2048, 2508]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '0', '0', '5', '6', '7', '7', '5'], 'time': [None, 1265, 1331, 1381, 1465, 1581, 1732, 2430]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '0', '0', '5', '6', '7', '7', '5'], 'time': [1233, 1282, 1348, 1415, 1497, 1632, 2248, 6549]}, 'edge': {'target': [], 'time': []}}}","[5, -10, 10]","[1478.015000000596, 4598.589999999618, 250.4150000003865]",2,[],3,"[None, None, None]","['', 10, -5, -5, 10, 5, -10, 10, -10, 5, -10, -10, -10]",365360,[],mouselab-mdp,c1.1,3683435731857920434,2,0,0,0,0
232,19,22,"[16166, 16723, 18282]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': ['11', '9', '12', '7', '8', '5', '3', '4', '1', '2', '6'], 'time': [1926, 2966, 3786, 4666, 5162, 6334, 8078, 8750, 9248, 10018, 12090]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '9', '11', '9', '10', '12', '5', '7', '6', '8', '5', '5', '6', '3', '2', '4', '1', '2', '6'], 'time': [710, 1027, 1210, 2711, 3410, 3627, 4291, 4477, 4860, 4993, 5793, 6176, 6876, 7360, 8311, 8627, 9060, 9827, 11897]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '11', '9', '10', '12', '5', '7', '6', '8', '5', '5', '6', '3', '2', '4', '1', '2', '3', '6', '5', '9', '9', '1'], 'time': [975, 1110, 2177, 3276, 3560, 4043, 4376, 4810, 4927, 5441, 6010, 6576, 7010, 8277, 8410, 8927, 9576, 10747, 11430, 13347, 13380, 13464, 14080, 20846]}, 'edge': {'target': [], 'time': []}}}","[-5, 5, 10]","[262.88999999995576, 3587.8549999998068, 67.71499999926891]",2,[],-1,"[None, None, None]","['', 5, -10, 10, -5, -5, 5, 10, -5, 5, 10, -5, -5]",370785,[],mouselab-mdp,c1.1,-3477899293060009920,11,0,0,0,0
233,19,23,"[12855, 13406, 14233]","['up', 'up', 'right']",training,"['1', '2', '3']","{'click': {'state': {'target': ['7', '5', '8', '6', '11', '12', '4', '3', '1'], 'time': [1337, 1836, 3308, 4965, 9132, 9932, 10829, 11248, 11921]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['7', '5', '6', '8', '6', '11', '10', '12', '9', '1', '2', '4', '2', '3', '1'], 'time': [1067, 1717, 2385, 2534, 3950, 8934, 9386, 9804, 10188, 10421, 10471, 10721, 11005, 11105, 11704]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '5', '6', '8', '6', '5', '11', '10', '12', '9', '1', '2', '4', '2', '3', '1'], 'time': [1518, 2201, 2399, 3849, 8517, 8718, 9321, 9738, 10138, 10371, 10438, 10555, 10971, 11054, 11489, 15688]}, 'edge': {'target': [], 'time': []}}}","[10, 10, 10]","[119.11500000132946, 16163.10999999952, 41.48999999964144]",2,[],21,"[None, None, None]","['', 10, 10, 10, 10, -5, -5, 10, 10, -5, 10, -10, -10]",380399,[],mouselab-mdp,c1.1,7967203217823962736,9,0,0,0,0
234,19,24,"[13759, 14287, 14946]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': ['3', '1', '7', '5', '8', '11', '9', '12', '4', '10', '6'], 'time': [1916, 2570, 4156, 4756, 5455, 6304, 6671, 7151, 8116, 9972, 11978]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '3', '1', '5', '7', '7', '5', '8', '0', '9', '11', '9', '12', '4', '2', '10', '0', '6'], 'time': [442, 1043, 2275, 3463, 3678, 3996, 4529, 5179, 5829, 5913, 6063, 6479, 6929, 7995, 9262, 9847, 10813, 11695]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '3', '1', '1', '5', '7', '7', '5', '8', '0', '9', '11', '9', '12', '9', '4', '9', '9', '1', '2', '1', '9', '10', '9', '0', '5', '6'], 'time': [526, 2176, 3009, 3175, 3629, 3696, 4362, 5028, 5729, 5863, 5929, 6429, 6862, 7379, 7446, 8313, 8696, 8929, 9096, 9363, 9463, 9596, 10279, 10696, 10946, 11213, 12363]}, 'edge': {'target': [], 'time': []}}}","[-5, 5, 10]","[1033.919999999809, 12853.00500000082, 33.78499999962514]",2,[],-1,"[None, None, None]","['', -10, 5, 5, -5, -5, 5, 10, -10, -5, -5, -10, 10]",388262,[],mouselab-mdp,c1.1,6236416765508790471,11,0,0,0,0
235,19,25,"[3048, 3932, 4546]","['up', 'up', 'right']",test,"['1', '2', '3']","{'click': {'state': {'target': ['3', '1', '2'], 'time': [1157, 1592, 2136]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3', '1', '2'], 'time': [710, 1428, 1960]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['3', '1'], 'time': [1327, 1860]}, 'edge': {'target': [], 'time': []}}}","[10, -10, 10]","[296.9849999990547, 13758.060000000172, 20.700000000942964]",2,[],7,"[None, None, None]","['', 10, -10, 10, -5, 10, 5, 5, -5, 10, -5, -10, -10]",395479,[],mouselab-mdp,c1.1,-708634087699455823,3,0,0,0,0
236,19,26,"[23236, 23841, 24419]","['left', 'left', 'down']",test,"['9', '10', '12']","{'click': {'state': {'target': ['4', '12', '8', '5', '6', '7', '11', '9', '10', '3', '1', '2'], 'time': [725, 2724, 3608, 4696, 5257, 5784, 7501, 7933, 9040, 10480, 11187, 11792]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['2', '4', '1', '10', '12', '9', '0', '5', '8', '6', '7', '6', '5', '6', '7', '1', '1', '11', '9', '10', '1', '2', '3', '1', '2'], 'time': [None, 465, 1265, 2364, 2547, 3014, 3048, 3114, 3430, 3848, 4097, 4298, 4531, 5148, 5648, 6132, 7115, 7282, 7781, 8314, 9699, 10047, 10294, 10809, 11593]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['2', '4', '1', '10', '12', '9', '0', '5', '8', '6', '7', '6', '5', '6', '7', '1', '1', '11', '9', '10', '9', '1', '2', '3', '1', '2', '3'], 'time': [390, 1015, 2231, 2432, 2947, 3031, 3082, 3230, 3782, 3949, 4214, 4396, 5049, 5581, 6048, 6147, 7129, 7696, 8215, 9347, 9581, 9947, 10231, 10708, 11409, 12143, 13476]}, 'edge': {'target': [], 'time': []}}}","[10, -5, -5]","[145.779999998922, 3046.809999999823, 369.21499999880325]",2,[],-12,"[None, None, None]","['', -5, -10, 10, 5, -5, -10, 10, 10, 10, -5, -10, -5]",417359,[],mouselab-mdp,c1.1,2750862718315450113,12,0,0,0,0
237,19,27,"[7012, 7563, 8094]","['left', 'left', 'down']",test,"['9', '10', '12']","{'click': {'state': {'target': ['11', '9', '12', '10'], 'time': [2947, 3894, 4819, 6042]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3', '1', '11', '9', '10', '12', '10'], 'time': [None, 1524, 2390, 3691, 4439, 4739, 5841]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['3', '1', '11', '9', '10', '12', '9'], 'time': [1491, 1539, 3240, 4291, 4625, 5040, 5740]}, 'edge': {'target': [], 'time': []}}}","[-10, 10, 10]","[102.32000000000698, 23232.845000000438, 104.82500000030268]",2,[],6,"[None, None, None]","['', -5, -5, 5, 10, 10, -10, -10, -10, -10, 10, 10, 10]",433498,[],mouselab-mdp,c1.1,3866759347579099958,4,0,0,0,0
238,19,28,"[1822, 3081, 4172]","['right', 'right', 'down']",test,"['5', '6', '8']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['10'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-10, 10, -10]","[65.56500000075903, 7010.0849999999045, 37.77499999891734]",2,[],-10,"[None, None, None]","['', 5, 10, 5, 10, -10, 10, -10, -10, -5, -10, -10, 10]",450516,[],mouselab-mdp,c1.1,1527002837571303241,0,0,0,0,0
239,19,29,"[531, 1492, 2308]","['left', 'left', 'up']",test,"['9', '10', '11']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['10'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-5, 5, 10]","[8.270000000251457, 1820.4949999999371, 742.3249999992549]",2,[],10,"[None, None, None]","['', -10, 10, 10, 5, -10, -10, 10, 5, -5, 5, 10, -10]",457421,[],mouselab-mdp,c1.1,5437414725336129514,0,0,0,0,0
240,19,30,"[4700, 5610, 7058]","['up', 'up', 'right']",test,"['1', '2', '3']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['10'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-10, 10, 10]","[582.0650000005262, 528.5850000000792, 446.7399999994086]",2,[],10,"[None, None, None]","['', -10, 10, 10, -5, 10, -10, 5, 10, -5, 5, 5, -10]",482738,[],mouselab-mdp,c1.1,-552410915180044019,0,0,0,0,0
241,19,31,"[1683, 2568, 3537]","['right', 'right', 'up']",test,"['5', '6', '7']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['10'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-10, -5, 10]","[295.45999999938067, 4697.979999998992, 406.7500000001164]",2,[],-5,"[None, None, None]","['', -5, -10, -5, -10, -10, -5, 10, -5, -10, 5, 10, -5]",491944,[],mouselab-mdp,c1.1,-2285879742743491122,0,0,0,0,0
242,19,32,"[1459, 2268, 3676]","['left', 'left', 'down']",test,"['9', '10', '12']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['10'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-5, -5, -5]","[941.4950000009267, 1681.4699999995064, 374.3749999994179]",2,[],-15,"[None, None, None]","['', 10, -5, -10, 10, -10, 10, 5, -5, -5, -5, 10, -5]",497603,[],mouselab-mdp,c1.1,-1180109183885401005,0,0,0,0,0
243,19,33,"[564, 1431, 2345]","['up', 'up', 'left']",test,"['1', '2', '4']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['10'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-5, 5, 5]","[461.50499999930616, 1457.5850000001374, 294.7949999998091]",2,[],5,"[None, None, None]","['', -5, 5, -10, 5, -5, -5, 5, -5, 5, -10, 10, 5]",501614,[],mouselab-mdp,c1.1,-9223140426054324916,0,0,0,0,0
244,19,34,"[1672, 2849, 4607]","['right', 'right', 'down']",test,"['5', '6', '8']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['10'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[5, -10, 5]","[888.0900000003749, 562.4850000003353, 348.14500000176486]",2,[],0,"[None, None, None]","['', 10, -5, -5, -10, 5, -10, -5, 5, 10, -10, -5, -10]",510314,[],mouselab-mdp,c1.1,-2954430571130452544,0,0,0,0,0
245,23,0,"[10643, 19328, 23832]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['1'], 'time': [8266]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '0', '7', '7', '5', '0', '1'], 'time': [484, 634, 1439, 2929, 3583, 6568, 6923]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '7', '7', '5', '0', '1', '7', '2', '4', '1', '0'], 'time': [567, 652, 1521, 2946, 6518, 6597, 13341, 13441, 26196, 26347, 26749, 26850]}, 'edge': {'target': [], 'time': []}}}","[10, 5, 5]","[83495, 16433, 10637]",2,0,19,"[None, None, None]","['', 10, 5, -5, 5, -10, -10, 10, 10, -10, 10, -10, 5]",83503,[],mouselab-mdp,c1.1,7552237654586357727,1,0,0,0,0
246,23,1,"[10367, 12198, 13662]","['up', 'up', 'right']",training,"['1', '2', '3']","{'click': {'state': {'target': ['9', '5'], 'time': [4385, 8335]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '9', '0', '5'], 'time': [535, 2345, 6032, 6416]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '9', '0'], 'time': [550, 5963, 6133]}, 'edge': {'target': [], 'time': []}}}","[-10, 10, 10]","[8150, 3985, 10341]",2,0.43,8,"[None, None, None]","['', -10, 10, 10, 5, -10, -10, 10, 5, -5, 5, 10, -10]",99949,[],mouselab-mdp,c1.1,5437414725336129514,2,0,0,0,0
247,23,2,"[5660, 7260, 9349]","['left', 'left', 'down']",training,"['9', '10', '12']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-5, 10, -5]","[1285, 939, 5630]",2,[],0,"[None, None, None]","['', -5, -10, 5, -5, 5, -10, 5, 10, -5, 10, -5, -5]",147009,[],mouselab-mdp,c1.1,-5783848652440910710,0,0,0,0,0
248,23,3,"[4504, 6120, 7216]","['left', 'left', 'up']",training,"['9', '10', '11']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-10, 5, 10]","[1047, 1524, 4467]",2,[],5,"[None, None, None]","['', -5, -10, -5, -10, -10, -5, 10, -5, -10, 5, 10, -5]",164129,[],mouselab-mdp,c1.1,-2285879742743491122,0,0,0,0,0
249,23,4,"[2832, 4728, 6056]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-5, -5, -10]","[1087, 540, 2797]",2,[],-20,"[None, None, None]","['', -5, -5, 5, -10, 10, -5, -5, -10, -10, -5, 5, -5]",176064,[],mouselab-mdp,c1.1,-6894841345479573840,0,0,0,0,0
250,23,5,"[4062, 5582, 6998]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': ['5'], 'time': [2526]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[5, -5, 5]","[1370, 796, 4011]",2,[],4,"[None, None, None]","['', -5, 10, 10, 5, 5, -5, 5, -10, 5, -5, -5, -5]",185992,[],mouselab-mdp,c1.1,5497153602111003338,1,0,0,0,0
251,23,6,"[14962, 16026, 17273]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': ['2', '10', '6'], 'time': [5604, 11054, 13337]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '1', '1', '2', '10', '9', '0', '5', '6'], 'time': [None, 2727, 2926, 4233, 7453, 11691, 11766, 11828, 11943]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '1', '1', '2', '10', '9', '0', '5', '6'], 'time': [2593, 2758, 3849, 6949, 11659, 11727, 11824, 11892, 13919]}, 'edge': {'target': [], 'time': []}}}","[10, 10, -10]","[992, 855, 14903]",2,[],7,"[None, None, None]","['', -10, -10, -10, 10, 10, 10, -10, 5, 5, -10, -5, 10]",194560,[],mouselab-mdp,c1.1,-6295193560893533809,3,0,0,0,0
252,23,7,"[11945, 13609, 14752]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['10', '6', '2'], 'time': [7255, 8993, 10427]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '9', '0', '9', '10', '9', '0', '5', '6', '2'], 'time': [2743, 3179, 4034, 5005, 6614, 7755, 7816, 7876, 7956, 9582]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '0', '9', '10', '9', '0', '5', '6', '2'], 'time': [2997, 3949, 4888, 6380, 7720, 7788, 7873, 7898, 9363, 10822]}, 'edge': {'target': [], 'time': []}}}","[10, -5, 10]","[531, 717, 11915]",2,[],12,"[None, None, None]","['', 10, -5, -5, 10, 5, -10, 10, -10, 5, -10, -10, -10]",204448,[],mouselab-mdp,c1.1,3683435731857920434,3,0,0,0,0
253,23,8,"[8501, 9540, 10597]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['10', '2', '6'], 'time': [2399, 4361, 5514]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '9', '10', '2', '2', '6'], 'time': [908, 1143, 2182, 2937, 3204, 5049]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '9', '10', '2', '2'], 'time': [1010, 1797, 2752, 2988, 4882]}, 'edge': {'target': [], 'time': []}}}","[-5, 10, -5]","[1116, 623, 8459]",2,[],-3,"[None, None, None]","['', -5, 10, 10, -5, 10, -10, 10, 10, -10, 10, -5, 5]",224568,[],mouselab-mdp,c1.1,-2335338845607237157,3,0,0,0,0
254,23,9,"[1949, 3606, 4829]","['left', 'left', 'down']",training,"['9', '10', '12']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[10, -5, 5]","[480, 515, 1909]",2,[],10,"[None, None, None]","['', -10, -10, -10, -5, 10, 5, -10, 10, 10, -5, -5, 5]",241920,[],mouselab-mdp,c1.1,3476375724698833341,0,0,0,0,0
255,23,10,"[3699, 5011, 6147]","['up', 'up', 'right']",training,"['1', '2', '3']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[5, -5, -10]","[1123, 644, 3666]",2,[],-10,"[None, None, None]","['', 5, -5, -10, -10, 10, 5, 5, -10, -10, -5, 10, 5]",254800,[],mouselab-mdp,c1.1,4007649613694420024,0,0,0,0,0
256,23,11,"[829, 2742, 4390]","['right', 'right', 'down']",training,"['5', '6', '8']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-10, 10, -5]","[740, 600, 796]",2,[],-5,"[None, None, None]","['', 10, -5, -10, 10, -10, 10, 5, -5, -5, -5, 10, -5]",262263,[],mouselab-mdp,c1.1,-1180109183885401005,0,0,0,0,0
257,23,12,"[5800, 6681, 8792]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': ['6', '10', '2'], 'time': [2599, 3477, 4166]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6', '5', '9', '10', '2'], 'time': [None, 3008, 3092, 3259, 3795]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '5', '9', '10', '2'], 'time': [2973, 3027, 3141, 3678, 4517]}, 'edge': {'target': [], 'time': []}}}","[10, 10, 10]","[1395, 1110, 5768]",2,[],27,"[None, None, None]","['', 5, -10, 5, -5, 10, 10, 10, 10, 10, -10, -10, 5]",270279,[],mouselab-mdp,c1.1,-2168368636003987728,3,0,0,0,0
258,23,13,"[6435, 7387, 8443]","['left', 'left', 'up']",training,"['9', '10', '11']","{'click': {'state': {'target': ['10', '2', '6'], 'time': [2043, 2798, 3598]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '2', '6'], 'time': [1484, 1753, 2542, 3262]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '10', '2', '6'], 'time': [1519, 2372, 3076, 3899]}, 'edge': {'target': [], 'time': []}}}","[10, 10, 5]","[337, 1561, 6394]",2,[],22,"[None, None, None]","['', 10, -10, -10, -5, -10, 10, -10, -5, 10, 10, 5, -5]",276328,[],mouselab-mdp,c1.1,-7551434874100481170,3,0,0,0,0
