,pid,trial_index,action_times,actions,block,path,queries,rewards,rt,condition,bonus,score,simulation_mode,state_rewards,time_elapsed,trial_time,trial_type,run,trial_id,num_nodes,num_early,num_middle,num_late,num_clicks
0,2,0,"[14076, 14776, 15672]","['up', 'up', 'right']",training,"['1', '2', '3']","{'click': {'state': {'target': ['1', '5', '9', '2', '10', '3', '4'], 'time': [3011, 4642, 5242, 7834, 8722, 10578, 11418]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '1', '5', '0', '9', '0', '2', '10', '3', '4'], 'time': [2311, 2626, 4379, 4995, 5064, 6581, 7035, 8516, 10201, 11220]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '1', '5', '0', '9', '0', '1', '2', '10', '2', '2', '3', '2', '4'], 'time': [2494, 4328, 4963, 5012, 5881, 6964, 7014, 8015, 9217, 9967, 10118, 10935, 11168, 12186]}, 'edge': {'target': [], 'time': []}}}","[10, 5, 5]","[74560.77499999992, 25930.409999999945, 14074.179999999615]",2,0,13,"[None, None, None]","['', 10, 5, 5, -10, -10, 10, 5, 5, 10, -5, -10, -10]",74562,[],mouselab-mdp,c1.1,2677707256680226296,7,0,0,0,0
1,2,1,"[8798, 9430, 10046]","['right', 'right', 'down']",training,"['5', '6', '8']","{'click': {'state': {'target': ['9', '1', '5', '6', '10', '8', '7'], 'time': [1616, 2128, 2800, 5560, 6280, 7248, 7720]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '9', '1', '5', '6', '10', '10', '8', '7'], 'time': [None, 1326, 1909, 2459, 5314, 5780, 6114, 7064, 7582]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '9', '1', '5', '6', '5', '10', '10', '8', '6', '7', '9', '10'], 'time': [1108, 1775, 2361, 3428, 5679, 5712, 5829, 6715, 7382, 7431, 14823, 15157, 15174]}, 'edge': {'target': [], 'time': []}}}","[10, 10, 5]","[202.09500000010303, 398.11000000010245, 8796.929999999964]",2,0.54,18,"[None, None, None]","['', -10, -10, -10, 10, 10, 10, -10, 5, 5, -10, -5, 10]",100499,[],mouselab-mdp,c1.1,-6295193560893533809,7,0,0,0,0
2,2,2,"[21445, 22332, 23173]","['up', 'up', 'right']",training,"['1', '2', '3']","{'click': {'state': {'target': ['9', '1', '5', '10', '11', '12', '2', '4', '3', '6', '7', '8'], 'time': [1839, 2487, 2879, 5023, 6439, 7086, 13359, 15151, 15942, 19078, 19862, 20206]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '0', '10', '11', '12', '4', '2', '4', '3', '7', '6', '7', '8'], 'time': [1405, 2289, 2723, 4341, 4657, 5742, 6743, 10381, 13117, 13918, 15803, 18357, 18805, 19690, 20058]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '0', '9', '10', '11', '10', '12', '9', '4', '2', '4', '2', '3', '7', '6', '7', '6', '8'], 'time': [2256, 2657, 4292, 4375, 4491, 5677, 6627, 6677, 7828, 10048, 13033, 13834, 15386, 15486, 16521, 18773, 19641, 19991, 20041, 24829]}, 'edge': {'target': [], 'time': []}}}","[-10, 10, 10]","[127.31999999959953, 125.8499999998894, 21444.010000000155]",2,[],-2,"[None, None, None]","['', -10, 10, 10, 5, -10, -10, 10, 5, -5, 5, 10, -10]",118575,[],mouselab-mdp,c1.1,5437414725336129514,12,0,0,0,0
3,2,3,"[39393, 40807, 41423]","['up', 'up', 'right']",training,"['1', '2', '3']","{'click': {'state': {'target': ['1', '9', '5', '6', '10', '2', '4', '3', '7', '8', '11', '12'], 'time': [17991, 18748, 19228, 22337, 22977, 23672, 25975, 26638, 27862, 28566, 29421, 30141]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '0', '1', '9', '0', '5', '6', '0', '10', '2', '4', '3', '7', '8', '0', '11', '11', '12'], 'time': [17639, 17722, 17839, 18456, 18955, 19039, 20772, 22573, 22657, 23456, 24591, 26391, 27158, 28308, 28993, 29043, 29260, 30044]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '0', '1', '9', '0', '5', '6', '5', '0', '9', '10', '2', '4', '2', '3', '7', '6', '8', '0', '9', '11', '11', '10', '12'], 'time': [17671, 17739, 18372, 18923, 19005, 19538, 22523, 22556, 22590, 22640, 23391, 24508, 26224, 26357, 27092, 28259, 28292, 28944, 29010, 29027, 29177, 29526, 29593, 30328]}, 'edge': {'target': [], 'time': []}}}","[5, -10, -5]","[388.554999999993, 344.39500000007683, 39406.28999999989]",2,[],-22,"[None, None, None]","['', 5, -10, -5, -10, 5, -10, -5, -10, 5, -10, -5, -5]",143838,[],mouselab-mdp,c1.1,-3161758675468624755,12,0,0,0,0
4,2,4,"[10150, 10902, 11550]","['up', 'up', 'right']",training,"['1', '2', '3']","{'click': {'state': {'target': ['1', '9', '5', '2', '6', '4', '3'], 'time': [1177, 1625, 2040, 3128, 3857, 5416, 8591]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '0', '1', '9', '0', '5', '2', '6', '4', '3', '3'], 'time': [716, 748, 933, 1449, 1866, 1901, 2951, 3685, 5086, 6137, 8391]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '1', '9', '0', '5', '1', '2', '6', '1', '4', '2', '3', '6', '6', '3', '3'], 'time': [733, 765, 1367, 1818, 1884, 2283, 2819, 3285, 4753, 4853, 5787, 5887, 7372, 7638, 8322, 12544, 12628]}, 'edge': {'target': [], 'time': []}}}","[10, -10, 10]","[921.4849999998405, 119.80499999981839, 10150.2899999996]",2,[],3,"[None, None, None]","['', 10, -10, 10, 5, 5, -10, -10, 10, -10, -5, 5, 10]",174046,[],mouselab-mdp,c1.1,-7479633459398711011,7,0,0,0,0
5,2,5,"[7993, 8648, 9320]","['left', 'left', 'up']",training,"['9', '10', '11']","{'click': {'state': {'target': ['9', '1', '5', '10', '11'], 'time': [1179, 1674, 2058, 4562, 6386]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '0', '10', '11', '12'], 'time': [986, 1536, 1937, 3572, 3656, 5858, 6859]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '0', '9', '10', '11', '10', '12'], 'time': [1337, 1838, 3556, 3606, 3639, 5625, 6726, 6826, 10547]}, 'edge': {'target': [], 'time': []}}}","[-5, 10, 10]","[257.20000000001164, 155.15999999977066, 7991.619999999792]",2,[],10,"[None, None, None]","['', -10, -10, 5, -10, -10, 5, -10, -10, -5, 10, 10, 5]",218284,[],mouselab-mdp,c1.1,-145900735877221312,5,0,0,0,0
6,2,6,"[6891, 7874, 8482]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['9', '1', '5', '2', '4', '3'], 'time': [1181, 1620, 2068, 4196, 5012, 5412]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '4', '2', '4', '3'], 'time': [1027, 1511, 1911, 3329, 3980, 4863, 5264]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '1', '4', '2', '4', '2', '3', '5'], 'time': [1360, 1811, 2761, 2829, 3897, 4814, 5164, 5248, 11104, 11188]}, 'edge': {'target': [], 'time': []}}}","[10, -5, 10]","[152.52000000007683, 173.65999999991618, 6889.5299999999115]",2,[],9,"[None, None, None]","['', 10, -5, -5, 10, 5, -5, -10, 10, 5, 10, -5, 10]",232553,[],mouselab-mdp,c1.1,1017601537737615534,6,0,0,0,0
7,2,7,"[13505, 14176, 14800]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['9', '1', '5', '7', '8', '6', '3', '4'], 'time': [5788, 6218, 6938, 8170, 8682, 9530, 11594, 12066]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '9', '1', '5', '6', '7', '6', '8', '6', '3', '2', '4'], 'time': [4200, 5000, 5250, 6001, 6752, 7686, 7987, 8338, 8369, 9271, 11457, 11774, 11873]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '10', '9', '1', '5', '6', '7', '6', '8', '6', '5', '3', '2', '4', '0'], 'time': [4749, 5234, 5900, 6419, 7637, 7936, 8320, 8353, 9237, 10305, 11156, 11757, 11824, 16430, 16528]}, 'edge': {'target': [], 'time': []}}}","[5, -5, 10]","[488.85000000018044, 113.06500000000233, 13503.535000000265]",2,[],2,"[None, None, None]","['', 5, -5, 5, 10, 10, -10, -5, -5, 5, -10, 5, 10]",244552,[],mouselab-mdp,c1.1,287659273517348342,8,0,0,0,0
8,2,8,"[12470, 13157, 13773]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['9', '1', '5', '7', '8', '3', '4'], 'time': [6473, 7047, 7695, 8967, 9367, 10943, 11318]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '5', '9', '1', '5', '7', '6', '8', '6', '3', '2', '4'], 'time': [966, 1048, 6270, 6872, 7656, 8640, 9107, 9157, 9793, 10809, 11093, 11143]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '5', '9', '1', '5', '5', '7', '6', '8', '6', '3', '2', '4', '0'], 'time': [998, 1065, 6821, 7238, 8199, 8573, 9091, 9141, 9774, 10509, 11076, 11126, 15280, 15364]}, 'edge': {'target': [], 'time': []}}}","[-5, -5, 10]","[182.94500000000698, 121.89499999972759, 12468.899999999849]",2,[],-7,"[None, None, None]","['', -5, -5, 5, 10, 10, -10, -10, -10, -10, 10, 10, 10]",257887,[],mouselab-mdp,c1.1,3866759347579099958,7,0,0,0,0
9,2,9,"[11471, 12062, 12686]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': ['12', '11', '5', '9', '1', '8', '7'], 'time': [1809, 2312, 4464, 5296, 5744, 7824, 8616]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['10', '12', '10', '11', '10', '9', '0', '5', '6', '5', '0', '9', '1', '8', '6', '7', '7'], 'time': [1336, 1587, 1986, 2186, 3221, 3488, 3638, 3722, 4022, 4322, 4739, 5057, 5623, 7642, 7976, 8010, 8476]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['10', '12', '10', '11', '10', '9', '0', '5', '6', '5', '0', '9', '1', '5', '8', '6', '7', '7', '7'], 'time': [1535, 1953, 2036, 3171, 3438, 3572, 3670, 3756, 4255, 4689, 4806, 5523, 7258, 7359, 7943, 7992, 8076, 14496, 14550]}, 'edge': {'target': [], 'time': []}}}","[10, 10, 10]","[194.17999999999302, 125.59499999997206, 11469.680000000168]",2,[],23,"[None, None, None]","['', 5, -10, 5, -5, 10, 10, 10, 10, 10, -10, -10, 5]",276151,[],mouselab-mdp,c1.1,-2168368636003987728,7,0,0,0,0
10,2,10,"[7871, 8455, 9127]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': ['9', '1', '5', '7', '8', '3', '4'], 'time': [1505, 1944, 2384, 3352, 4576, 5792, 6112]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '7', '6', '8', '3', '2', '4'], 'time': [894, 1711, 2211, 3079, 3530, 3579, 5649, 5931, 5965]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '7', '6', '8', '3', '2', '4', '0'], 'time': [1644, 2129, 3046, 3512, 3564, 5314, 5915, 5949, 10420, 10621]}, 'edge': {'target': [], 'time': []}}}","[-10, -5, 10]","[96.64999999996508, 119.79500000010012, 7869.374999999767]",2,[],-12,"[None, None, None]","['', -5, -10, -5, -10, -10, -5, 10, -5, -10, 5, 10, -5]",293342,[],mouselab-mdp,c1.1,-2285879742743491122,7,0,0,0,0
11,2,11,"[5318, 5958, 6630]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['9', '1', '5', '3', '4'], 'time': [1728, 2167, 3023, 4087, 4391]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '3', '2', '4'], 'time': [1463, 2014, 2881, 3598, 4217, 4267]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '3', '2', '4', '9'], 'time': [1897, 2481, 3548, 4198, 4249, 8120, 8237]}, 'edge': {'target': [], 'time': []}}}","[5, 5, 10]","[84.55000000004657, 172.03000000020256, 5315.339999999618]",2,[],15,"[None, None, None]","['', 5, 5, 5, 10, -5, -5, 10, 10, -10, 10, 5, -10]",309117,[],mouselab-mdp,c1.1,2087369140992358120,5,0,0,0,0
12,2,12,"[11704, 12280, 13088]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': ['9', '1', '5', '7', '8', '3', '4', '11', '12'], 'time': [1131, 1706, 2369, 3473, 4130, 7609, 7985, 9209, 9657]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '9', '1', '5', '6', '7', '6', '8', '8', '3', '2', '4', '11', '10', '12'], 'time': [649, 965, 1465, 2016, 3017, 3268, 3618, 3651, 4001, 7422, 7789, 7856, 8991, 9392, 9474]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '9', '1', '5', '6', '7', '6', '8', '8', '3', '2', '4', '11', '10', '12', '8'], 'time': [665, 1283, 1966, 2983, 3217, 3601, 3634, 3668, 5204, 7772, 7822, 8873, 9374, 9440, 10259, 14429]}, 'edge': {'target': [], 'time': []}}}","[10, -5, -5]","[138.06500000011874, 175.38999999989755, 11703.094999999856]",2,[],-9,"[None, None, None]","['', -5, -5, 5, -10, 10, -5, -5, -10, -10, -5, 5, -5]",331013,[],mouselab-mdp,c1.1,-6894841345479573840,9,0,0,0,0
13,2,13,"[4453, 5221, 5941]","['right', 'right', 'down']",training,"['5', '6', '8']","{'click': {'state': {'target': ['9', '1', '5', '7', '8'], 'time': [1367, 1767, 2206, 3222, 3599]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '7', '6', '8'], 'time': [1178, 1611, 2061, 2962, 3380, 3429]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '7', '6', '8'], 'time': [1510, 1978, 2896, 3363, 3413, 7567]}, 'edge': {'target': [], 'time': []}}}","[10, -10, 10]","[83.94499999983236, 307.2750000000815, 4452.269999999728]",2,[],5,"[None, None, None]","['', -10, 10, 10, -5, 10, -10, 5, 10, -5, 5, 5, -10]",340379,[],mouselab-mdp,c1.1,-552410915180044019,5,0,0,0,0
14,2,14,"[9742, 10414, 11085]","['right', 'right', 'down']",training,"['5', '6', '8']","{'click': {'state': {'target': ['9', '1', '5', '6', '10', '2', '11', '8'], 'time': [1048, 1415, 2111, 3783, 4599, 5295, 6791, 7575]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '9', '1', '5', '5', '7', '6', '0', '10', '2', '0', '0', '11', '8', '7'], 'time': [734, 867, 1301, 1634, 1968, 2902, 3569, 3953, 4387, 5153, 5955, 6272, 6373, 7423, 8491]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '9', '1', '5', '5', '7', '6', '5', '0', '9', '10', '2', '1', '0', '0', '11', '9', '8', '6', '7', '5'], 'time': [750, 1200, 1584, 1667, 2752, 3536, 3904, 3936, 3971, 4037, 4871, 5838, 5922, 6173, 6290, 6956, 7006, 8374, 8425, 12563, 12662]}, 'edge': {'target': [], 'time': []}}}","[5, 10, 10]","[271.56999999989057, 223.4350000002887, 9740.094999999623]",2,[],17,"[None, None, None]","['', 5, -5, -10, 5, 5, 10, -10, 10, 5, 10, 10, -10]",357282,[],mouselab-mdp,c1.1,-6971508633356900299,8,0,0,0,0
15,2,15,"[5762, 6538, 7170]","['right', 'right', 'down']",training,"['5', '6', '8']","{'click': {'state': {'target': ['9', '1', '5', '7', '8'], 'time': [1341, 1803, 2203, 3339, 4315]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '6', '7', '6', '8'], 'time': [1170, 1638, 2038, 2956, 3155, 3540, 4157]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '6', '7', '6', '8', '8'], 'time': [1538, 1987, 2906, 3122, 3522, 3556, 8564, 8845]}, 'edge': {'target': [], 'time': []}}}","[10, -10, 10]","[167.71999999991385, 173.17999999976018, 5760.035000000265]",2,[],5,"[None, None, None]","['', -5, -10, 10, -5, 10, -10, 10, 10, -5, 10, -5, -10]",387425,[],mouselab-mdp,c1.1,-7536988618031787221,5,0,0,0,0
16,2,16,"[33472, 34056, 34576]","['up', 'up', 'right']",training,"['1', '2', '3']","{'click': {'state': {'target': ['1', '9', '5', '11', '12', '4', '3'], 'time': [28595, 28953, 29377, 30689, 31337, 32153, 32529]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '1', '9', '0', '5', '11', '10', '12', '4', '2', '3'], 'time': [28139, 28221, 28773, 29188, 29240, 30440, 30859, 30942, 31908, 32360, 32442]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '1', '9', '0', '5', '11', '10', '12', '4', '2', '3'], 'time': [28154, 28722, 29173, 29223, 30073, 30858, 30892, 31759, 32325, 32409, 35880]}, 'edge': {'target': [], 'time': []}}}","[5, -10, 10]","[277.4950000002864, 141.15999999968335, 33471.88499999989]",2,[],-2,"[None, None, None]","['', 5, -10, 10, -5, -5, 5, 10, -5, 5, 10, -5, -5]",401616,[],mouselab-mdp,c1.1,-3477899293060009920,7,0,0,0,0
17,2,17,"[10791, 11382, 12006]","['right', 'right', 'up']",training,"['5', '6', '7']","{'click': {'state': {'target': ['9', '1', '5', '7', '8', '3', '4'], 'time': [865, 1208, 1552, 2600, 3312, 6312, 6856]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '7', '6', '8', '8', '3', '2', '4'], 'time': [612, 1030, 1463, 2430, 2747, 2780, 3198, 6184, 6685, 6719]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '5', '7', '6', '8', '8', '3', '2', '4', '1'], 'time': [996, 1396, 2063, 2164, 2713, 2764, 2848, 5835, 6669, 6703, 13426, 13476]}, 'edge': {'target': [], 'time': []}}}","[10, -5, -5]","[92.27499999996508, 28.875, 10788.899999999965]",2,[],-7,"[None, None, None]","['', 5, -5, -10, 5, 10, -5, -5, -10, -5, -10, -5, 10]",411904,[],mouselab-mdp,c1.1,-3907738530445615459,7,0,0,0,0
18,2,18,"[7398, 7965, 8533]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['9', '1', '5', '3', '7', '8', '4'], 'time': [824, 1143, 1543, 2895, 4359, 5471, 6447]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '9', '1', '5', '2', '3', '7', '6', '8', '4'], 'time': [521, 638, 972, 1389, 2690, 2791, 4259, 5160, 5226, 6278]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '1', '5', '1', '2', '3', '7', '6', '8', '5', '4'], 'time': [538, 939, 1305, 2224, 2374, 2757, 3591, 5143, 5177, 5760, 5827, 9814]}, 'edge': {'target': [], 'time': []}}}","[10, 5, 10]","[89.86499999993248, 129.52499999979045, 7395.555000000051]",2,[],18,"[None, None, None]","['', 10, 5, 5, 10, 10, 10, 5, -5, 5, 10, 5, 5]",448869,[],mouselab-mdp,c1.1,3632821025587269967,7,0,0,0,0
19,2,19,"[4538, 5178, 5722]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['9', '1', '5', '4', '3'], 'time': [1507, 1907, 2324, 3315, 3667]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '4', '2', '3'], 'time': [1219, 1701, 2151, 3136, 3486, 3553]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '1', '4', '2', '3'], 'time': [1634, 2068, 2886, 2986, 3437, 3520, 7224]}, 'edge': {'target': [], 'time': []}}}","[10, -5, 10]","[67.84999999991851, 67.95999999984633, 4536.230000000156]",2,[],10,"[None, None, None]","['', 10, -5, -5, 10, 5, -10, 10, -10, 5, -10, -10, -10]",463525,[],mouselab-mdp,c1.1,3683435731857920434,5,0,0,0,0
20,2,20,"[4591, 5279, 5871]","['right', 'right', 'down']",training,"['5', '6', '8']","{'click': {'state': {'target': ['9', '1', '5', '7', '8'], 'time': [937, 1456, 2304, 3112, 3640]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '7', '6', '8'], 'time': [729, 1314, 2247, 2831, 3315, 3515]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '7', '6', '8'], 'time': [1230, 1697, 2765, 3282, 3415, 7088]}, 'edge': {'target': [], 'time': []}}}","[5, -10, 10]","[137.23000000033062, 46.46000000007916, 4589.150000000256]",2,[],0,"[None, None, None]","['', -5, -10, 5, 10, 5, -10, -10, 10, -10, 5, -5, -5]",517866,[],mouselab-mdp,c1.1,-8177337623937778033,5,0,0,0,0
21,2,21,"[7413, 8004, 8564]","['left', 'left', 'down']",training,"['9', '10', '12']","{'click': {'state': {'target': ['9', '1', '5', '11', '12', '10'], 'time': [991, 1302, 2198, 3318, 4030, 6414]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '10', '11', '10', '12', '12', '10'], 'time': [851, 1135, 2002, 2886, 3169, 3521, 3569, 3737, 6190]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '10', '11', '10', '12', '12', '10'], 'time': [1084, 1519, 2786, 2903, 3504, 3554, 3670, 5572, 9660]}, 'edge': {'target': [], 'time': []}}}","[10, 5, -5]","[191.67500000004657, 99.73500000021886, 7411.269999999669]",2,[],4,"[None, None, None]","['', -5, 10, -10, -10, 5, 5, -5, 5, 10, 5, -5, -5]",537120,[],mouselab-mdp,c1.1,414905543794851947,6,0,0,0,0
22,2,22,"[4904, 5496, 6056]","['up', 'up', 'right']",training,"['1', '2', '3']","{'click': {'state': {'target': ['5', '1', '9', '4', '3'], 'time': [1266, 2137, 2641, 3521, 3897]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '5', '1', '9', '2', '4', '2', '3'], 'time': [592, 1176, 1994, 2377, 3195, 3396, 3680, 3746]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '5', '1', '9', '2', '4', '2', '3', '0'], 'time': [643, 1660, 2344, 3061, 3346, 3662, 3729, 7383, 7616]}, 'edge': {'target': [], 'time': []}}}","[10, -5, 5]","[93.58500000007916, 70.33499999984633, 4901.619999999646]",2,[],5,"[None, None, None]","['', 10, -5, 5, -10, -5, 5, 10, -10, 5, 10, 10, 10]",545272,[],mouselab-mdp,c1.1,4872536360203573425,5,0,0,0,0
23,2,23,"[4297, 4945, 5457]","['left', 'left', 'up']",training,"['9', '10', '11']","{'click': {'state': {'target': ['9', '1', '5', '11', '12'], 'time': [828, 1179, 1979, 3027, 3531]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '0', '10', '11', '10', '12'], 'time': [583, 1050, 1834, 2569, 2652, 2869, 3253, 3303]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '0', '9', '10', '11', '10', '12'], 'time': [950, 1384, 2552, 2602, 2636, 2785, 3235, 3286, 6706]}, 'edge': {'target': [], 'time': []}}}","[10, -5, 10]","[95.88500000024214, 54.94500000029802, 4295.5599999999395]",2,[],10,"[None, None, None]","['', -5, -10, 5, 10, 5, -10, -5, 10, 10, -5, 10, 5]",556111,[],mouselab-mdp,c1.1,7422421261234896539,5,0,0,0,0
24,2,24,"[4005, 4605, 5106]","['up', 'up', 'left']",training,"['1', '2', '4']","{'click': {'state': {'target': ['9', '1', '5', '4'], 'time': [855, 1582, 1975, 3046]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '1', '5', '2', '4'], 'time': [728, 1428, 1829, 2780, 2930]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '5', '1', '2', '4'], 'time': [1045, 1762, 2479, 2580, 2880, 6483]}, 'edge': {'target': [], 'time': []}}}","[10, 10, 10]","[155.31000000005588, 16.619999999878928, 4003.329999999958]",2,[],26,"[None, None, None]","['', 10, 10, 10, 10, 5, 5, 10, 5, -5, 5, 5, 5]",565007,[],mouselab-mdp,c1.1,6627999187013791928,4,0,0,0,0
25,2,25,"[4794, 5385, 5937]","['right', 'right', 'down']",test,"['5', '6', '8']","{'click': {'state': {'target': ['1', '9', '5', '7', '8'], 'time': [996, 2091, 2650, 3482, 3955]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '9', '5', '7', '6', '8'], 'time': [730, 1464, 2465, 3299, 3767, 3800]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '9', '5', '7', '6', '8'], 'time': [1397, 2365, 3216, 3733, 3783, 7221]}, 'edge': {'target': [], 'time': []}}}","[10, 5, 5]","[105.72000000008848, 4.559999999939464, 4791.854999999981]",2,[],15,"[None, None, None]","['', 5, -5, -10, -5, 10, 5, 5, 5, -10, -10, -10, 5]",612716,[],mouselab-mdp,c1.1,-480933043113506846,5,0,0,0,0
26,2,26,"[4587, 5187, 5771]","['left', 'left', 'up']",test,"['9', '10', '11']","{'click': {'state': {'target': ['1', '5', '9', '11', '12'], 'time': [1437, 1948, 2412, 3388, 3796]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '5', '0', '9', '11', '10', '12'], 'time': [1239, 1706, 2206, 2273, 3174, 3574, 3624]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '5', '0', '9', '9', '11', '10', '12'], 'time': [1639, 2190, 2223, 2891, 3140, 3558, 3591, 8163]}, 'edge': {'target': [], 'time': []}}}","[10, -10, 10]","[97.86000000033528, 49.60000000032596, 4585.4199999999255]",2,[],5,"[None, None, None]","['', 5, -5, -5, 5, 5, 10, 10, 5, 10, -10, 10, 5]",620653,[],mouselab-mdp,c1.1,1812949729192026457,5,0,0,0,0
27,2,27,"[5536, 6167, 6808]","['right', 'right', 'up']",test,"['5', '6', '7']","{'click': {'state': {'target': ['9', '1', '5', '7'], 'time': [1354, 1721, 2153, 3377]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '9', '1', '5', '7', '6', '8', '8'], 'time': [850, 1251, 1567, 1984, 3252, 3703, 3753, 4420]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '1', '5', '7', '6', '8', '8'], 'time': [867, 1484, 1885, 3002, 3669, 3736, 3803, 8175]}, 'edge': {'target': [], 'time': []}}}","[-5, 5, 10]","[108.4000000001397, 92.43999999994412, 5533.734999999986]",2,[],6,"[None, None, None]","['', -10, 5, 5, -5, -5, 5, 10, -10, -5, -5, -10, 10]",629571,[],mouselab-mdp,c1.1,6236416765508790471,4,0,0,0,0
